SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2958,5,2,Rural,1954,311102.3030846191
2061,4,3,Rural,1963,141496.55005345464
1462,2,3,Urban,2003,169664.95363015615
2454,3,1,Urban,1961,253586.09448324842
2733,4,3,Suburb,1984,303836.6253123476
2671,2,1,Rural,2016,264542.5031874251
1103,4,2,Suburb,1969,108138.56921629905
1981,5,1,Rural,2021,292263.3420660895
2216,2,3,Rural,2008,197279.2306111831
1249,2,3,Suburb,1966,239597.12940043514
2036,2,3,Suburb,2005,185145.5487541206
1566,3,2,Rural,1981,160833.27435712857
2879,4,2,Urban,1964,350030.3873027049
1596,3,2,Urban,1992,255863.59247742768
1620,3,3,Urban,1971,227253.24544640607
1554,4,2,Rural,2015,255305.82061630048
2411,4,2,Rural,1960,303818.27992242336
1070,2,2,Rural,1990,91661.3532336064
1955,2,1,Urban,1995,265633.911172359
2803,4,3,Suburb,1958,208395.54259548752
2594,2,3,Urban,1988,316380.8700099688
1972,5,3,Rural,2015,264579.24424796307
1437,2,2,Urban,1998,210263.37347540175
2067,4,2,Rural,1991,200251.69208381415
2295,3,2,Rural,1963,216608.41161162563
2925,4,1,Suburb,2013,252138.48453607905
2037,4,1,Suburb,2014,222507.80082064072
2394,3,1,Rural,1961,231585.52795964788
2135,5,2,Urban,2020,201302.36401509776
2402,2,2,Urban,1994,171689.0279778648
1313,5,3,Suburb,1956,156629.9690658191
2438,3,1,Rural,1972,245983.32312422813
2763,5,2,Suburb,2010,325022.5890049164
1484,3,1,Suburb,2014,113712.6845435542
1168,4,1,Rural,2004,68718.29455054534
1887,5,2,Suburb,1985,212564.1096575174
1802,2,1,Urban,1992,255583.97627461184
1245,2,1,Suburb,1959,239040.5389199035
1265,3,2,Rural,1962,126388.77742729419
1848,4,2,Urban,2012,187426.20446101617
1242,5,1,Urban,2007,59456.4281926845
2693,5,3,Urban,1980,325564.6604185868
2323,3,3,Suburb,1992,222247.82472893214
2974,5,3,Urban,1972,302318.7843295039
2350,2,2,Rural,1984,238433.4612472841
1529,2,3,Urban,2008,224221.7187259971
2618,5,2,Rural,2004,304067.90459494496
1846,5,1,Rural,1977,244231.77294061266
2766,4,2,Suburb,1997,386668.47544057225
2003,4,3,Urban,1968,194380.7621173452
1341,5,3,Rural,1965,204144.68266084002
2788,5,3,Urban,1988,294402.7070106976
2702,3,3,Rural,2016,242475.48970317713
2577,4,3,Suburb,1954,291407.6599056395
2272,5,1,Urban,1986,318424.68603441457
1759,3,1,Urban,1975,228881.5487926231
2973,4,1,Rural,1977,278818.49180115684
2403,3,1,Rural,2004,202530.6406957937
1797,5,2,Suburb,1975,220330.55416314868
1531,2,3,Suburb,1983,165690.22974145034
2917,2,3,Suburb,2017,247542.63839154635
1863,2,1,Urban,1956,239462.96236505112
2404,2,1,Rural,1983,222120.1281471899
1041,5,1,Rural,1994,106409.27917239918
2368,2,2,Urban,1993,314280.27906781004
1598,2,2,Urban,1954,180219.69487730073
2284,5,1,Rural,1994,302864.233050146
1305,4,3,Rural,1989,178603.64642176736
1808,4,2,Urban,1974,277866.46381548134
1861,4,1,Urban,1959,131936.55932758428
2263,3,1,Suburb,1985,295901.4436291991
1678,4,1,Suburb,1993,233860.53326100187
2336,5,3,Suburb,1970,270147.1189992621
1730,4,2,Suburb,1970,190556.96263992667
1440,3,3,Urban,1988,169998.01923228387
1932,3,2,Suburb,1991,117579.55315248249
1902,2,3,Rural,1987,289189.65563716687
1132,5,2,Suburb,1953,132134.5702834332
1718,4,3,Rural,1995,223568.39098992484
1050,4,1,Suburb,1994,205549.30829706765
1617,5,3,Rural,2003,172454.62911476786
1391,5,1,Rural,1968,162303.15408253882
1695,5,3,Suburb,1967,213951.897439006
2736,5,1,Rural,1987,345579.2658911026
1522,5,1,Urban,1967,169711.1214373094
2789,5,3,Urban,2004,227966.82743567857
1507,5,3,Urban,1996,113224.91576241898
2685,3,3,Urban,1954,288547.09812418534
1353,2,3,Urban,1976,86026.99907353394
1866,4,3,Rural,1972,119588.47994627876
1972,3,1,Rural,1954,243613.4813273917
2418,3,1,Rural,1958,307346.36360624025
1955,4,2,Suburb,2020,224870.8189314121
1095,3,2,Urban,1950,156412.7468112274
1105,5,2,Rural,1986,117022.8052031158
2678,3,3,Suburb,1976,326452.4832971968
1677,4,3,Suburb,1987,126938.09637055836
1512,2,3,Urban,2008,250803.82004700103
2581,4,3,Rural,1991,248888.21203634783
2265,2,1,Urban,2021,204051.32856177035
1855,5,1,Suburb,1970,158435.06366226022
2962,3,1,Suburb,1962,274000.48960686044
2511,4,2,Rural,1983,233853.94251929107
1789,4,2,Suburb,1966,145892.15183127508
1514,2,1,Rural,1998,152667.8796250181
2677,3,1,Rural,1973,271076.691932581
1897,4,1,Urban,2005,189678.663714562
2084,4,1,Rural,1994,266365.75657693576
2439,3,1,Suburb,1985,325600.0353226933
2007,5,2,Urban,1992,210906.06559285865
2317,2,3,Suburb,1982,314205.761622308
1736,4,3,Urban,1984,116667.31547991214
1301,3,1,Rural,1978,152220.72699780302
2193,5,3,Suburb,2017,288223.55363752454
1645,4,1,Rural,1962,199409.3531862518
2064,5,1,Suburb,1979,250815.40879198295
1230,4,3,Urban,2015,129968.57812352876
2432,4,3,Suburb,2002,301321.6258075242
1737,5,3,Suburb,1991,235053.63465586485
2674,2,1,Suburb,1976,258723.43887729608
2645,5,2,Urban,2016,333776.55108089116
1996,3,1,Urban,1975,261967.62330422923
1296,4,3,Urban,2010,111704.94112227797
1454,5,1,Urban,1992,187821.8639789367
2080,5,2,Rural,1973,236672.04244716497
1941,4,2,Urban,1960,223065.24285306782
2658,4,1,Urban,1979,309377.1265539519
1239,5,1,Rural,1952,158398.8787783191
2621,2,2,Urban,1957,256762.22251247786
2199,4,3,Rural,1978,202725.36636445014
2086,5,3,Suburb,1997,192814.50959733472
1550,3,1,Suburb,1986,282871.39909277525
1137,2,3,Rural,1975,171427.72836838587
1453,3,3,Rural,1961,199637.65762706788
2776,4,1,Rural,1968,268204.53539333266
2472,4,3,Rural,1976,284973.8045058909
2249,2,2,Rural,2002,306953.8015732869
1442,4,1,Urban,1970,198057.68052946532
2229,3,2,Rural,1977,194640.1620237237
2699,5,3,Rural,2020,276824.5814302931
1026,5,2,Suburb,2007,110499.11052589715
1456,3,2,Urban,2012,135940.5243856832
1694,3,2,Suburb,1976,204143.2504792086
1709,4,2,Urban,2019,162969.8586526586
1848,4,2,Rural,1998,265168.7494063954
1948,2,1,Urban,2020,267322.2628654206
1106,5,1,Urban,1993,139966.2383407693
1443,2,2,Suburb,2007,124403.15413788744
2724,3,2,Suburb,1990,301999.60449943703
1035,3,3,Rural,1958,67728.09636866361
1596,2,1,Suburb,2017,146137.70384203663
1154,2,1,Urban,1991,116554.3254798103
2192,5,3,Suburb,2006,253620.44301741233
1795,3,3,Urban,1962,174600.80912256768
1271,2,1,Suburb,2014,145946.8146050498
2570,5,3,Rural,1998,315957.3211151864
2443,4,1,Rural,2020,263395.9336505278
2207,4,2,Urban,1977,257359.4178769814
2634,5,1,Suburb,2006,286595.15699792566
2260,2,3,Suburb,1992,285389.25272371573
2938,5,1,Suburb,1986,409278.40392183914
2532,5,2,Urban,1973,233956.2415899917
2464,2,2,Rural,2017,269139.62107440573
1980,4,1,Rural,2002,198654.51605006182
1121,5,2,Suburb,1963,135798.5998262764
2440,4,2,Urban,1959,255750.770544184
2558,5,1,Suburb,1969,246121.55992573797
2398,3,2,Urban,1991,269008.9617624255
2598,2,1,Urban,2015,333331.61640642985
2349,4,2,Suburb,1985,225040.78553436557
2503,2,3,Urban,1980,232894.73004100195
1149,4,1,Suburb,2011,65789.65442246864
1706,4,3,Urban,1993,156970.81309528498
1994,2,3,Rural,1983,278516.14684338274
2615,5,3,Urban,2001,390300.7672845677
2513,5,2,Suburb,1991,348805.52569827944
2850,3,1,Suburb,1971,321551.46489709854
1152,4,1,Suburb,2020,144462.6173971873
2040,2,3,Urban,2018,268153.74111698684
1550,4,3,Rural,2007,176524.59448180711
1844,5,2,Urban,1990,223079.18625881508
2371,2,1,Urban,2008,158110.32859025197
2482,2,1,Urban,2000,370742.2108545397
2225,4,2,Rural,2002,265805.48530861747
2446,3,1,Urban,1951,327993.021131048
1279,5,3,Urban,1975,124101.22394099631
1421,5,3,Rural,2016,180202.65533257494
2623,4,1,Urban,1997,279651.436049122
1992,4,3,Urban,1952,152935.9582473531
2488,3,1,Urban,2006,280683.1799578527
2976,5,1,Suburb,1990,353801.8214402308
2835,3,2,Rural,1967,360861.19917530206
1803,2,2,Suburb,1993,224220.6659727344
1354,2,1,Rural,2005,164262.99630955115
2605,3,3,Urban,1997,257813.9861314844
1377,3,2,Rural,1966,125722.11808875827
2147,4,3,Urban,2019,291157.2204011864
1079,5,1,Suburb,2003,195326.2996731233
2580,5,3,Urban,1964,333132.6065157007
1987,5,1,Urban,1997,186428.263492429
1232,3,3,Suburb,2018,165878.27642728933
2503,4,1,Rural,1983,207087.6456095361
1153,4,2,Suburb,1992,207805.47413154598
1906,4,2,Rural,1998,153261.0143237167
2715,3,3,Rural,2019,257061.98341667088
2432,3,3,Urban,2013,343935.0720142147
2054,4,2,Suburb,1971,258642.42676356054
2620,3,2,Rural,2010,244579.94118857113
2580,2,1,Suburb,1991,273937.18192940764
2526,5,2,Suburb,1984,389120.21463776747
1370,5,1,Suburb,2002,156033.38183919582
1322,5,2,Suburb,1998,153087.2205954621
1331,2,1,Urban,2018,92531.68429173714
1242,4,1,Urban,1971,142952.19124221423
2575,5,1,Urban,1984,286832.7965666915
1429,3,3,Rural,2019,214270.2571232241
2205,2,1,Suburb,1998,242540.97758783653
1808,4,2,Urban,1997,226673.61432502742
2496,2,2,Urban,1960,300578.1155130454
1375,5,2,Urban,1986,207382.8497481245
1080,4,1,Rural,1998,124560.98616877814
2573,5,3,Suburb,1965,280407.3525945124
2891,4,1,Suburb,2018,336817.70840438415
1419,5,3,Urban,1968,221080.8127651838
1466,4,3,Suburb,1979,227503.9984384483
2451,2,2,Rural,1980,238218.6094253398
2080,4,2,Urban,1968,206839.7343407746
2345,4,2,Suburb,2020,343005.3022163868
2565,2,1,Rural,1955,301875.5400879107
2518,4,2,Urban,1994,246837.08491992712
2289,2,2,Suburb,2011,305121.63626233273
2250,5,1,Rural,1968,117180.87811464383
1828,5,1,Suburb,1978,213058.01097377238
2982,5,3,Rural,1997,298293.13806226687
1803,4,3,Urban,1991,168443.27697555273
2077,3,1,Urban,2020,288326.8059156209
2632,3,1,Suburb,2015,305990.4478604967
2984,5,3,Urban,1999,305297.3233759105
1977,2,2,Rural,2012,333636.6868241775
1003,4,3,Rural,2011,109175.00242836797
2462,2,2,Urban,1985,276805.73887136864
2333,4,3,Urban,1959,224179.027132401
2902,2,2,Rural,2003,440910.2618984839
1602,5,3,Rural,1992,160593.2052048255
2112,3,2,Rural,1965,185202.54044164534
1319,2,3,Suburb,1998,152827.870830791
2398,5,1,Suburb,1995,357606.4726785885
2627,3,3,Suburb,1964,218176.230533592
1500,3,1,Rural,1954,119757.90993129885
2685,3,3,Urban,2018,327734.9044181026
2257,2,1,Rural,2017,169494.41708249427
2944,2,3,Suburb,2004,379489.01482912264
2360,3,3,Suburb,1957,251381.16982288146
1570,2,1,Urban,2007,172571.4258518557
1184,5,1,Rural,2003,113140.2462953339
2461,4,1,Suburb,1954,240119.62450554478
1555,3,2,Rural,1993,146829.70142171084
2203,4,3,Urban,1956,290679.2260416099
2099,3,2,Urban,1955,288978.68189843494
2679,4,2,Urban,2005,371759.4034799403
2636,3,2,Rural,1968,289856.4622879493
1892,5,2,Rural,1987,202829.74552666373
2295,3,1,Urban,2011,221162.9124677553
1054,5,1,Rural,2018,56002.43913366059
2724,3,2,Urban,1996,207053.04177493704
1862,2,2,Rural,1959,194896.24157405144
2870,4,1,Rural,2000,311424.416033921
1076,5,1,Urban,1956,121370.08976175897
1295,3,2,Urban,1965,160242.48901537014
2242,2,2,Urban,1979,360044.5147544718
2300,3,1,Rural,2011,249378.9545032045
2601,4,1,Urban,1986,326440.7373623371
2671,3,3,Suburb,1963,302152.62094765744
1745,2,3,Rural,1997,161550.72295641835
2734,3,3,Rural,1966,268890.6678222521
2289,3,3,Urban,1957,234117.83647983545
2976,5,2,Rural,1962,428265.9305918744
1899,5,1,Rural,1978,204905.29778969046
1042,3,2,Rural,2016,204066.45904099217
2384,3,3,Suburb,2021,244902.36624771118
2251,2,3,Suburb,1954,247246.7975501011
1226,3,2,Urban,2011,133642.09008733113
2086,4,2,Rural,1985,219686.81017555008
1170,5,1,Suburb,1984,138015.55832292745
1962,4,3,Urban,1999,220226.40626603784
1761,3,3,Urban,1954,239325.4134043374
1849,2,2,Urban,1962,114223.20022081722
2785,4,1,Rural,1973,422390.8073700567
1306,3,2,Urban,1974,195759.31417468196
2773,5,2,Rural,1958,222183.29111799737
1567,3,2,Urban,1973,161601.27987237793
2706,5,3,Urban,1977,320820.6826402042
2943,2,1,Rural,2003,255738.6610821676
1991,5,2,Rural,2019,124112.61431179264
1033,3,2,Suburb,1967,130042.07792958227
1826,2,1,Urban,2002,234166.64773346655
2665,5,3,Rural,2009,291723.0372227634
1129,5,2,Urban,2018,214619.59165884857
2417,4,2,Urban,1982,292805.770991861
2174,5,3,Suburb,1958,185368.41045430538
1654,3,3,Suburb,2000,117098.35806860727
1629,2,3,Urban,1996,152874.42589634992
2739,3,2,Rural,2002,366567.59474266093
2407,5,3,Urban,2018,243068.3725257751
2770,3,2,Urban,1999,184668.33597248953
2040,4,3,Rural,2010,206693.89725414893
1593,3,2,Urban,1955,187501.35421470512
2037,2,3,Rural,1990,230874.40374439498
1080,2,2,Rural,2011,283002.77309283183
2230,5,1,Rural,1978,245551.55307322947
1203,2,3,Rural,2002,108935.7184878746
2402,3,3,Suburb,1983,228337.8610491765
2807,5,1,Rural,1971,386144.24521364743
2567,3,2,Rural,1987,276153.8137861839
1022,4,1,Urban,1952,130734.18360179571
1613,3,1,Rural,2002,103521.54879623975
2185,2,2,Suburb,1997,224123.42897411954
2633,2,3,Urban,1975,265103.09453125077
1143,4,3,Suburb,1975,162392.21636275586
2953,5,3,Urban,2018,213506.46697436052
1103,2,1,Suburb,1977,150400.5136176126
2405,2,2,Urban,1969,331955.76565325423
2478,2,3,Urban,2001,246393.5867499772
2440,4,2,Rural,1986,212549.22038854528
1323,4,1,Suburb,1990,205143.44792729575
2194,2,3,Rural,2006,167956.01352543134
1575,5,1,Urban,1959,239431.67404411177
2779,2,2,Rural,2010,368679.3769584847
2606,3,3,Rural,2009,291830.01358124765
1273,3,3,Suburb,2004,168175.97442082796
1451,5,3,Rural,1952,184459.78986254445
1880,2,3,Suburb,2013,186296.1716777453
1124,5,1,Rural,2019,176440.70502284454
2406,3,1,Urban,1975,261109.53973958758
1316,2,2,Rural,1966,143253.8468251685
2866,2,3,Rural,1974,301254.9797605464
1106,3,2,Urban,2012,118703.92257329663
2683,5,1,Rural,1976,244427.73479486007
1906,5,2,Rural,1962,230193.29459791456
2486,4,1,Urban,1963,273754.3929007387
1429,4,3,Rural,1969,150972.88753920098
1703,4,2,Rural,1998,161741.4934825496
2360,5,3,Urban,1992,308514.36918479524
2761,2,1,Urban,2002,307656.121446616
2777,2,2,Urban,1956,229057.9877652402
2519,4,2,Urban,1972,242943.2713097995
1971,5,3,Urban,2012,338632.3857217217
1361,4,3,Rural,1974,105404.22198506151
1795,5,3,Suburb,1951,172269.7134282291
1431,5,2,Urban,2010,151166.93038525237
1674,4,1,Rural,1972,252806.57607588987
2543,2,3,Urban,1980,348855.535523366
1858,2,3,Suburb,1962,138549.75432244653
2429,5,1,Urban,2003,195778.89604004647
2013,3,2,Urban,1988,198139.88356070488
2400,3,2,Suburb,1960,261080.10040050908
2175,3,1,Rural,2015,325416.58124571113
2345,4,3,Rural,1979,204343.6408065221
2630,2,2,Rural,2014,340157.4105234837
2237,3,3,Urban,1960,274590.45766265865
1575,3,3,Rural,2001,213383.84207375595
2088,3,1,Urban,2007,252848.19360734013
1892,3,2,Urban,1963,250329.6206045669
1269,4,1,Suburb,2013,202387.01532976434
2560,2,2,Suburb,1958,267313.0825060057
2123,2,3,Urban,1997,182150.07873061064
2128,2,3,Urban,1950,292774.2445552284
2154,3,2,Urban,1989,191349.95057434967
2412,5,2,Suburb,2007,260527.3808862515
2344,4,3,Urban,2011,259444.9119791332
1437,4,3,Rural,2019,193471.54046984034
2042,4,1,Rural,2007,254734.06469603922
1224,2,3,Rural,1986,102628.7284235548
2641,2,3,Urban,1996,370816.37765170936
2589,4,2,Urban,1983,359468.13597781106
1989,3,1,Rural,1968,228030.12674957153
1459,5,1,Suburb,2014,172176.3028851727
1393,2,2,Rural,2008,114812.25755307582
2249,2,2,Suburb,1951,239402.20034491108
1911,3,1,Urban,1968,211044.71784044302
2383,3,2,Rural,1996,169955.94507591872
2453,2,2,Urban,1976,305464.1202098519
2948,3,1,Urban,1957,426840.39930307074
1014,3,2,Urban,2017,102426.00613954848
1559,3,2,Urban,1986,179744.71745809898
2674,5,1,Suburb,1972,354433.9306600843
2003,5,1,Urban,2018,182934.18328275604
2569,5,2,Suburb,2003,190068.76011548005
2955,3,3,Rural,1963,313959.4331834167
1413,3,3,Urban,1993,212666.37716703914
2378,5,2,Urban,1977,238404.36613989767
2480,5,2,Rural,1955,251641.07077768334
2745,4,3,Suburb,1964,237869.8609984084
2554,2,1,Rural,1990,170670.84327738782
1998,5,3,Rural,2017,277463.70148315874
2219,4,3,Rural,1986,361605.9358177593
2861,4,1,Rural,2006,375288.873541712
1114,5,2,Suburb,2014,161986.80249984303
2440,4,1,Urban,1954,239603.15627707582
2375,5,2,Urban,1979,330741.01754869975
1975,2,2,Suburb,2014,239028.34486164054
2098,2,3,Rural,1968,174016.2826616389
2685,2,1,Suburb,1977,206604.95954559883
1035,5,2,Suburb,1973,73589.52591343701
1241,4,1,Urban,2021,136152.45187507037
2686,5,2,Urban,1960,326815.92124393414
1062,2,1,Rural,1959,150120.8673495293
1665,4,1,Suburb,2002,155176.20359188944
1508,3,2,Urban,1955,173861.43134274008
1187,2,1,Urban,2013,177319.18479008024
1734,5,2,Rural,1964,217794.29923353475
1092,5,2,Suburb,1975,103836.81606319215
1004,5,1,Rural,1970,80593.19509219963
2461,3,3,Suburb,2009,176385.02099853702
2189,4,1,Suburb,1980,191694.24600445374
2469,5,2,Rural,1960,282968.96729603177
1024,5,2,Suburb,1958,149400.17970397256
1507,5,2,Urban,1956,274691.7667082581
1097,2,1,Rural,1986,162596.97563460114
2291,2,3,Urban,1976,279534.2394133135
1661,3,3,Rural,1953,209431.1978367104
2416,4,2,Urban,2000,195731.39710419741
2787,4,2,Urban,2000,215504.18286187068
2619,5,3,Suburb,1971,370979.6386027185
2308,5,2,Rural,1956,214451.5083603596
1683,2,2,Suburb,1956,256803.2598256201
2756,2,2,Suburb,1997,242859.15510410166
2132,2,2,Rural,1956,287172.8045348999
1026,2,3,Rural,1953,141758.60550392518
2781,5,3,Rural,1973,387570.47638072836
1054,2,3,Urban,2000,27010.313508235457
2156,4,1,Urban,1968,287768.12236185325
2075,2,3,Suburb,1961,133730.6237750995
2516,3,2,Rural,2010,290383.9708458203
2788,2,1,Suburb,1953,273603.87470276735
1780,5,2,Suburb,1997,259323.26903719082
1297,5,2,Rural,2011,149950.10938276618
2422,5,1,Suburb,1981,232390.34153756662
2614,2,2,Urban,1993,277365.1676051867
2041,4,2,Rural,1991,196578.55952926094
1817,5,1,Rural,1993,195872.25951899856
2793,4,3,Urban,2014,288704.6971336395
1854,5,2,Rural,1996,158162.97185975965
2642,5,3,Rural,1956,341975.28787249245
2932,4,2,Urban,2012,296342.1704945788
2987,3,2,Suburb,1983,333517.876505995
1558,5,2,Suburb,1996,225511.92046079223
2269,4,1,Urban,1974,215109.4370744259
1502,5,3,Urban,2017,218398.45322491985
2112,2,2,Suburb,1989,213118.8212047837
1202,4,3,Urban,1959,133944.4411875359
1945,5,2,Rural,1955,260383.3237536857
1239,3,1,Suburb,1981,145726.93584206997
1489,2,3,Urban,1980,174384.33607717685
2803,5,1,Rural,1975,350515.02753292216
2036,2,3,Urban,1992,218523.9217148968
1648,3,3,Urban,1974,222590.242268601
2338,4,3,Suburb,2020,234001.96644296133
1684,5,2,Urban,2016,223503.88172989863
2765,4,1,Rural,1954,299780.78363039147
2221,5,2,Urban,1993,283750.5730098759
1242,5,2,Suburb,2020,66857.67526954258
1506,4,1,Rural,2014,197431.38774009474
2066,4,3,Suburb,2011,259597.85198125144
2353,5,1,Suburb,1993,290927.8696827932
2814,3,2,Suburb,2021,338913.0781668098
2614,3,2,Urban,1998,257664.89152594685
2452,5,3,Urban,1967,253345.28301251284
2814,4,2,Urban,1979,266295.08922482305
2767,3,2,Rural,1960,239809.8215136035
1612,5,2,Suburb,1964,251253.00278465738
1161,2,2,Rural,1998,132719.86045309473
1655,5,2,Urban,1982,272385.6212569871
1958,4,2,Rural,1999,196378.4750285309
1620,5,1,Suburb,1963,146165.69808345503
2458,2,2,Rural,1978,211183.22383769482
2256,2,3,Rural,1997,351405.8316996047
1110,5,3,Rural,2008,50290.21313006936
2951,2,1,Urban,1967,331076.763043687
1933,5,2,Urban,2012,202142.2124804542
2255,4,1,Suburb,1974,119613.5126681255
2975,4,1,Suburb,1963,273662.818328126
1749,4,3,Urban,2011,163510.6358052254
1708,3,3,Urban,1986,180216.85299055852
1272,5,1,Rural,1981,155240.52129498986
2621,4,2,Rural,2009,221685.9098922186
1806,5,3,Urban,2004,193897.87695698664
1040,2,2,Rural,1999,71016.63065842565
1559,4,2,Suburb,2008,191335.32364734763
1465,3,1,Urban,1957,189935.29946712777
2947,4,1,Rural,1975,307539.9557042544
2100,3,2,Suburb,1953,282265.0790331766
2713,2,3,Urban,2009,263513.42357391765
1489,5,3,Urban,1962,137881.1844540988
2792,2,3,Urban,1974,349496.7766029393
1116,2,3,Rural,2010,110522.40554325457
1433,2,2,Rural,1975,89640.01684217075
2042,2,3,Urban,2000,206820.9628683049
1993,2,3,Urban,1965,211705.24799422623
2594,5,1,Rural,1958,240713.18569254747
1195,3,3,Rural,1993,158786.2614649611
1618,2,1,Rural,1980,240879.93883482617
2474,4,3,Urban,1972,207466.26662836294
1424,3,1,Rural,1986,185062.0564995769
2417,3,2,Urban,2002,361200.16038991127
2307,4,3,Urban,1952,277447.91780520807
1033,4,1,Urban,1972,101717.88006039441
1294,4,3,Suburb,1992,187497.7037534954
2006,4,2,Urban,2020,175521.6470219778
2274,4,2,Urban,2015,227072.6406838743
2661,2,2,Urban,2008,334629.65714473824
1338,3,2,Rural,2013,208784.78119913454
1617,4,3,Rural,1965,166360.1125477585
2463,4,2,Suburb,1968,308844.77012735046
1179,5,3,Urban,1987,242450.47457403893
1621,3,2,Rural,1951,209920.76380184805
2251,3,3,Suburb,1972,157701.5746430781
2656,2,2,Suburb,2002,270336.66734329343
1618,3,2,Urban,1951,191385.3386173842
1642,4,1,Urban,2006,124936.25881208136
1022,5,2,Rural,1982,133231.7426724452
2680,3,3,Urban,1995,293669.811170477
2350,5,1,Rural,1999,266383.36848169356
2177,4,2,Urban,2011,218280.4817774201
1618,5,2,Rural,1972,134690.37690113767
2169,3,1,Suburb,1981,238870.93552209597
1251,3,3,Suburb,1995,112502.96904243442
1301,2,1,Suburb,1972,187485.84624037912
2093,4,1,Suburb,1962,279190.01285842416
2566,2,2,Urban,1961,283146.6072119229
2116,2,3,Suburb,1968,278724.7675990865
2672,4,3,Suburb,1952,342146.0192358589
2909,3,1,Rural,1967,355278.24504092726
1162,5,1,Rural,1953,157375.66884568118
2104,2,2,Urban,1964,169781.78472883423
2851,3,2,Urban,1965,342110.3451325383
2611,3,1,Rural,1976,315898.25939441426
2086,2,1,Rural,1971,188707.21272052414
1611,2,3,Urban,2010,178099.4785317925
2459,2,1,Rural,1971,362531.39576495136
2071,3,2,Suburb,2010,281421.5328497413
1444,4,1,Urban,2004,215872.2500108357
2943,4,3,Rural,1997,342531.1345460792
1073,2,3,Urban,2001,42998.374989978125
1825,5,3,Rural,2014,240577.2004819922
2727,3,3,Urban,1953,245766.9663163894
1541,5,3,Suburb,2007,177641.38605393813
1156,2,2,Suburb,1998,176559.44339127018
2510,3,3,Rural,2005,356903.8266268685
2289,4,2,Suburb,1965,133701.24002438766
1255,4,2,Suburb,1994,205619.636869078
2062,5,3,Rural,1996,182162.9178828974
2078,2,3,Suburb,2011,131146.00618174177
2051,5,2,Rural,1970,179851.91888266115
2937,2,2,Rural,1972,332994.20959069836
1936,4,3,Suburb,1969,218328.52785662413
1117,3,2,Urban,2018,119088.50739620649
1369,4,1,Urban,1981,180693.82133689057
1208,5,1,Rural,1968,100635.17413553287
1586,3,2,Rural,1973,186234.77646895294
2600,2,2,Rural,1960,274915.36046775733
1848,4,2,Urban,1966,274279.47486502765
2891,2,1,Suburb,1979,340880.1890984592
2635,4,2,Rural,1995,271421.5231916659
2581,2,3,Suburb,1984,311549.635515569
1315,4,1,Urban,1964,204282.12476649592
2416,4,2,Suburb,2020,252308.9156635887
2964,2,1,Rural,1951,395018.16591246054
1443,4,1,Rural,1952,254038.97572274547
2691,4,1,Rural,1998,261936.66351949336
2775,4,3,Rural,2000,300479.4506091908
2888,5,3,Suburb,1983,371060.5593296417
2282,4,3,Rural,2020,289454.5508232122
2970,2,1,Urban,1999,349531.83230059326
2671,2,2,Urban,1950,315432.40014477825
2905,5,1,Suburb,2014,350462.94343669346
2221,4,2,Rural,1978,237750.65219380002
2722,5,2,Suburb,1954,333678.08197008964
1627,5,3,Rural,2016,227498.47110598988
1444,4,2,Urban,2009,157260.86014334223
1569,2,2,Suburb,1979,99778.0503862086
1581,4,3,Urban,2014,185053.5739250511
1604,5,2,Suburb,1966,139689.1754677262
1740,3,3,Urban,1988,169399.98406184738
1907,5,1,Urban,2004,217648.50213215742
1648,2,2,Rural,1953,146881.98916186238
2640,4,3,Urban,1989,308881.1031504867
1304,3,1,Urban,2001,73563.64457420835
1338,5,1,Suburb,2015,242006.2076325146
1528,5,3,Suburb,2004,67356.26467937585
1053,5,2,Rural,2001,68373.53866310226
2135,4,2,Suburb,1961,221597.04707948057
1683,4,2,Suburb,1955,94989.96106615275
2951,5,2,Suburb,2010,256406.34996122288
1418,4,3,Suburb,1990,258420.3454218664
2997,3,1,Suburb,2010,322241.4993688415
1304,3,2,Rural,2003,87087.40929395199
2461,2,3,Rural,1993,238926.40363796594
2679,4,3,Suburb,1982,308012.33497161826
1084,4,2,Urban,1994,41000.26310054862
2547,5,2,Rural,1979,168915.77885083176
1251,3,1,Suburb,1959,170418.4617898108
2751,4,3,Urban,1957,286125.42553411855
1125,4,3,Urban,1972,137851.80287211708
1609,4,1,Rural,1953,173427.5889229997
2927,5,2,Urban,2002,345043.7713469931
2428,3,2,Urban,1982,252123.61298107327
1303,4,2,Suburb,2017,155597.22718748683
2927,4,2,Suburb,1964,295459.9991471919
2051,5,1,Suburb,1961,258831.49652201313
1847,2,3,Suburb,1969,190755.5012924388
2289,5,2,Suburb,2011,267108.57713462604
2075,4,1,Suburb,1984,301251.83947736764
1654,3,1,Urban,1980,250970.17814108433
1643,3,3,Suburb,2005,143349.5466223868
1857,4,1,Urban,2020,195979.33483011555
1510,2,3,Suburb,1992,206627.89339555748
1206,5,2,Rural,2013,223231.13800311336
1573,4,3,Urban,1981,140779.09610005247
1874,4,2,Suburb,1976,290354.75670349324
1510,4,2,Urban,1972,222314.43462659465
2667,5,2,Urban,1993,254608.8313304262
2576,3,1,Suburb,1984,292123.75061530975
1200,5,1,Suburb,1987,163089.8719481729
2634,4,1,Urban,1998,249539.78562817638
1822,3,2,Suburb,1999,234374.54241647327
2307,2,1,Rural,1953,229984.95407319922
