Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient
Pokedex Dataset,Height_m,Weight_kg,HP,"{""coefficient"": 0.58144, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Catch_Rate,Total,HP,"{""coefficient"": -0.64018, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Sp_Def,Total,Attack,"{""coefficient"": 0.80704, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Weight_kg,Height_m,Attack,"{""coefficient"": 0.58263, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Sp_Atk,Total,Defense,"{""coefficient"": 0.77145, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Sp_Def,Total,Defense,"{""coefficient"": 0.59363, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Height_m,Weight_kg,Defense,"{""coefficient"": 0.59907, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Catch_Rate,Total,Defense,"{""coefficient"": -0.66194, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Sp_Def,Total,Sp_Atk,"{""coefficient"": 0.58257, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Weight_kg,Height_m,Sp_Atk,"{""coefficient"": 0.6269, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Speed,Total,Sp_Def,"{""coefficient"": 0.55792, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Weight_kg,Height_m,Sp_Def,"{""coefficient"": 0.62258, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Height_m,Weight_kg,Speed,"{""coefficient"": 0.65753, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Weight_kg,Height_m,Speed,"{""coefficient"": 0.65753, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Height_m,Weight_kg,Pr_Male,"{""coefficient"": 0.63025, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Catch_Rate,Total,Pr_Male,"{""coefficient"": -0.71816, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Pokedex Dataset,Catch_Rate,Total,Weight_kg,"{""coefficient"": -0.68931, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,JUL,ANU,JAN,"{""coefficient"": 0.50711, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,JUN,JAN,"{""coefficient"": 0.59883, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,SEP,JAN,"{""coefficient"": 0.55704, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,JUL,ANU,FEB,"{""coefficient"": 0.51143, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,JUN,FEB,"{""coefficient"": 0.56667, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,SEP,FEB,"{""coefficient"": 0.56958, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,SEP,ANU,MAR,"{""coefficient"": 0.50284, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,SEP,MAR,"{""coefficient"": 0.50284, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,JUL,ANU,APR,"{""coefficient"": 0.52553, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,JUN,APR,"{""coefficient"": 0.55025, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,SEP,APR,"{""coefficient"": 0.54198, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,SEP,ANU,MAY,"{""coefficient"": 0.57132, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,SEP,MAY,"{""coefficient"": 0.57132, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,AUG,ANU,JUN,"{""coefficient"": 0.54024, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,JUL,JUN,"{""coefficient"": 0.53116, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,AUG,ANU,JUL,"{""coefficient"": 0.53864, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,AUG,JUL,"{""coefficient"": 0.53864, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,JUL,AUG,"{""coefficient"": 0.5317, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,SEP,OCT,"{""coefficient"": 0.54176, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,AUG,NOV,"{""coefficient"": 0.52653, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,JUN,DEC,"{""coefficient"": 0.60406, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Rainfall Dataset of Barak Velly,ANU,AUG,DEC,"{""coefficient"": 0.50927, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,X4 number of convenience stores,X2 house age,"{""coefficient"": -0.60473, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Real Estate Valuation Dataset,X4 number of convenience stores,X3 distance to the nearest MRT station,X2 house age,"{""coefficient"": -0.60473, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Real Estate Valuation Dataset,Y house price of unit area,X3 distance to the nearest MRT station,X2 house age,"{""coefficient"": -0.68377, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Real Estate Valuation Dataset,Y house price of unit area,X3 distance to the nearest MRT station,X4 number of convenience stores,"{""coefficient"": -0.50301, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Salary Dataset by Job Title and Country,Salary,Years of Experience,Age,"{""coefficient"": 0.53744, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,Fedu,Medu,age,"{""coefficient"": 0.64287, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,Walc,Dalc,age,"{""coefficient"": 0.61278, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,age,"{""coefficient"": 0.82507, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,age,"{""coefficient"": 0.91761, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,age,"{""coefficient"": 0.91761, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,Walc,Dalc,Medu,"{""coefficient"": 0.61656, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,Medu,"{""coefficient"": 0.81499, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,Medu,"{""coefficient"": 0.91333, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,Medu,"{""coefficient"": 0.91333, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,Walc,Dalc,Fedu,"{""coefficient"": 0.61702, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,Fedu,"{""coefficient"": 0.81802, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,Fedu,"{""coefficient"": 0.91456, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,Fedu,"{""coefficient"": 0.91456, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,Walc,Dalc,traveltime,"{""coefficient"": 0.61492, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,traveltime,"{""coefficient"": 0.82323, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,traveltime,"{""coefficient"": 0.91727, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,traveltime,"{""coefficient"": 0.91727, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,Walc,Dalc,studytime,"{""coefficient"": 0.60681, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,studytime,"{""coefficient"": 0.81434, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,studytime,"{""coefficient"": 0.91339, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,studytime,"{""coefficient"": 0.91339, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,Walc,Dalc,failures,"{""coefficient"": 0.61337, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,failures,"{""coefficient"": 0.79553, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,failures,"{""coefficient"": 0.90401, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,failures,"{""coefficient"": 0.90401, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,Walc,Dalc,famrel,"{""coefficient"": 0.61392, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,famrel,"{""coefficient"": 0.82594, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,famrel,"{""coefficient"": 0.9184, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,famrel,"{""coefficient"": 0.9184, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,Walc,Dalc,freetime,"{""coefficient"": 0.61146, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,freetime,"{""coefficient"": 0.82469, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,freetime,"{""coefficient"": 0.91759, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,freetime,"{""coefficient"": 0.91759, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,Walc,Dalc,goout,"{""coefficient"": 0.58357, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,goout,"{""coefficient"": 0.82533, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,goout,"{""coefficient"": 0.91801, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,goout,"{""coefficient"": 0.91801, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,Dalc,"{""coefficient"": 0.8192, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,Dalc,"{""coefficient"": 0.91538, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,Dalc,"{""coefficient"": 0.91538, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,Walc,"{""coefficient"": 0.82167, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,Walc,"{""coefficient"": 0.91617, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,Walc,"{""coefficient"": 0.91617, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,health,"{""coefficient"": 0.82643, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,health,"{""coefficient"": 0.91801, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,health,"{""coefficient"": 0.91801, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G1,G3,absences,"{""coefficient"": 0.82534, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G2,G3,absences,"{""coefficient"": 0.91813, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,absences,"{""coefficient"": 0.91813, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Student Performance Prediction Dataset,G3,G2,G1,"{""coefficient"": 0.72103, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Students Math-Reading-Writing Performance Dataset,writing score,reading score,math score,"{""coefficient"": 0.86875, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorism deaths,Death Age: 51-99 ,Terrorist attacks,"{""coefficient"": 0.72077, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorism deaths,Death Age : 11-20 ,Terrorist attacks,"{""coefficient"": 0.84063, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorism deaths,Terrorist Death Type : Killed,Terrorist attacks,"{""coefficient"": 0.89728, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Death Age :  1-5,Terrorist attacks,"{""coefficient"": -0.52893, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Bombing/Explosion,Terrorist attacks,"{""coefficient"": -0.63298, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Hostage Taking (Kidnapping),Terrorist attacks,"{""coefficient"": -0.51385, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Terrorism deaths,Terrorist attacks,"{""coefficient"": 0.73639, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Death Age : 21-50 ,Terrorist attacks,"{""coefficient"": 0.63399, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorism deaths,Terrorist attacks,"{""coefficient"": 0.72077, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 21-50 ,Terrorist attacks,"{""coefficient"": 0.72823, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Killed,Terrorist attacks,"{""coefficient"": 0.6194, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age 100+,Terrorist attacks,"{""coefficient"": 0.63399, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age : 11-20 ,Terrorist attacks,"{""coefficient"": 0.83049, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorist Death Type : Killed,Terrorist attacks,"{""coefficient"": 0.77875, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Death Age: 51-99 ,Terrorist attacks,"{""coefficient"": 0.55647, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 11-20 ,Death Age : 6-10 ,Terrorist attacks,"{""coefficient"": 0.75513, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorism deaths,Terrorist attacks,"{""coefficient"": 0.74508, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Death Age : 11-20 ,Terrorist attacks,"{""coefficient"": 0.75513, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Facility/Infrastructure Attack,Terrorist attacks,"{""coefficient"": -0.52893, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age 100+,Terrorist attacks,"{""coefficient"": 0.65953, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 21-50 ,Terrorist attacks,"{""coefficient"": 0.77875, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 6-10 ,Terrorist attacks,"{""coefficient"": 0.80023, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist attacks,Terrorism deaths,"{""coefficient"": 0.64775, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Assassination,Terrorism deaths,"{""coefficient"": 0.51228, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist attacks,Terrorism deaths,"{""coefficient"": 0.5805, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,Terrorism deaths,"{""coefficient"": 0.51258, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Facility/Infrastructure Attack,Terrorism deaths,"{""coefficient"": 0.61366, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age :  1-5,Terrorism deaths,"{""coefficient"": 0.58086, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age :  1-5,Terrorism deaths,"{""coefficient"": 0.80197, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Death Age : 6-10 ,Terrorism deaths,"{""coefficient"": -0.61745, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 6-10 ,Terrorism deaths,"{""coefficient"": -0.53606, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 21-50 ,Death Age :  1-5,Terrorism deaths,"{""coefficient"": -0.55188, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age : 6-10 ,Death Age: 51-99 ,Terrorism deaths,"{""coefficient"": -0.53606, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Armed Assault,Terrorism deaths,"{""coefficient"": 0.58086, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Death Age 100+,Terrorism deaths,"{""coefficient"": -0.67267, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age :  1-5,Death Age : 21-50 ,Terrorism deaths,"{""coefficient"": -0.55188, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorist Death Type : Suicide,Terrorism deaths,"{""coefficient"": 0.98846, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorism deaths,Attack method: Hijacking,"{""coefficient"": 0.54747, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Assassination,Attack method: Hijacking,"{""coefficient"": 0.57501, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Bombing/Explosion,Attack method: Hijacking,"{""coefficient"": 0.62847, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Death Age : 6-10 ,Attack method: Hijacking,"{""coefficient"": 0.57779, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Killed,Attack method: Hijacking,"{""coefficient"": 0.55483, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorism deaths,Attack method: Hijacking,"{""coefficient"": 0.85315, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Armed Assault,Attack method: Hijacking,"{""coefficient"": 0.8469, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age: 51-99 ,Attack method: Hijacking,"{""coefficient"": 0.61288, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age : 11-20 ,Attack method: Hijacking,"{""coefficient"": 0.8179, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age :  1-5,Attack method: Hijacking,"{""coefficient"": 0.85212, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Killed,Attack method: Hijacking,"{""coefficient"": 0.8366, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Terrorism deaths,Attack method: Hijacking,"{""coefficient"": 0.51631, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,Attack method: Hijacking,"{""coefficient"": 0.6459, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 11-20 ,Attack method: Hijacking,"{""coefficient"": 0.51761, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Assassination,Death Age :  1-5,Attack method: Hijacking,"{""coefficient"": 0.63198, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist attacks,Attack method: Hijacking,"{""coefficient"": 0.93065, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Facility/Infrastructure Attack,Attack method: Hijacking,"{""coefficient"": 0.71665, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Assassination,Attack method: Hijacking,"{""coefficient"": 0.6459, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age: 51-99 ,Attack method: Hijacking,"{""coefficient"": 0.59567, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 11-20 ,Attack method: Hijacking,"{""coefficient"": 0.80735, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age :  1-5,Attack method: Hijacking,"{""coefficient"": 0.90987, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,Attack method: Hijacking,"{""coefficient"": 0.8696, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorism deaths,Attack method: Hijacking,"{""coefficient"": 0.85827, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Hostage Taking (Kidnapping),Attack method: Hijacking,"{""coefficient"": 0.77142, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Armed Assault,Attack method: Hijacking,"{""coefficient"": 0.84279, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 21-50 ,Attack method: Hijacking,"{""coefficient"": 0.7312, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 6-10 ,Attack method: Hijacking,"{""coefficient"": 0.81772, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,Attack method: Hijacking,"{""coefficient"": 0.78251, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Terrorism deaths,Attack method: Hijacking,"{""coefficient"": 0.66137, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Death Age : 21-50 ,Attack method: Hijacking,"{""coefficient"": 0.67486, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Suicide,Attack method: Hijacking,"{""coefficient"": 0.53282, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist attacks,Attack method: Hijacking,"{""coefficient"": 0.5912, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Attack method: Hostage Taking (Kidnapping),Attack method: Hijacking,"{""coefficient"": 0.61288, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Attack method: Bombing/Explosion,Attack method: Hijacking,"{""coefficient"": 0.56529, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Terrorist Attacks Dataset,Death Age: 51-99 ,Death Age : 21-50 ,Attack method: Hijacking,"{""coefficient"": 0.82386, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
