Dataset Name,Column,Mean,Median,Mode,Range,Quartile,Standard Deviation,Skewness,Kurtosis
Green House Gas Produce by Different Industry,Country,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Advanced Economies""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Green House Gas Produce by Different Industry,ISO3,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""AETMP""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Green House Gas Produce by Different Industry,Industry,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Manufacturing""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Green House Gas Produce by Different Industry,Gas_Type,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Carbon dioxide""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Green House Gas Produce by Different Industry,F2010,"{""conclusion"": ""787.16202""}","{""conclusion"": ""41.15801""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""46242.32903""}","{""conclusion"": ""\""{'Min': -4.44e-15, 'Q1': 3.392095501, 'Median': 41.158009215, 'Q3': 357.759726025, 'Max': 46242.32903}\""""}","{""conclusion"": ""2984.95494""}","{""conclusion"": ""8.65387""}","{""conclusion"": ""95.75679""}"
Green House Gas Produce by Different Industry,F2011,"{""conclusion"": ""808.76425""}","{""conclusion"": ""41.53315""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""47608.96992""}","{""conclusion"": ""\""{'Min': -9.38e-15, 'Q1': 3.359106966, 'Median': 41.533154745000004, 'Q3': 360.07483495, 'Max': 47608.96992}\""""}","{""conclusion"": ""3093.33045""}","{""conclusion"": ""8.64989""}","{""conclusion"": ""95.12224""}"
Green House Gas Produce by Different Industry,F2012,"{""conclusion"": ""819.28809""}","{""conclusion"": ""42.87393""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""48322.776""}","{""conclusion"": ""\""{'Min': -5.88e-15, 'Q1': 3.506532721, 'Median': 42.873933550000004, 'Q3': 366.029779125, 'Max': 48322.776}\""""}","{""conclusion"": ""3145.44783""}","{""conclusion"": ""8.66735""}","{""conclusion"": ""95.18447""}"
Green House Gas Produce by Different Industry,F2013,"{""conclusion"": ""832.85785""}","{""conclusion"": ""43.64143""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""49127.9073""}","{""conclusion"": ""\""{'Min': -9.1e-15, 'Q1': 3.6093777035, 'Median': 43.64142855, 'Q3': 368.630696075, 'Max': 49127.9073}\""""}","{""conclusion"": ""3205.73472""}","{""conclusion"": ""8.66084""}","{""conclusion"": ""94.84172""}"
Green House Gas Produce by Different Industry,F2014,"{""conclusion"": ""839.90731""}","{""conclusion"": ""43.9328""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""49605.94193""}","{""conclusion"": ""\""{'Min': -1.55e-15, 'Q1': 3.6368592502499997, 'Median': 43.93279973, 'Q3': 378.512237375, 'Max': 49605.94193}\""""}","{""conclusion"": ""3239.55741""}","{""conclusion"": ""8.67745""}","{""conclusion"": ""95.00635""}"
Green House Gas Produce by Different Industry,F2015,"{""conclusion"": ""835.74628""}","{""conclusion"": ""43.45641""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""49397.93564""}","{""conclusion"": ""\""{'Min': -3.55e-15, 'Q1': 3.57170591075, 'Median': 43.456412935, 'Q3': 379.804253225, 'Max': 49397.93564}\""""}","{""conclusion"": ""3217.71274""}","{""conclusion"": ""8.71346""}","{""conclusion"": ""95.77956""}"
Green House Gas Produce by Different Industry,F2016,"{""conclusion"": ""824.44199""}","{""conclusion"": ""43.88413""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""48827.20859""}","{""conclusion"": ""\""{'Min': -1.95e-14, 'Q1': 3.656091682, 'Median': 43.884129724999994, 'Q3': 378.04180502500003, 'Max': 48827.20859}\""""}","{""conclusion"": ""3169.20713""}","{""conclusion"": ""8.75891""}","{""conclusion"": ""96.78075""}"
Green House Gas Produce by Different Industry,F2017,"{""conclusion"": ""837.38278""}","{""conclusion"": ""45.22914""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""49657.51673""}","{""conclusion"": ""\""{'Min': -1.78e-15, 'Q1': 3.6956616245, 'Median': 45.229141604999995, 'Q3': 385.30316455, 'Max': 49657.51673}\""""}","{""conclusion"": ""3227.31905""}","{""conclusion"": ""8.77185""}","{""conclusion"": ""96.84902""}"
Green House Gas Produce by Different Industry,F2018,"{""conclusion"": ""856.64632""}","{""conclusion"": ""46.78409""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""50820.32658""}","{""conclusion"": ""\""{'Min': -3.11e-15, 'Q1': 3.6672687670000004, 'Median': 46.78409126, 'Q3': 388.600948325, 'Max': 50820.32658}\""""}","{""conclusion"": ""3313.62909""}","{""conclusion"": ""8.76529""}","{""conclusion"": ""96.47501""}"
Green House Gas Produce by Different Industry,F2019,"{""conclusion"": ""857.24901""}","{""conclusion"": ""46.22857""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""50924.68238""}","{""conclusion"": ""\""{'Min': -1.78e-15, 'Q1': 3.791644915, 'Median': 46.228574765000005, 'Q3': 388.2763276, 'Max': 50924.68238}\""""}","{""conclusion"": ""3323.96846""}","{""conclusion"": ""8.77576""}","{""conclusion"": ""96.52783""}"
Green House Gas Produce by Different Industry,F2020,"{""conclusion"": ""823.34697""}","{""conclusion"": ""45.59083""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""49036.07181""}","{""conclusion"": ""\""{'Min': -5.77e-15, 'Q1': 3.4798298487499997, 'Median': 45.590829170000006, 'Q3': 360.49052992500003, 'Max': 49036.07181}\""""}","{""conclusion"": ""3213.4316""}","{""conclusion"": ""8.76456""}","{""conclusion"": ""95.94746""}"
Green House Gas Produce by Different Industry,F2021,"{""conclusion"": ""861.22648""}","{""conclusion"": ""47.25835""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""51281.23391""}","{""conclusion"": ""\""{'Min': -8.88e-15, 'Q1': 3.6261566065000004, 'Median': 47.25835277, 'Q3': 375.92500240000004, 'Max': 51281.23391}\""""}","{""conclusion"": ""3375.78729""}","{""conclusion"": ""8.74929""}","{""conclusion"": ""95.36236""}"
Green House Gas Produce by Different Industry,F2022,"{""conclusion"": ""872.69902""}","{""conclusion"": ""48.66689""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""51960.16701""}","{""conclusion"": ""\""{'Min': -7.11e-15, 'Q1': 3.68751559225, 'Median': 48.66688804, 'Q3': 378.058856975, 'Max': 51960.16701}\""""}","{""conclusion"": ""3417.56775""}","{""conclusion"": ""8.76338""}","{""conclusion"": ""95.67425""}"
Heart Failure Prediction Dataset,Age,"{""conclusion"": ""53.51089""}","{""conclusion"": ""54.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""49.0""}","{""conclusion"": ""\""{'Min': 28.0, 'Q1': 47.0, 'Median': 54.0, 'Q3': 60.0, 'Max': 77.0}\""""}","{""conclusion"": ""9.42748""}","{""conclusion"": ""-0.19593""}","{""conclusion"": ""-0.38614""}"
Heart Failure Prediction Dataset,Sex,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""M""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Heart Failure Prediction Dataset,ChestPainType,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""ASY""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Heart Failure Prediction Dataset,RestingBP,"{""conclusion"": ""132.39651""}","{""conclusion"": ""130.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""200.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 120.0, 'Median': 130.0, 'Q3': 140.0, 'Max': 200.0}\""""}","{""conclusion"": ""18.50407""}","{""conclusion"": ""0.17984""}","{""conclusion"": ""3.27125""}"
Heart Failure Prediction Dataset,Cholesterol,"{""conclusion"": ""198.79956""}","{""conclusion"": ""223.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""603""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 173.25, 'Median': 223.0, 'Q3': 267.0, 'Max': 603.0}\""""}","{""conclusion"": ""109.32455""}","{""conclusion"": ""-0.61009""}","{""conclusion"": ""0.11821""}"
Heart Failure Prediction Dataset,FastingBS,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Heart Failure Prediction Dataset,RestingECG,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Normal""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Heart Failure Prediction Dataset,MaxHR,"{""conclusion"": ""136.80937""}","{""conclusion"": ""138.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""142.0""}","{""conclusion"": ""\""{'Min': 60.0, 'Q1': 120.0, 'Median': 138.0, 'Q3': 156.0, 'Max': 202.0}\""""}","{""conclusion"": ""25.44646""}","{""conclusion"": ""-0.14436""}","{""conclusion"": ""-0.44825""}"
Heart Failure Prediction Dataset,ExerciseAngina,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""N""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Heart Failure Prediction Dataset,Oldpeak,"{""conclusion"": ""0.88736""}","{""conclusion"": ""0.6""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""8.8""}","{""conclusion"": ""\""{'Min': -2.6, 'Q1': 0.0, 'Median': 0.6, 'Q3': 1.5, 'Max': 6.2}\""""}","{""conclusion"": ""1.06599""}","{""conclusion"": ""1.02287""}","{""conclusion"": ""1.20306""}"
Heart Failure Prediction Dataset,ST_Slope,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Flat""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Heart Failure Prediction Dataset,HeartDisease,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Housing Price Dataset,SquareFeet,"{""conclusion"": ""2006.37468""}","{""conclusion"": ""2007.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1999.0""}","{""conclusion"": ""\""{'Min': 1000.0, 'Q1': 1513.0, 'Median': 2007.0, 'Q3': 2506.0, 'Max': 2999.0}\""""}","{""conclusion"": ""575.50749""}","{""conclusion"": ""-0.01116""}","{""conclusion"": ""-1.18993""}"
Housing Price Dataset,Bedrooms,"{""conclusion"": ""3.4987""}","{""conclusion"": ""3.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""3.0""}","{""conclusion"": ""\""{'Min': 2.0, 'Q1': 3.0, 'Median': 3.0, 'Q3': 4.0, 'Max': 5.0}\""""}","{""conclusion"": ""1.11631""}","{""conclusion"": ""0.00464""}","{""conclusion"": ""-1.35606""}"
Housing Price Dataset,Bathrooms,"{""conclusion"": ""1.99542""}","{""conclusion"": ""2.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""2.0""}","{""conclusion"": ""\""{'Min': 1.0, 'Q1': 1.0, 'Median': 2.0, 'Q3': 3.0, 'Max': 3.0}\""""}","{""conclusion"": ""0.81584""}","{""conclusion"": ""0.00841""}","{""conclusion"": ""-1.49758""}"
Housing Price Dataset,Neighborhood,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Suburb""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Housing Price Dataset,Price,"{""conclusion"": ""224827.32515""}","{""conclusion"": ""225052.14117""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""528783.42537""}","{""conclusion"": ""\""{'Min': -36588.16539749279, 'Q1': 169955.8602251014, 'Median': 225052.14116600397, 'Q3': 279373.6300523317, 'Max': 492195.2599720151}\""""}","{""conclusion"": ""76141.08154""}","{""conclusion"": ""-0.00825""}","{""conclusion"": ""-0.40801""}"
Income and Happiness Score Dataset,adjusted_satisfaction,"{""conclusion"": ""48.72973""}","{""conclusion"": ""48.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""55.0""}","{""conclusion"": ""\""{'Min': 19.0, 'Q1': 40.0, 'Median': 48.0, 'Q3': 57.0, 'Max': 74.0}\""""}","{""conclusion"": ""12.30831""}","{""conclusion"": ""-0.07759""}","{""conclusion"": ""-0.44254""}"
Income and Happiness Score Dataset,avg_satisfaction,"{""conclusion"": ""5.93694""}","{""conclusion"": ""6.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""6.0""}","{""conclusion"": ""\""{'Min': 2.5, 'Q1': 5.1, 'Median': 6.0, 'Q3': 7.0, 'Max': 8.5}\""""}","{""conclusion"": ""1.35027""}","{""conclusion"": ""-0.3292""}","{""conclusion"": ""-0.36505""}"
Income and Happiness Score Dataset,std_satisfaction,"{""conclusion"": ""2.12459""}","{""conclusion"": ""2.13""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1.81""}","{""conclusion"": ""\""{'Min': 1.38, 'Q1': 1.91, 'Median': 2.13, 'Q3': 2.33, 'Max': 3.19}\""""}","{""conclusion"": ""0.31512""}","{""conclusion"": ""0.29357""}","{""conclusion"": ""0.36802""}"
Income and Happiness Score Dataset,avg_income,"{""conclusion"": ""6442.75142""}","{""conclusion"": ""3889.32""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""25609.395""}","{""conclusion"": ""\""{'Min': 572.88, 'Q1': 1519.3886842105262, 'Median': 3889.32, 'Q3': 7867.4025, 'Max': 26182.275}\""""}","{""conclusion"": ""6450.28057""}","{""conclusion"": ""1.31834""}","{""conclusion"": ""0.62332""}"
Income and Happiness Score Dataset,median_income,"{""conclusion"": ""5186.0053""}","{""conclusion"": ""2646.97333""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""21824.75""}","{""conclusion"": ""\""{'Min': 415.48, 'Q1': 1167.7173333333333, 'Median': 2646.9733333333334, 'Q3': 6581.124642857142, 'Max': 22240.230000000003}\""""}","{""conclusion"": ""5561.81347""}","{""conclusion"": ""1.35641""}","{""conclusion"": ""0.60781""}"
Income and Happiness Score Dataset,income_inequality,"{""conclusion"": ""38.41781""}","{""conclusion"": ""36.48""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""39.51167""}","{""conclusion"": ""\""{'Min': 24.215, 'Q1': 32.182857142857145, 'Median': 36.48, 'Q3': 43.379999999999995, 'Max': 63.72666666666667}\""""}","{""conclusion"": ""8.33774""}","{""conclusion"": ""0.67094""}","{""conclusion"": ""-0.04631""}"
Income and Happiness Score Dataset,region,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""'Sub-Saharan Africa'""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Income and Happiness Score Dataset,happyScore,"{""conclusion"": ""5.42191""}","{""conclusion"": ""5.268""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""4.748""}","{""conclusion"": ""\""{'Min': 2.839, 'Q1': 4.5680000000000005, 'Median': 5.268, 'Q3': 6.3919999999999995, 'Max': 7.587000000000001}\""""}","{""conclusion"": ""1.17547""}","{""conclusion"": ""0.13049""}","{""conclusion"": ""-0.80246""}"
Income and Happiness Score Dataset,GDP,"{""conclusion"": ""0.84191""}","{""conclusion"": ""0.91861""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1.54861""}","{""conclusion"": ""\""{'Min': 0.0153, 'Q1': 0.50993, 'Median': 0.91861, 'Q3': 1.1494849999999999, 'Max': 1.56391}\""""}","{""conclusion"": ""0.38584""}","{""conclusion"": ""-0.36965""}","{""conclusion"": ""-0.97315""}"
Jobs and Salaries Dataset,work_year,"{""conclusion"": ""2022.76045""}","{""conclusion"": ""2023.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""3.0""}","{""conclusion"": ""\""{'Min': 2020.0, 'Q1': 2023.0, 'Median': 2023.0, 'Q3': 2023.0, 'Max': 2023.0}\""""}","{""conclusion"": ""0.51944""}","{""conclusion"": ""-2.42908""}","{""conclusion"": ""6.67398""}"
Jobs and Salaries Dataset,job_title,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Data Engineer""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Jobs and Salaries Dataset,job_category,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Data Science and Research""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Jobs and Salaries Dataset,salary_currency,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""USD""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Jobs and Salaries Dataset,salary,"{""conclusion"": ""149927.98129""}","{""conclusion"": ""143860.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""436000.0""}","{""conclusion"": ""\""{'Min': 14000.0, 'Q1': 105200.0, 'Median': 143860.0, 'Q3': 187000.0, 'Max': 450000.0}\""""}","{""conclusion"": ""63605.43557""}","{""conclusion"": ""0.57915""}","{""conclusion"": ""0.47061""}"
Jobs and Salaries Dataset,salary_in_usd,"{""conclusion"": ""150299.49556""}","{""conclusion"": ""143000.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""435000.0""}","{""conclusion"": ""\""{'Min': 15000.0, 'Q1': 105700.0, 'Median': 143000.0, 'Q3': 186723.0, 'Max': 450000.0}\""""}","{""conclusion"": ""63173.99527""}","{""conclusion"": ""0.62129""}","{""conclusion"": ""0.56724""}"
Jobs and Salaries Dataset,employee_residence,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""United States""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Jobs and Salaries Dataset,experience_level,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Senior""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Jobs and Salaries Dataset,employment_type,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Full-time""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Jobs and Salaries Dataset,work_setting,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""In-person""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Jobs and Salaries Dataset,company_location,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""United States""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Jobs and Salaries Dataset,company_size,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""M""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Los Angeles Library Monthly Statistics,Total Library Visitors,"{""conclusion"": ""1066465.94444""}","{""conclusion"": ""1065662.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""765262""}","{""conclusion"": ""\""{'Min': 692835.0, 'Q1': 943152.25, 'Median': 1065662.0, 'Q3': 1191173.5, 'Max': 1458097.0}\""""}","{""conclusion"": ""165521.42376""}","{""conclusion"": ""0.07222""}","{""conclusion"": ""-0.56287""}"
Los Angeles Library Monthly Statistics,Total Program Attendees,"{""conclusion"": ""31976.20833""}","{""conclusion"": ""29855.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""35666""}","{""conclusion"": ""\""{'Min': 18718.0, 'Q1': 25960.75, 'Median': 29855.0, 'Q3': 34669.0, 'Max': 54384.0}\""""}","{""conclusion"": ""9068.53978""}","{""conclusion"": ""0.97697""}","{""conclusion"": ""0.09869""}"
Los Angeles Library Monthly Statistics,Total eMedia Circulation,"{""conclusion"": ""427967.5""}","{""conclusion"": ""444394.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""596141""}","{""conclusion"": ""\""{'Min': 159134.0, 'Q1': 308565.75, 'Median': 444394.0, 'Q3': 539345.25, 'Max': 755275.0}\""""}","{""conclusion"": ""161419.07174""}","{""conclusion"": ""-0.02432""}","{""conclusion"": ""-0.93333""}"
Los Angeles Library Monthly Statistics,Total Cardholders,"{""conclusion"": ""1590841.74627""}","{""conclusion"": ""1465659.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1240089.0""}","{""conclusion"": ""\""{'Min': 1098559.0, 'Q1': 1243898.5, 'Median': 1465659.0, 'Q3': 1992148.5, 'Max': 2338648.0}\""""}","{""conclusion"": ""406893.61658""}","{""conclusion"": ""0.58759""}","{""conclusion"": ""-1.12801""}"
Los Angeles Library Monthly Statistics,Total Computer Usage (Wireless + PC Sessions),"{""conclusion"": ""382118.41667""}","{""conclusion"": ""385450.5""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""275384.0""}","{""conclusion"": ""\""{'Min': 252011.0, 'Q1': 338103.5, 'Median': 385450.5, 'Q3': 425361.0, 'Max': 527395.0}\""""}","{""conclusion"": ""66071.78221""}","{""conclusion"": ""-0.06346""}","{""conclusion"": ""-0.40495""}"
Los Angeles Library Monthly Statistics,New Cardholders,"{""conclusion"": ""25895.65""}","{""conclusion"": ""16983.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""163401.0""}","{""conclusion"": ""\""{'Min': 10294.0, 'Q1': 15014.0, 'Median': 16983.0, 'Q3': 19850.25, 'Max': 173695.0}\""""}","{""conclusion"": ""28911.32742""}","{""conclusion"": ""3.44945""}","{""conclusion"": ""12.61469""}"
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,"{""conclusion"": ""819.48485""}","{""conclusion"": ""783.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1263.0""}","{""conclusion"": ""\""{'Min': 342.0, 'Q1': 652.0, 'Median': 783.0, 'Q3': 994.0, 'Max': 1605.0}\""""}","{""conclusion"": ""256.22435""}","{""conclusion"": ""0.82577""}","{""conclusion"": ""1.55643""}"
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,"{""conclusion"": ""227.18182""}","{""conclusion"": ""220.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""366.0""}","{""conclusion"": ""\""{'Min': 47.0, 'Q1': 143.0, 'Median': 220.0, 'Q3': 336.0, 'Max': 413.0}\""""}","{""conclusion"": ""107.49868""}","{""conclusion"": ""0.21217""}","{""conclusion"": ""-1.18201""}"
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,"{""conclusion"": ""18259.60606""}","{""conclusion"": ""18359.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""23668.0""}","{""conclusion"": ""\""{'Min': 9390.0, 'Q1': 14348.0, 'Median': 18359.0, 'Q3': 20996.0, 'Max': 33058.0}\""""}","{""conclusion"": ""5683.80094""}","{""conclusion"": ""0.69632""}","{""conclusion"": ""0.35467""}"
Lung Cancer Survey Dataset,GENDER,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""MALE""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,AGE,"{""conclusion"": ""62.67314""}","{""conclusion"": ""62.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""66.0""}","{""conclusion"": ""\""{'Min': 21.0, 'Q1': 57.0, 'Median': 62.0, 'Q3': 69.0, 'Max': 87.0}\""""}","{""conclusion"": ""8.19701""}","{""conclusion"": ""-0.39509""}","{""conclusion"": ""1.74656""}"
Lung Cancer Survey Dataset,SMOKING,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,YELLOW_FINGERS,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Lung Cancer Survey Dataset,ANXIETY,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
