Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient
Obesity or CVD Risk Dataset,FCVC,TUE,"{""coefficient"": -0.10113, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08751, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06132, ""conclusion"": ""Not strongly correlated""}"
Obesity or CVD Risk Dataset,NCP,CH2O,"{""coefficient"": 0.05709, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07023, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05296, ""conclusion"": ""Not strongly correlated""}"
Obesity or CVD Risk Dataset,NCP,FAF,"{""coefficient"": 0.1295, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14491, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11065, ""conclusion"": ""Not strongly correlated""}"
Obesity or CVD Risk Dataset,NCP,TUE,"{""coefficient"": 0.03633, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08727, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06816, ""conclusion"": ""Not strongly correlated""}"
Obesity or CVD Risk Dataset,CH2O,FAF,"{""coefficient"": 0.16724, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15572, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11004, ""conclusion"": ""Not strongly correlated""}"
Obesity or CVD Risk Dataset,CH2O,TUE,"{""coefficient"": 0.01197, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02316, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01493, ""conclusion"": ""Not strongly correlated""}"
Obesity or CVD Risk Dataset,FAF,TUE,"{""coefficient"": 0.05856, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05063, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03985, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Total,Pr_Male,"{""coefficient"": 0.11356, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15062, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.1192, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,HP,Defense,"{""coefficient"": 0.22883, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.44053, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33196, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,HP,Sp_Atk,"{""coefficient"": 0.36864, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.47199, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.3397, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,HP,Speed,"{""coefficient"": 0.17003, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.25895, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.17618, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,HP,Pr_Male,"{""coefficient"": -0.0667, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00187, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00137, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Attack,Sp_Atk,"{""coefficient"": 0.3352, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32558, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23093, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Attack,Sp_Def,"{""coefficient"": 0.20721, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.28099, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.193, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Attack,Speed,"{""coefficient"": 0.33501, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33828, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23371, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Attack,Pr_Male,"{""coefficient"": 0.21388, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20218, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.16016, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Defense,Sp_Atk,"{""coefficient"": 0.20252, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.28597, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20092, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Defense,Speed,"{""coefficient"": -0.00866, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06248, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04181, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Defense,Pr_Male,"{""coefficient"": 0.0639, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07078, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05646, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Defense,Height_m,"{""coefficient"": 0.3542, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.49218, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.36103, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Defense,Catch_Rate,"{""coefficient"": -0.43656, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.47497, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.35544, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Sp_Atk,Speed,"{""coefficient"": 0.44311, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.43023, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.30518, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Sp_Atk,Pr_Male,"{""coefficient"": 0.10589, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10895, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08637, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Sp_Atk,Height_m,"{""coefficient"": 0.33058, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.45276, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32404, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Sp_Atk,Weight_kg,"{""coefficient"": 0.28505, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32719, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22383, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Sp_Def,Speed,"{""coefficient"": 0.23349, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.29843, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20731, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Sp_Def,Pr_Male,"{""coefficient"": 0.01794, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06617, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05411, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Sp_Def,Weight_kg,"{""coefficient"": 0.32865, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.45613, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32501, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Speed,Pr_Male,"{""coefficient"": 0.0701, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07967, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0637, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Speed,Height_m,"{""coefficient"": 0.22462, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.34703, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.24235, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Speed,Weight_kg,"{""coefficient"": 0.10864, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20482, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14137, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Speed,Catch_Rate,"{""coefficient"": -0.41056, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.41067, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.29616, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Pr_Male,Height_m,"{""coefficient"": 0.04086, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10929, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08648, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Pr_Male,Weight_kg,"{""coefficient"": 0.0612, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.1292, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09853, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Pr_Male,Catch_Rate,"{""coefficient"": -0.25364, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.33504, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.27907, ""conclusion"": ""Not strongly correlated""}"
Pokedex Dataset,Weight_kg,Catch_Rate,"{""coefficient"": -0.3678, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.48383, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.36238, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JAN,FEB,"{""coefficient"": 0.18402, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14764, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10025, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JAN,MAR,"{""coefficient"": 0.15539, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.28605, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.18933, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JAN,APR,"{""coefficient"": 0.00516, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11102, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07838, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JAN,MAY,"{""coefficient"": 0.07825, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00906, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00202, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JAN,JUN,"{""coefficient"": 0.02912, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09478, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06665, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JAN,JUL,"{""coefficient"": 0.00098, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00857, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00538, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JAN,AUG,"{""coefficient"": 0.14557, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.1832, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12842, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JAN,SEP,"{""coefficient"": -0.01199, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.05975, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.03729, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JAN,OCT,"{""coefficient"": -0.03396, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.03121, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02213, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JAN,NOV,"{""coefficient"": -0.08679, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06643, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04221, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JAN,DEC,"{""coefficient"": 0.05486, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01968, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01785, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JAN,ANU,"{""coefficient"": 0.12393, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.16157, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10914, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,FEB,MAR,"{""coefficient"": 0.1983, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32988, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23075, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,FEB,APR,"{""coefficient"": -0.02671, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10868, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0739, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,FEB,MAY,"{""coefficient"": 0.12632, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0784, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04931, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,FEB,JUN,"{""coefficient"": 0.1216, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.2502, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.17206, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,FEB,JUL,"{""coefficient"": 0.08576, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02621, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00753, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,FEB,AUG,"{""coefficient"": 0.06193, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10839, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06914, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,FEB,SEP,"{""coefficient"": -0.05492, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07563, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.05535, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,FEB,OCT,"{""coefficient"": 0.1299, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14294, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09551, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,FEB,NOV,"{""coefficient"": 0.08765, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20543, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.13423, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,FEB,DEC,"{""coefficient"": -0.0568, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.18787, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.13236, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,FEB,ANU,"{""coefficient"": 0.28233, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35459, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23988, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAR,APR,"{""coefficient"": -0.00861, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04633, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.03509, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAR,MAY,"{""coefficient"": -0.05886, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.10061, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07192, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAR,JUN,"{""coefficient"": 0.08919, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15815, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11352, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAR,JUL,"{""coefficient"": 0.14497, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14255, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0903, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAR,AUG,"{""coefficient"": 0.21955, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.19332, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12552, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAR,SEP,"{""coefficient"": 0.10316, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.17036, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12015, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAR,OCT,"{""coefficient"": 0.06368, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0005, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00118, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAR,NOV,"{""coefficient"": -0.12234, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02432, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0244, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAR,DEC,"{""coefficient"": -0.00575, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06472, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04541, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAR,ANU,"{""coefficient"": 0.32224, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.31605, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.2149, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,APR,MAY,"{""coefficient"": 0.09095, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02066, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00917, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,APR,JUN,"{""coefficient"": 0.23718, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.34022, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22588, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,APR,JUL,"{""coefficient"": 0.07298, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0076, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.00534, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,APR,AUG,"{""coefficient"": 0.09818, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14212, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09735, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,APR,SEP,"{""coefficient"": 0.02972, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01293, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00229, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,APR,OCT,"{""coefficient"": -0.13393, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08644, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06164, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,APR,NOV,"{""coefficient"": 0.10715, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.2365, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.16293, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,APR,DEC,"{""coefficient"": 0.14865, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22806, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15741, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,APR,ANU,"{""coefficient"": 0.34059, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.39776, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.28058, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAY,JUN,"{""coefficient"": -0.06404, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.09629, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07528, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAY,JUL,"{""coefficient"": 0.12111, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10823, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0752, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAY,AUG,"{""coefficient"": 0.08594, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09357, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06784, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAY,SEP,"{""coefficient"": 0.08372, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10269, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06913, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAY,OCT,"{""coefficient"": 0.02228, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07668, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05209, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAY,NOV,"{""coefficient"": -0.1455, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.18699, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12392, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAY,DEC,"{""coefficient"": 0.25536, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06511, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04568, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,MAY,ANU,"{""coefficient"": 0.38659, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.30216, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20354, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JUN,JUL,"{""coefficient"": 0.17953, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.12401, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.084, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JUN,AUG,"{""coefficient"": 0.14714, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14962, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10436, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JUN,SEP,"{""coefficient"": 0.43794, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.37335, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.26459, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JUN,OCT,"{""coefficient"": 0.08627, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.0875, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05639, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JUN,NOV,"{""coefficient"": 0.06143, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14281, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.09449, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JUN,DEC,"{""coefficient"": 0.21181, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.068, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04592, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JUL,AUG,"{""coefficient"": 0.09914, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.10177, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06955, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JUL,SEP,"{""coefficient"": 0.30654, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.33269, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.21667, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JUL,OCT,"{""coefficient"": 0.04768, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01628, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01183, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JUL,NOV,"{""coefficient"": -0.15518, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.10526, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07362, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JUL,DEC,"{""coefficient"": -0.18217, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08115, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.05775, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,JUL,ANU,"{""coefficient"": 0.49478, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.41338, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.29083, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,AUG,SEP,"{""coefficient"": 0.25034, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.24362, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.16847, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,AUG,OCT,"{""coefficient"": 0.16046, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22689, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15009, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,AUG,NOV,"{""coefficient"": -0.05868, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04011, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02881, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,AUG,DEC,"{""coefficient"": -0.02661, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.11258, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08237, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,AUG,ANU,"{""coefficient"": 0.4886, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.49641, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.35251, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,SEP,OCT,"{""coefficient"": 0.17935, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.23947, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.1612, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,SEP,NOV,"{""coefficient"": -0.10162, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08334, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.05028, ""conclusion"": ""Not strongly correlated""}"
Rainfall Dataset of Barak Velly,SEP,DEC,"{""coefficient"": 0.18062, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.24984, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.17757, ""conclusion"": ""Not strongly correlated""}"
