Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient
Student Performance Prediction Dataset,Dalc,absences,Fedu,"{""coefficient"": 0.17303, ""p value"": 1e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,G2,Fedu,"{""coefficient"": -0.19449, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,age,Fedu,"{""coefficient"": 0.09175, ""p value"": 0.01949, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,traveltime,Fedu,"{""coefficient"": 0.06652, ""p value"": 0.09065, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,failures,Fedu,"{""coefficient"": 0.08996, ""p value"": 0.02201, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,freetime,Fedu,"{""coefficient"": 0.12007, ""p value"": 0.0022, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,health,Fedu,"{""coefficient"": 0.11346, ""p value"": 0.00383, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,G1,Fedu,"{""coefficient"": -0.16816, ""p value"": 2e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,G3,Fedu,"{""coefficient"": -0.18919, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,Medu,Fedu,"{""coefficient"": -0.03213, ""p value"": 0.41414, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,studytime,Fedu,"{""coefficient"": -0.05883, ""p value"": 0.13466, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,famrel,Fedu,"{""coefficient"": 0.10878, ""p value"": 0.00557, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,goout,Fedu,"{""coefficient"": -0.01701, ""p value"": 0.66563, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,Walc,Fedu,"{""coefficient"": 0.11346, ""p value"": 0.00383, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,G1,Fedu,"{""coefficient"": -0.06299, ""p value"": 0.10919, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,G3,Fedu,"{""coefficient"": -0.11099, ""p value"": 0.00467, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,Medu,Fedu,"{""coefficient"": -0.03664, ""p value"": 0.35174, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,studytime,Fedu,"{""coefficient"": -0.1201, ""p value"": 0.0022, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,famrel,Fedu,"{""coefficient"": -0.0902, ""p value"": 0.02166, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,goout,Fedu,"{""coefficient"": 0.08462, ""p value"": 0.03126, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,Walc,Fedu,"{""coefficient"": 0.15541, ""p value"": 7e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,G1,Fedu,"{""coefficient"": -0.15748, ""p value"": 6e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,G3,Fedu,"{""coefficient"": -0.10002, ""p value"": 0.01085, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,Medu,Fedu,"{""coefficient"": 0.16085, ""p value"": 4e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,studytime,Fedu,"{""coefficient"": 0.25637, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,famrel,Fedu,"{""coefficient"": 0.04549, ""p value"": 0.24757, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,goout,Fedu,"{""coefficient"": -0.08207, ""p value"": 0.03674, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,Walc,Fedu,"{""coefficient"": -0.16816, ""p value"": 2e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,absences,Fedu,"{""coefficient"": -0.15748, ""p value"": 6e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,Medu,Fedu,"{""coefficient"": 0.15927, ""p value"": 5e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,studytime,Fedu,"{""coefficient"": 0.23549, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,famrel,Fedu,"{""coefficient"": 0.08729, ""p value"": 0.02629, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,goout,Fedu,"{""coefficient"": -0.088, ""p value"": 0.02509, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,Walc,Fedu,"{""coefficient"": -0.17821, ""p value"": 1e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,absences,Fedu,"{""coefficient"": -0.13499, ""p value"": 0.00057, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G3,Medu,Fedu,"{""coefficient"": 0.13831, ""p value"": 0.00041, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G3,studytime,Fedu,"{""coefficient"": 0.24498, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G3,famrel,Fedu,"{""coefficient"": 0.06045, ""p value"": 0.12421, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G3,goout,Fedu,"{""coefficient"": -0.09571, ""p value"": 0.0148, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G3,Walc,Fedu,"{""coefficient"": -0.18919, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G3,absences,Fedu,"{""coefficient"": -0.10002, ""p value"": 0.01085, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,Medu,traveltime,"{""coefficient"": 0.08341, ""p value"": 0.03377, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,failures,traveltime,"{""coefficient"": -0.14223, ""p value"": 0.00028, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,freetime,traveltime,"{""coefficient"": -0.06891, ""p value"": 0.07964, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,Dalc,traveltime,"{""coefficient"": -0.13256, ""p value"": 0.00072, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,health,traveltime,"{""coefficient"": -0.05967, ""p value"": 0.12918, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,G1,traveltime,"{""coefficient"": 0.25469, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,studytime,G3,traveltime,"{""coefficient"": 0.24422, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,Medu,traveltime,"{""coefficient"": -0.15246, ""p value"": 0.0001, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,studytime,traveltime,"{""coefficient"": -0.14223, ""p value"": 0.00028, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,freetime,traveltime,"{""coefficient"": 0.10943, ""p value"": 0.00529, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,Dalc,traveltime,"{""coefficient"": 0.09777, ""p value"": 0.01278, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,health,traveltime,"{""coefficient"": 0.04055, ""p value"": 0.30275, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,G1,traveltime,"{""coefficient"": -0.37541, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,G3,traveltime,"{""coefficient"": -0.38585, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,Medu,traveltime,"{""coefficient"": 0.02271, ""p value"": 0.5639, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,studytime,traveltime,"{""coefficient"": -0.00474, ""p value"": 0.90418, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,freetime,traveltime,"{""coefficient"": 0.12923, ""p value"": 0.00098, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,Dalc,traveltime,"{""coefficient"": -0.07521, ""p value"": 0.05567, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,health,traveltime,"{""coefficient"": 0.10923, ""p value"": 0.00538, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,G1,traveltime,"{""coefficient"": 0.0479, ""p value"": 0.22333, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,G3,traveltime,"{""coefficient"": 0.06266, ""p value"": 0.11103, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,Medu,traveltime,"{""coefficient"": -0.02016, ""p value"": 0.60849, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,studytime,traveltime,"{""coefficient"": -0.06891, ""p value"": 0.07964, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,famrel,traveltime,"{""coefficient"": 0.12923, ""p value"": 0.00098, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,Dalc,traveltime,"{""coefficient"": 0.11029, ""p value"": 0.00494, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,health,traveltime,"{""coefficient"": 0.08467, ""p value"": 0.03116, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,G1,traveltime,"{""coefficient"": -0.09549, ""p value"": 0.01503, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,G3,traveltime,"{""coefficient"": -0.12359, ""p value"": 0.00162, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,Medu,traveltime,"{""coefficient"": 0.02573, ""p value"": 0.51326, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,studytime,traveltime,"{""coefficient"": -0.07208, ""p value"": 0.06671, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,famrel,traveltime,"{""coefficient"": 0.09041, ""p value"": 0.02135, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,Dalc,traveltime,"{""coefficient"": 0.24123, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,health,traveltime,"{""coefficient"": -0.013, ""p value"": 0.74108, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,G1,traveltime,"{""coefficient"": -0.0661, ""p value"": 0.09274, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,G3,traveltime,"{""coefficient"": -0.08113, ""p value"": 0.03897, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,Medu,traveltime,"{""coefficient"": 0.01832, ""p value"": 0.6416, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,studytime,traveltime,"{""coefficient"": -0.13256, ""p value"": 0.00072, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,famrel,traveltime,"{""coefficient"": -0.07521, ""p value"": 0.05567, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,goout,traveltime,"{""coefficient"": 0.24123, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,absences,traveltime,"{""coefficient"": 0.17447, ""p value"": 1e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,G2,traveltime,"{""coefficient"": -0.17804, ""p value"": 1e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,age,traveltime,"{""coefficient"": 0.08458, ""p value"": 0.03134, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,Fedu,traveltime,"{""coefficient"": 0.05153, ""p value"": 0.19016, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,failures,traveltime,"{""coefficient"": 0.07719, ""p value"": 0.04952, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,freetime,traveltime,"{""coefficient"": 0.12039, ""p value"": 0.00214, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,health,traveltime,"{""coefficient"": 0.11807, ""p value"": 0.00261, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,G1,traveltime,"{""coefficient"": -0.14888, ""p value"": 0.00014, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,G3,traveltime,"{""coefficient"": -0.17103, ""p value"": 1e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,Medu,traveltime,"{""coefficient"": -0.00849, ""p value"": 0.82917, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,studytime,traveltime,"{""coefficient"": -0.05967, ""p value"": 0.12918, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,famrel,traveltime,"{""coefficient"": 0.10923, ""p value"": 0.00538, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,goout,traveltime,"{""coefficient"": -0.013, ""p value"": 0.74108, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,Walc,traveltime,"{""coefficient"": 0.11807, ""p value"": 0.00261, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,G1,traveltime,"{""coefficient"": -0.05987, ""p value"": 0.12789, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,G3,traveltime,"{""coefficient"": -0.10597, ""p value"": 0.00693, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,Medu,traveltime,"{""coefficient"": -0.01114, ""p value"": 0.77722, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,studytime,traveltime,"{""coefficient"": -0.11915, ""p value"": 0.00238, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,famrel,traveltime,"{""coefficient"": -0.08962, ""p value"": 0.02252, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,goout,traveltime,"{""coefficient"": 0.08599, ""p value"": 0.02862, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,Walc,traveltime,"{""coefficient"": 0.1571, ""p value"": 6e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,G1,traveltime,"{""coefficient"": -0.1502, ""p value"": 0.00012, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,G3,traveltime,"{""coefficient"": -0.09317, ""p value"": 0.01767, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,Medu,traveltime,"{""coefficient"": 0.23052, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,studytime,traveltime,"{""coefficient"": 0.25469, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,famrel,traveltime,"{""coefficient"": 0.0479, ""p value"": 0.22333, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,goout,traveltime,"{""coefficient"": -0.0661, ""p value"": 0.09274, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,Walc,traveltime,"{""coefficient"": -0.14888, ""p value"": 0.00014, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,absences,traveltime,"{""coefficient"": -0.1502, ""p value"": 0.00012, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,Medu,traveltime,"{""coefficient"": 0.23417, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,studytime,traveltime,"{""coefficient"": 0.23401, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,famrel,traveltime,"{""coefficient"": 0.08919, ""p value"": 0.02317, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,goout,traveltime,"{""coefficient"": -0.07157, ""p value"": 0.06866, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,Walc,traveltime,"{""coefficient"": -0.1582, ""p value"": 5e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,absences,traveltime,"{""coefficient"": -0.12754, ""p value"": 0.00114, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G3,Medu,traveltime,"{""coefficient"": 0.21585, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G3,studytime,traveltime,"{""coefficient"": 0.24422, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G3,famrel,traveltime,"{""coefficient"": 0.06266, ""p value"": 0.11103, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G3,goout,traveltime,"{""coefficient"": -0.08113, ""p value"": 0.03897, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G3,Walc,traveltime,"{""coefficient"": -0.17103, ""p value"": 1e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G3,absences,traveltime,"{""coefficient"": -0.09317, ""p value"": 0.01767, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,Medu,studytime,"{""coefficient"": -0.16041, ""p value"": 4e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,traveltime,studytime,"{""coefficient"": 0.08957, ""p value"": 0.02259, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,freetime,studytime,"{""coefficient"": 0.10018, ""p value"": 0.01072, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,Dalc,studytime,"{""coefficient"": 0.08744, ""p value"": 0.02602, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,health,studytime,"{""coefficient"": 0.02761, ""p value"": 0.48287, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,G1,studytime,"{""coefficient"": -0.36211, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,failures,G3,studytime,"{""coefficient"": -0.37223, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,Medu,studytime,"{""coefficient"": 0.02494, ""p value"": 0.52627, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,traveltime,studytime,"{""coefficient"": -0.0098, ""p value"": 0.80334, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,freetime,studytime,"{""coefficient"": 0.12924, ""p value"": 0.00098, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,Dalc,studytime,"{""coefficient"": -0.07707, ""p value"": 0.04988, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,health,studytime,"{""coefficient"": 0.1095, ""p value"": 0.00526, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,G1,studytime,"{""coefficient"": 0.05166, ""p value"": 0.18905, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,famrel,G3,studytime,"{""coefficient"": 0.0665, ""p value"": 0.09075, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,Medu,studytime,"{""coefficient"": -0.0131, ""p value"": 0.73921, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,traveltime,studytime,"{""coefficient"": -0.00343, ""p value"": 0.93066, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,famrel,studytime,"{""coefficient"": 0.12924, ""p value"": 0.00098, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,Dalc,studytime,"{""coefficient"": 0.10164, ""p value"": 0.00962, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,health,studytime,"{""coefficient"": 0.08096, ""p value"": 0.03936, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,G1,studytime,"{""coefficient"": -0.07947, ""p value"": 0.04314, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,freetime,G3,studytime,"{""coefficient"": -0.10923, ""p value"": 0.00538, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,Medu,studytime,"{""coefficient"": 0.01698, ""p value"": 0.66609, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,traveltime,studytime,"{""coefficient"": 0.05295, ""p value"": 0.17826, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,famrel,studytime,"{""coefficient"": 0.08965, ""p value"": 0.02247, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,Dalc,studytime,"{""coefficient"": 0.23768, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,health,studytime,"{""coefficient"": -0.02009, ""p value"": 0.60976, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,G1,studytime,"{""coefficient"": -0.05648, ""p value"": 0.15095, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,goout,G3,studytime,"{""coefficient"": -0.07125, ""p value"": 0.0699, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,Medu,studytime,"{""coefficient"": 0.00642, ""p value"": 0.87044, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,traveltime,studytime,"{""coefficient"": 0.08511, ""p value"": 0.03028, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,famrel,studytime,"{""coefficient"": -0.07707, ""p value"": 0.04988, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,goout,studytime,"{""coefficient"": 0.23768, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,absences,studytime,"{""coefficient"": 0.15929, ""p value"": 5e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Dalc,G2,studytime,"{""coefficient"": -0.16267, ""p value"": 3e-05, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,age,studytime,"{""coefficient"": 0.08657, ""p value"": 0.02754, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,Fedu,studytime,"{""coefficient"": 0.05052, ""p value"": 0.19901, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,failures,studytime,"{""coefficient"": 0.05236, ""p value"": 0.18312, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,freetime,studytime,"{""coefficient"": 0.10823, ""p value"": 0.00582, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,health,studytime,"{""coefficient"": 0.10549, ""p value"": 0.0072, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,G1,studytime,"{""coefficient"": -0.10562, ""p value"": 0.00712, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,Walc,G3,studytime,"{""coefficient"": -0.13, ""p value"": 0.00091, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,Medu,studytime,"{""coefficient"": 0.01015, ""p value"": 0.79645, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,traveltime,studytime,"{""coefficient"": -0.05201, ""p value"": 0.18605, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,famrel,studytime,"{""coefficient"": 0.1095, ""p value"": 0.00526, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,goout,studytime,"{""coefficient"": -0.02009, ""p value"": 0.60976, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,Walc,studytime,"{""coefficient"": 0.10549, ""p value"": 0.0072, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,G1,studytime,"{""coefficient"": -0.03831, ""p value"": 0.3302, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,health,G3,studytime,"{""coefficient"": -0.08767, ""p value"": 0.02564, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,Medu,studytime,"{""coefficient"": 0.00294, ""p value"": 0.94043, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,traveltime,studytime,"{""coefficient"": -0.01577, ""p value"": 0.68869, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,famrel,studytime,"{""coefficient"": -0.09066, ""p value"": 0.02099, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,goout,studytime,"{""coefficient"": 0.0772, ""p value"": 0.04948, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,Walc,studytime,"{""coefficient"": 0.13501, ""p value"": 0.00057, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,G1,studytime,"{""coefficient"": -0.12129, ""p value"": 0.00198, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,absences,G3,studytime,"{""coefficient"": -0.06428, ""p value"": 0.10207, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,Medu,studytime,"{""coefficient"": 0.24476, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,traveltime,studytime,"{""coefficient"": -0.14287, ""p value"": 0.00026, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,famrel,studytime,"{""coefficient"": 0.05166, ""p value"": 0.18905, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,goout,studytime,"{""coefficient"": -0.05648, ""p value"": 0.15095, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,Walc,studytime,"{""coefficient"": -0.10562, ""p value"": 0.00712, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G1,absences,studytime,"{""coefficient"": -0.12129, ""p value"": 0.00198, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,Medu,studytime,"{""coefficient"": 0.24916, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,traveltime,studytime,"{""coefficient"": -0.1438, ""p value"": 0.00024, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,famrel,studytime,"{""coefficient"": 0.09332, ""p value"": 0.01749, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,goout,studytime,"{""coefficient"": -0.06336, ""p value"": 0.10709, ""conclusion"": ""Not strongly correlated""}"
Student Performance Prediction Dataset,G2,Walc,studytime,"{""coefficient"": -0.11937, ""p value"": 0.00234, ""conclusion"": ""Not strongly correlated""}"
