Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient,question,difficulty
Obesity or CVD Risk Dataset,NCP,FAF,FCVC,"{""coefficient"": 0.1288, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After FCVC is controlled for, what remains the relationship between NCP and FAF?",medium
Obesity or CVD Risk Dataset,CH2O,Age,FCVC,"{""coefficient"": -0.04653, ""p value"": 0.03256, ""conclusion"": ""Not strongly correlated""}","After FCVC is controlled for, what remains the relationship between CH2O and Age?",medium
Obesity or CVD Risk Dataset,CH2O,Weight,FCVC,"{""coefficient"": 0.19072, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With FCVC controlled, what is the correlation strength between CH2O and Weight?",medium
Obesity or CVD Risk Dataset,CH2O,FAF,FCVC,"{""coefficient"": 0.16629, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the partial correlation between CH2O and FAF considering FCVC?,medium
Obesity or CVD Risk Dataset,FAF,Age,FCVC,"{""coefficient"": -0.14531, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","When FCVC is fixed, how do FAF and Age correlate?",medium
Obesity or CVD Risk Dataset,FAF,Weight,FCVC,"{""coefficient"": -0.05711, ""p value"": 0.0087, ""conclusion"": ""Not strongly correlated""}","After factoring in FCVC, how do FAF and Weight interact?",medium
Obesity or CVD Risk Dataset,FAF,CH2O,FCVC,"{""coefficient"": 0.16629, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After factoring in FCVC, how do FAF and CH2O interact?",medium
Obesity or CVD Risk Dataset,TUE,Age,FCVC,"{""coefficient"": -0.29684, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between TUE and Age when controlling for FCVC?,medium
Obesity or CVD Risk Dataset,TUE,Weight,FCVC,"{""coefficient"": -0.05117, ""p value"": 0.01874, ""conclusion"": ""Not strongly correlated""}",How does controlling for FCVC change the relationship between TUE and Weight?,medium
Obesity or CVD Risk Dataset,TUE,CH2O,FCVC,"{""coefficient"": 0.01903, ""p value"": 0.38225, ""conclusion"": ""Not strongly correlated""}",What is the impact of TUE on CH2O with FCVC taken into consideration?,medium
Obesity or CVD Risk Dataset,CH2O,Age,NCP,"{""coefficient"": -0.04291, ""p value"": 0.04876, ""conclusion"": ""Not strongly correlated""}",What is the impact of CH2O on Age with NCP taken into consideration?,medium
Obesity or CVD Risk Dataset,CH2O,Weight,NCP,"{""coefficient"": 0.19589, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does the relationship between CH2O and Weight manifest when isolating NCP?,medium
Obesity or CVD Risk Dataset,CH2O,FAF,NCP,"{""coefficient"": 0.16146, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does CH2O correlate with FAF when NCP is held constant?,medium
Obesity or CVD Risk Dataset,FAF,Age,NCP,"{""coefficient"": -0.14057, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After neutralizing the effect of NCP, how do FAF and Age relate to each other?",medium
Obesity or CVD Risk Dataset,FAF,Weight,NCP,"{""coefficient"": -0.06629, ""p value"": 0.00231, ""conclusion"": ""Not strongly correlated""}","After NCP is controlled for, what remains the relationship between FAF and Weight?",medium
Obesity or CVD Risk Dataset,FAF,CH2O,NCP,"{""coefficient"": 0.16146, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After NCP is controlled for, what remains the relationship between FAF and CH2O?",medium
Obesity or CVD Risk Dataset,TUE,Age,NCP,"{""coefficient"": -0.29582, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After factoring in NCP, how do TUE and Age interact?",medium
Obesity or CVD Risk Dataset,TUE,Weight,NCP,"{""coefficient"": -0.07595, ""p value"": 0.00048, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between TUE and Weight when controlling for NCP?,medium
Obesity or CVD Risk Dataset,TUE,CH2O,NCP,"{""coefficient"": 0.00991, ""p value"": 0.649, ""conclusion"": ""Not strongly correlated""}",How does controlling for NCP change the relationship between TUE and CH2O?,medium
Obesity or CVD Risk Dataset,FAF,Age,CH2O,"{""coefficient"": -0.13947, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between FAF and Age when controlling for CH2O?,medium
Obesity or CVD Risk Dataset,FAF,Weight,CH2O,"{""coefficient"": -0.08798, ""p value"": 5e-05, ""conclusion"": ""Not strongly correlated""}","After neutralizing the effect of CH2O, how do FAF and Weight relate to each other?",medium
Obesity or CVD Risk Dataset,FAF,NCP,CH2O,"{""coefficient"": 0.12187, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","When CH2O is fixed, how do FAF and NCP correlate?",medium
Obesity or CVD Risk Dataset,TUE,Age,CH2O,"{""coefficient"": -0.29671, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between TUE and Age after CH2O is considered?,medium
Obesity or CVD Risk Dataset,TUE,Weight,CH2O,"{""coefficient"": -0.0755, ""p value"": 0.00052, ""conclusion"": ""Not strongly correlated""}","When CH2O is fixed, how do TUE and Weight correlate?",medium
Obesity or CVD Risk Dataset,TUE,NCP,CH2O,"{""coefficient"": 0.0357, ""p value"": 0.10109, ""conclusion"": ""Not strongly correlated""}","After controlling for CH2O, what is the relationship between TUE and NCP?",medium
Obesity or CVD Risk Dataset,TUE,Age,FAF,"{""coefficient"": -0.29202, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between TUE and Age upon controlling for FAF?,medium
Obesity or CVD Risk Dataset,TUE,Weight,FAF,"{""coefficient"": -0.06876, ""p value"": 0.00158, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between TUE and Weight after FAF is considered?,medium
Obesity or CVD Risk Dataset,TUE,NCP,FAF,"{""coefficient"": 0.02904, ""p value"": 0.18246, ""conclusion"": ""Not strongly correlated""}",How does the relationship between TUE and NCP manifest when isolating FAF?,medium
Pokedex Dataset,HP,Attack,Total,"{""coefficient"": -0.0383, ""p value"": 0.30477, ""conclusion"": ""Not strongly correlated""}","With Total controlled, what is the correlation strength between HP and Attack?",medium
Pokedex Dataset,HP,Sp_Atk,Total,"{""coefficient"": -0.18243, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of Total, what correlation exists between HP and Sp_Atk?",medium
Pokedex Dataset,HP,Speed,Total,"{""coefficient"": -0.28527, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between HP and Speed when controlling for Total?,medium
Pokedex Dataset,HP,Height_m,Total,"{""coefficient"": 0.1602, ""p value"": 2e-05, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between HP and Height_m after Total is considered?,medium
Pokedex Dataset,HP,Catch_Rate,Total,"{""coefficient"": -0.00829, ""p value"": 0.8242, ""conclusion"": ""Not strongly correlated""}","With the influence of Total removed, how are HP and Catch_Rate related?",medium
Pokedex Dataset,Attack,Defense,Total,"{""coefficient"": 0.01173, ""p value"": 0.75329, ""conclusion"": ""Not strongly correlated""}","After neutralizing the effect of Total, how do Attack and Defense relate to each other?",medium
Pokedex Dataset,Attack,Speed,Total,"{""coefficient"": -0.08676, ""p value"": 0.01989, ""conclusion"": ""Not strongly correlated""}",How does the relationship between Attack and Speed manifest when isolating Total?,medium
Pokedex Dataset,Attack,Height_m,Total,"{""coefficient"": 0.06235, ""p value"": 0.0946, ""conclusion"": ""Not strongly correlated""}",What is the partial correlation between Attack and Height_m considering Total?,medium
Pokedex Dataset,Attack,Catch_Rate,Total,"{""coefficient"": -0.01093, ""p value"": 0.76961, ""conclusion"": ""Not strongly correlated""}",What is the impact of Attack on Catch_Rate with Total taken into consideration?,medium
Pokedex Dataset,Defense,Attack,Total,"{""coefficient"": 0.01173, ""p value"": 0.75329, ""conclusion"": ""Not strongly correlated""}",What is the impact of Defense on Attack with Total taken into consideration?,medium
Pokedex Dataset,Defense,Sp_Def,Total,"{""coefficient"": 0.0994, ""p value"": 0.00761, ""conclusion"": ""Not strongly correlated""}","After Total is controlled for, what remains the relationship between Defense and Sp_Def?",medium
Pokedex Dataset,Defense,Height_m,Total,"{""coefficient"": 0.05182, ""p value"": 0.16481, ""conclusion"": ""Not strongly correlated""}",How does controlling for Total change the relationship between Defense and Height_m?,medium
Pokedex Dataset,Defense,Catch_Rate,Total,"{""coefficient"": 0.01997, ""p value"": 0.5927, ""conclusion"": ""Not strongly correlated""}","With the influence of Total removed, how are Defense and Catch_Rate related?",medium
Pokedex Dataset,Sp_Atk,Attack,Total,"{""coefficient"": -0.35598, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between Sp_Atk and Attack upon controlling for Total?,medium
Pokedex Dataset,Sp_Atk,Sp_Def,Total,"{""coefficient"": -0.0378, ""p value"": 0.31113, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between Sp_Atk and Sp_Def when controlling for Total?,medium
Pokedex Dataset,Sp_Atk,Pr_Male,Total,"{""coefficient"": 0.04024, ""p value"": 0.30828, ""conclusion"": ""Not strongly correlated""}",How does the relationship between Sp_Atk and Pr_Male manifest when isolating Total?,medium
Pokedex Dataset,Sp_Atk,Weight_kg,Total,"{""coefficient"": -0.17654, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After Total is controlled for, what remains the relationship between Sp_Atk and Weight_kg?",medium
Pokedex Dataset,Sp_Def,HP,Total,"{""coefficient"": -0.14387, ""p value"": 0.00011, ""conclusion"": ""Not strongly correlated""}",What is the impact of Sp_Def on HP with Total taken into consideration?,medium
Pokedex Dataset,Sp_Def,Sp_Atk,Total,"{""coefficient"": -0.0378, ""p value"": 0.31113, ""conclusion"": ""Not strongly correlated""}",What is the partial correlation between Sp_Def and Sp_Atk considering Total?,medium
Pokedex Dataset,Sp_Def,Pr_Male,Total,"{""coefficient"": -0.08017, ""p value"": 0.04212, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between Sp_Def and Pr_Male after Total is considered?,medium
Pokedex Dataset,Sp_Def,Weight_kg,Total,"{""coefficient"": -0.08371, ""p value"": 0.02469, ""conclusion"": ""Not strongly correlated""}",What is the partial correlation between Sp_Def and Weight_kg considering Total?,medium
Pokedex Dataset,Speed,HP,Total,"{""coefficient"": -0.28527, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between Speed and HP upon controlling for Total?,medium
Pokedex Dataset,Speed,Sp_Atk,Total,"{""coefficient"": 0.07949, ""p value"": 0.03295, ""conclusion"": ""Not strongly correlated""}","After neutralizing the effect of Total, how do Speed and Sp_Atk relate to each other?",medium
Pokedex Dataset,Speed,Pr_Male,Total,"{""coefficient"": 0.01541, ""p value"": 0.69658, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between Speed and Pr_Male after Total is considered?,medium
Pokedex Dataset,Speed,Weight_kg,Total,"{""coefficient"": -0.26293, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between Speed and Weight_kg after Total is considered?,medium
Pokedex Dataset,Pr_Male,HP,Total,"{""coefficient"": -0.17267, ""p value"": 1e-05, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between Pr_Male and HP after Total is considered?,medium
Pokedex Dataset,Pr_Male,Defense,Total,"{""coefficient"": -0.00129, ""p value"": 0.97393, ""conclusion"": ""Not strongly correlated""}",How does the relationship between Pr_Male and Defense manifest when isolating Total?,medium
Pokedex Dataset,Pr_Male,Sp_Def,Total,"{""coefficient"": -0.08017, ""p value"": 0.04212, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between Pr_Male and Sp_Def when controlling for Total?,medium
Pokedex Dataset,Pr_Male,Height_m,Total,"{""coefficient"": -0.01541, ""p value"": 0.69656, ""conclusion"": ""Not strongly correlated""}",What is the impact of Pr_Male on Height_m with Total taken into consideration?,medium
Pokedex Dataset,Pr_Male,Catch_Rate,Total,"{""coefficient"": -0.24908, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does the relationship between Pr_Male and Catch_Rate manifest when isolating Total?,medium
Pokedex Dataset,Height_m,Attack,Total,"{""coefficient"": 0.06235, ""p value"": 0.0946, ""conclusion"": ""Not strongly correlated""}","After controlling for Total, what is the relationship between Height_m and Attack?",medium
Pokedex Dataset,Height_m,Sp_Atk,Total,"{""coefficient"": -0.08643, ""p value"": 0.02037, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between Height_m and Sp_Atk after Total is considered?,medium
Pokedex Dataset,Height_m,Speed,Total,"{""coefficient"": -0.09085, ""p value"": 0.01475, ""conclusion"": ""Not strongly correlated""}",How does the relationship between Height_m and Speed manifest when isolating Total?,medium
Pokedex Dataset,Height_m,Catch_Rate,Total,"{""coefficient"": 0.01059, ""p value"": 0.7766, ""conclusion"": ""Not strongly correlated""}","After Total is controlled for, what remains the relationship between Height_m and Catch_Rate?",medium
Pokedex Dataset,Weight_kg,Attack,Total,"{""coefficient"": 0.15345, ""p value"": 4e-05, ""conclusion"": ""Not strongly correlated""}",How does the relationship between Weight_kg and Attack manifest when isolating Total?,medium
Pokedex Dataset,Weight_kg,Sp_Atk,Total,"{""coefficient"": -0.17654, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between Weight_kg and Sp_Atk upon controlling for Total?,medium
Pokedex Dataset,Weight_kg,Speed,Total,"{""coefficient"": -0.26293, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With Total controlled, what is the correlation strength between Weight_kg and Speed?",medium
Pokedex Dataset,Weight_kg,Catch_Rate,Total,"{""coefficient"": 0.04899, ""p value"": 0.1892, ""conclusion"": ""Not strongly correlated""}",How does Weight_kg correlate with Catch_Rate when Total is held constant?,medium
Pokedex Dataset,Catch_Rate,Attack,Total,"{""coefficient"": -0.01093, ""p value"": 0.76961, ""conclusion"": ""Not strongly correlated""}","After Total is controlled for, what remains the relationship between Catch_Rate and Attack?",medium
Pokedex Dataset,Catch_Rate,Sp_Atk,Total,"{""coefficient"": -0.0103, ""p value"": 0.78265, ""conclusion"": ""Not strongly correlated""}",What connection exists between Catch_Rate and Sp_Atk upon controlling for Total?,medium
Pokedex Dataset,Catch_Rate,Speed,Total,"{""coefficient"": -0.00944, ""p value"": 0.80035, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of Total, what correlation exists between Catch_Rate and Speed?",medium
Pokedex Dataset,Catch_Rate,Height_m,Total,"{""coefficient"": 0.01059, ""p value"": 0.7766, ""conclusion"": ""Not strongly correlated""}","After Total is controlled for, what remains the relationship between Catch_Rate and Height_m?",medium
Pokedex Dataset,Attack,Defense,HP,"{""coefficient"": 0.38088, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After factoring in HP, how do Attack and Defense interact?",medium
Pokedex Dataset,Attack,Sp_Def,HP,"{""coefficient"": 0.05371, ""p value"": 0.14991, ""conclusion"": ""Not strongly correlated""}",What connection exists between Attack and Sp_Def upon controlling for HP?,medium
Pokedex Dataset,Attack,Pr_Male,HP,"{""coefficient"": 0.25975, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After neutralizing the effect of HP, how do Attack and Pr_Male relate to each other?",medium
Pokedex Dataset,Attack,Weight_kg,HP,"{""coefficient"": 0.348, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With HP controlled, what is the correlation strength between Attack and Weight_kg?",medium
Pokedex Dataset,Defense,Attack,HP,"{""coefficient"": 0.38088, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does Defense correlate with Attack when HP is held constant?,medium
Pokedex Dataset,Defense,Sp_Def,HP,"{""coefficient"": 0.44116, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","When HP is fixed, how do Defense and Sp_Def correlate?",medium
Pokedex Dataset,Defense,Pr_Male,HP,"{""coefficient"": 0.07707, ""p value"": 0.05079, ""conclusion"": ""Not strongly correlated""}",What is the partial correlation between Defense and Pr_Male considering HP?,medium
Pokedex Dataset,Defense,Weight_kg,HP,"{""coefficient"": 0.43072, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With the influence of HP removed, how are Defense and Weight_kg related?",medium
Pokedex Dataset,Sp_Atk,Attack,HP,"{""coefficient"": 0.20998, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the partial correlation between Sp_Atk and Attack considering HP?,medium
Pokedex Dataset,Sp_Atk,Sp_Def,HP,"{""coefficient"": 0.41127, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","When HP is fixed, how do Sp_Atk and Sp_Def correlate?",medium
Pokedex Dataset,Sp_Atk,Pr_Male,HP,"{""coefficient"": 0.13322, ""p value"": 0.00071, ""conclusion"": ""Not strongly correlated""}",What is the impact of Sp_Atk on Pr_Male with HP taken into consideration?,medium
Pokedex Dataset,Sp_Atk,Weight_kg,HP,"{""coefficient"": 0.1503, ""p value"": 5e-05, ""conclusion"": ""Not strongly correlated""}","With HP controlled, what is the correlation strength between Sp_Atk and Weight_kg?",medium
Pokedex Dataset,Sp_Def,Attack,HP,"{""coefficient"": 0.05371, ""p value"": 0.14991, ""conclusion"": ""Not strongly correlated""}","When HP is fixed, how do Sp_Def and Attack correlate?",medium
Pokedex Dataset,Sp_Def,Sp_Atk,HP,"{""coefficient"": 0.41127, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does controlling for HP change the relationship between Sp_Def and Sp_Atk?,medium
Pokedex Dataset,Sp_Def,Pr_Male,HP,"{""coefficient"": 0.04284, ""p value"": 0.27801, ""conclusion"": ""Not strongly correlated""}","After controlling for HP, what is the relationship between Sp_Def and Pr_Male?",medium
Pokedex Dataset,Sp_Def,Weight_kg,HP,"{""coefficient"": 0.19912, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After HP is controlled for, what remains the relationship between Sp_Def and Weight_kg?",medium
Pokedex Dataset,Speed,Attack,HP,"{""coefficient"": 0.29431, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of HP, what correlation exists between Speed and Attack?",medium
Pokedex Dataset,Speed,Sp_Atk,HP,"{""coefficient"": 0.4153, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After controlling for HP, what is the relationship between Speed and Sp_Atk?",medium
Pokedex Dataset,Speed,Pr_Male,HP,"{""coefficient"": 0.07706, ""p value"": 0.0508, ""conclusion"": ""Not strongly correlated""}","After HP is controlled for, what remains the relationship between Speed and Pr_Male?",medium
Pokedex Dataset,Speed,Weight_kg,HP,"{""coefficient"": 0.0397, ""p value"": 0.28736, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between Speed and Weight_kg when controlling for HP?,medium
Pokedex Dataset,Pr_Male,Total,HP,"{""coefficient"": 0.19506, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between Pr_Male and Total when controlling for HP?,medium
Pokedex Dataset,Pr_Male,Defense,HP,"{""coefficient"": 0.07707, ""p value"": 0.05079, ""conclusion"": ""Not strongly correlated""}",What is the partial correlation between Pr_Male and Defense considering HP?,medium
Pokedex Dataset,Pr_Male,Sp_Def,HP,"{""coefficient"": 0.04284, ""p value"": 0.27801, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of HP, what correlation exists between Pr_Male and Sp_Def?",medium
Pokedex Dataset,Pr_Male,Height_m,HP,"{""coefficient"": 0.07281, ""p value"": 0.06501, ""conclusion"": ""Not strongly correlated""}","After factoring in HP, how do Pr_Male and Height_m interact?",medium
Pokedex Dataset,Pr_Male,Catch_Rate,HP,"{""coefficient"": -0.31862, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between Pr_Male and Catch_Rate after HP is considered?,medium
Pokedex Dataset,Height_m,Attack,HP,"{""coefficient"": 0.26883, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between Height_m and Attack after HP is considered?,medium
Pokedex Dataset,Height_m,Sp_Atk,HP,"{""coefficient"": 0.20076, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the impact of Height_m on Sp_Atk with HP taken into consideration?,medium
Pokedex Dataset,Height_m,Speed,HP,"{""coefficient"": 0.169, ""p value"": 1e-05, ""conclusion"": ""Not strongly correlated""}",How does Height_m correlate with Speed when HP is held constant?,medium
Pokedex Dataset,Height_m,Catch_Rate,HP,"{""coefficient"": -0.21704, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does the relationship between Height_m and Catch_Rate manifest when isolating HP?,medium
Pokedex Dataset,Weight_kg,Attack,HP,"{""coefficient"": 0.348, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of HP, what correlation exists between Weight_kg and Attack?",medium
Pokedex Dataset,Weight_kg,Sp_Atk,HP,"{""coefficient"": 0.1503, ""p value"": 5e-05, ""conclusion"": ""Not strongly correlated""}","After controlling for HP, what is the relationship between Weight_kg and Sp_Atk?",medium
Pokedex Dataset,Weight_kg,Speed,HP,"{""coefficient"": 0.0397, ""p value"": 0.28736, ""conclusion"": ""Not strongly correlated""}","After HP is controlled for, what remains the relationship between Weight_kg and Speed?",medium
Pokedex Dataset,Weight_kg,Catch_Rate,HP,"{""coefficient"": -0.20365, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does the relationship between Weight_kg and Catch_Rate manifest when isolating HP?,medium
Pokedex Dataset,Catch_Rate,Defense,HP,"{""coefficient"": -0.38261, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the impact of Catch_Rate on Defense with HP taken into consideration?,medium
Pokedex Dataset,Catch_Rate,Sp_Def,HP,"{""coefficient"": -0.40934, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","When HP is fixed, how do Catch_Rate and Sp_Def correlate?",medium
Pokedex Dataset,Catch_Rate,Pr_Male,HP,"{""coefficient"": -0.31862, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","When HP is fixed, how do Catch_Rate and Pr_Male correlate?",medium
Pokedex Dataset,Catch_Rate,Weight_kg,HP,"{""coefficient"": -0.20365, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After controlling for HP, what is the relationship between Catch_Rate and Weight_kg?",medium
Pokedex Dataset,Defense,HP,Attack,"{""coefficient"": 0.05144, ""p value"": 0.168, ""conclusion"": ""Not strongly correlated""}",How does Defense correlate with HP when Attack is held constant?,medium
Pokedex Dataset,Defense,Sp_Def,Attack,"{""coefficient"": 0.4471, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After controlling for Attack, what is the relationship between Defense and Sp_Def?",medium
Pokedex Dataset,Defense,Pr_Male,Attack,"{""coefficient"": -0.02776, ""p value"": 0.48227, ""conclusion"": ""Not strongly correlated""}","After neutralizing the effect of Attack, how do Defense and Pr_Male relate to each other?",medium
Pokedex Dataset,Defense,Weight_kg,Attack,"{""coefficient"": 0.34383, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does controlling for Attack change the relationship between Defense and Weight_kg?,medium
Pokedex Dataset,Sp_Atk,HP,Attack,"{""coefficient"": 0.26351, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between Sp_Atk and HP upon controlling for Attack?,medium
Pokedex Dataset,Sp_Atk,Sp_Def,Attack,"{""coefficient"": 0.45937, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","When Attack is fixed, how do Sp_Atk and Sp_Def correlate?",medium
Pokedex Dataset,Sp_Atk,Pr_Male,Attack,"{""coefficient"": 0.05463, ""p value"": 0.1665, ""conclusion"": ""Not strongly correlated""}","After factoring in Attack, how do Sp_Atk and Pr_Male interact?",medium
Pokedex Dataset,Sp_Atk,Weight_kg,Attack,"{""coefficient"": 0.15351, ""p value"": 4e-05, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between Sp_Atk and Weight_kg when controlling for Attack?,medium
Pokedex Dataset,Sp_Def,HP,Attack,"{""coefficient"": 0.32473, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With Attack controlled, what is the correlation strength between Sp_Def and HP?",medium
Pokedex Dataset,Sp_Def,Sp_Atk,Attack,"{""coefficient"": 0.45937, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does the relationship between Sp_Def and Sp_Atk manifest when isolating Attack?,medium
Pokedex Dataset,Sp_Def,Pr_Male,Attack,"{""coefficient"": -0.01571, ""p value"": 0.69086, ""conclusion"": ""Not strongly correlated""}",What is the impact of Sp_Def on Pr_Male with Attack taken into consideration?,medium
Pokedex Dataset,Sp_Def,Weight_kg,Attack,"{""coefficient"": 0.26786, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the impact of Sp_Def on Weight_kg with Attack taken into consideration?,medium
Pokedex Dataset,Speed,Total,Attack,"{""coefficient"": 0.46784, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does Speed correlate with Total when Attack is held constant?,medium
Pokedex Dataset,Speed,Defense,Attack,"{""coefficient"": -0.18111, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With the influence of Attack removed, how are Speed and Defense related?",medium
Pokedex Dataset,Speed,Sp_Def,Attack,"{""coefficient"": 0.17799, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After controlling for Attack, what is the relationship between Speed and Sp_Def?",medium
Pokedex Dataset,Speed,Height_m,Attack,"{""coefficient"": 0.10202, ""p value"": 0.00615, ""conclusion"": ""Not strongly correlated""}","When Attack is fixed, how do Speed and Height_m correlate?",medium
Pokedex Dataset,Speed,Catch_Rate,Attack,"{""coefficient"": -0.29262, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between Speed and Catch_Rate upon controlling for Attack?,medium
Pokedex Dataset,Pr_Male,HP,Attack,"{""coefficient"": -0.16467, ""p value"": 3e-05, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between Pr_Male and HP after Attack is considered?,medium
Pokedex Dataset,Pr_Male,Sp_Atk,Attack,"{""coefficient"": 0.05463, ""p value"": 0.1665, ""conclusion"": ""Not strongly correlated""}","After controlling for Attack, what is the relationship between Pr_Male and Sp_Atk?",medium
Pokedex Dataset,Pr_Male,Speed,Attack,"{""coefficient"": 0.00914, ""p value"": 0.81697, ""conclusion"": ""Not strongly correlated""}","With the influence of Attack removed, how are Pr_Male and Speed related?",medium
Pokedex Dataset,Pr_Male,Weight_kg,Attack,"{""coefficient"": -0.03906, ""p value"": 0.32276, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between Pr_Male and Weight_kg when controlling for Attack?,medium
Pokedex Dataset,Height_m,Total,Attack,"{""coefficient"": 0.36894, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After factoring in Attack, how do Height_m and Total interact?",medium
Pokedex Dataset,Height_m,Defense,Attack,"{""coefficient"": 0.2154, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of Attack, what correlation exists between Height_m and Defense?",medium
Pokedex Dataset,Height_m,Sp_Def,Attack,"{""coefficient"": 0.25594, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does the relationship between Height_m and Sp_Def manifest when isolating Attack?,medium
Pokedex Dataset,Height_m,Pr_Male,Attack,"{""coefficient"": -0.03677, ""p value"": 0.35189, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of Attack, what correlation exists between Height_m and Pr_Male?",medium
Pokedex Dataset,Weight_kg,Total,Attack,"{""coefficient"": 0.32767, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between Weight_kg and Total when controlling for Attack?,medium
Pokedex Dataset,Weight_kg,Defense,Attack,"{""coefficient"": 0.34383, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of Attack, what correlation exists between Weight_kg and Defense?",medium
