Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient,question,difficulty
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Death Age : 6-10 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.59758, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Hostage Taking (Barricade Incident) is controlled for, what remains the relationship between Attack method: Facility/Infrastructure Attack and Death Age : 6-10 ?",medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Killed,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.59391, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Attack method: Hostage Taking (Barricade Incident) removed, how are Attack method: Facility/Infrastructure Attack and Terrorist Death Type : Killed related?",medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorism deaths,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.86527, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Hostage Taking (Barricade Incident) is controlled for, what remains the relationship between Attack method: Hostage Taking (Kidnapping) and Terrorism deaths?",medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Facility/Infrastructure Attack,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.66314, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Attack method: Hostage Taking (Kidnapping) and Attack method: Facility/Infrastructure Attack when controlling for Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Bombing/Explosion,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.75816, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Hostage Taking (Barricade Incident), what correlation exists between Attack method: Hostage Taking (Kidnapping) and Attack method: Bombing/Explosion?",medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age: 51-99 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.67766, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Attack method: Hostage Taking (Kidnapping) and Death Age: 51-99  after Attack method: Hostage Taking (Barricade Incident) is considered?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age : 11-20 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.81659, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Hostage Taking (Barricade Incident), what correlation exists between Attack method: Hostage Taking (Kidnapping) and Death Age : 11-20 ?",medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age :  1-5,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.85284, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Attack method: Hostage Taking (Kidnapping) and Death Age :  1-5 upon controlling for Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Killed,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.8517, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Attack method: Hostage Taking (Kidnapping) and Terrorist Death Type : Killed when controlling for Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Terrorism deaths,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.54715, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Hostage Taking (Barricade Incident), what correlation exists between Attack method: Assassination and Terrorism deaths?",medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.66397, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Attack method: Assassination and Attack method: Armed Assault after Attack method: Hostage Taking (Barricade Incident) is considered?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 11-20 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.5239, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Attack method: Hostage Taking (Barricade Incident), how do Attack method: Assassination and Death Age : 11-20  relate to each other?",medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age :  1-5,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.64108, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Attack method: Assassination and Death Age :  1-5 manifest when isolating Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist attacks,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.93224, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Hostage Taking (Barricade Incident) is fixed, how do Attack method: Armed Assault and Terrorist attacks correlate?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Facility/Infrastructure Attack,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.73433, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Attack method: Armed Assault on Attack method: Facility/Infrastructure Attack with Attack method: Hostage Taking (Barricade Incident) taken into consideration?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Assassination,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.66397, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Attack method: Armed Assault correlate with Attack method: Assassination when Attack method: Hostage Taking (Barricade Incident) is held constant?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age 100+,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.52558, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Attack method: Armed Assault correlate with Death Age 100+ when Attack method: Hostage Taking (Barricade Incident) is held constant?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 21-50 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.75763, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Hostage Taking (Barricade Incident) is fixed, how do Attack method: Armed Assault and Death Age : 21-50  correlate?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 6-10 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.88414, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Attack method: Hostage Taking (Barricade Incident) controlled, what is the correlation strength between Attack method: Armed Assault and Death Age : 6-10 ?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Suicide,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.59178, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Attack method: Armed Assault and Terrorist Death Type : Suicide considering Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist attacks,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.96203, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Hostage Taking (Barricade Incident) is fixed, how do Attack method: Bombing/Explosion and Terrorist attacks correlate?",medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Facility/Infrastructure Attack,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.61638, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Attack method: Bombing/Explosion on Attack method: Facility/Infrastructure Attack with Attack method: Hostage Taking (Barricade Incident) taken into consideration?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Assassination,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.57154, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Hostage Taking (Barricade Incident), what is the relationship between Attack method: Bombing/Explosion and Attack method: Assassination?",medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age: 51-99 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.59459, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Attack method: Bombing/Explosion and Death Age: 51-99  when controlling for Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 11-20 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.78439, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Attack method: Bombing/Explosion and Death Age : 11-20  manifest when isolating Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age :  1-5,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.94793, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Attack method: Bombing/Explosion and Death Age :  1-5 after Attack method: Hostage Taking (Barricade Incident) is considered?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Killed,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.79389, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Attack method: Bombing/Explosion correlate with Terrorist Death Type : Killed when Attack method: Hostage Taking (Barricade Incident) is held constant?,medium
Terrorist Attacks Dataset,Death Age 100+,Terrorism deaths,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.73628, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Death Age 100+ on Terrorism deaths with Attack method: Hostage Taking (Barricade Incident) taken into consideration?,medium
Terrorist Attacks Dataset,Death Age 100+,Attack method: Armed Assault,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.52558, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Death Age 100+ on Attack method: Armed Assault with Attack method: Hostage Taking (Barricade Incident) taken into consideration?,medium
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Killed,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.72263, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Attack method: Hostage Taking (Barricade Incident), how do Death Age 100+ and Terrorist Death Type : Killed interact?",medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorism deaths,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.8195, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Attack method: Hostage Taking (Barricade Incident), how do Death Age: 51-99  and Terrorism deaths interact?",medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Attack method: Armed Assault,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.65656, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Hostage Taking (Barricade Incident) is fixed, how do Death Age: 51-99  and Attack method: Armed Assault correlate?",medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Killed,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.79279, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Hostage Taking (Barricade Incident) is controlled for, what remains the relationship between Death Age: 51-99  and Terrorist Death Type : Killed?",medium
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorism deaths,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.94272, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Attack method: Hostage Taking (Barricade Incident) change the relationship between Death Age : 21-50  and Terrorism deaths?,medium
Terrorist Attacks Dataset,Death Age : 21-50 ,Attack method: Armed Assault,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.75763, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Hostage Taking (Barricade Incident), what correlation exists between Death Age : 21-50  and Attack method: Armed Assault?",medium
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorist Death Type : Killed,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.91987, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Death Age : 21-50  and Terrorist Death Type : Killed upon controlling for Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorism deaths,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.95837, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Attack method: Hostage Taking (Barricade Incident) change the relationship between Death Age : 11-20  and Terrorism deaths?,medium
Terrorist Attacks Dataset,Death Age : 11-20 ,Attack method: Hostage Taking (Kidnapping),Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.81659, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Death Age : 11-20  correlate with Attack method: Hostage Taking (Kidnapping) when Attack method: Hostage Taking (Barricade Incident) is held constant?,medium
Terrorist Attacks Dataset,Death Age : 11-20 ,Attack method: Armed Assault,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.80759, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Hostage Taking (Barricade Incident), what is the relationship between Death Age : 11-20  and Attack method: Armed Assault?",medium
Terrorist Attacks Dataset,Death Age : 11-20 ,Terrorist Death Type : Killed,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.9336, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Hostage Taking (Barricade Incident) is fixed, how do Death Age : 11-20  and Terrorist Death Type : Killed correlate?",medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorism deaths,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.95267, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Death Age : 6-10  and Terrorism deaths upon controlling for Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Hostage Taking (Kidnapping),Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.85181, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Hostage Taking (Barricade Incident) is fixed, how do Death Age : 6-10  and Attack method: Hostage Taking (Kidnapping) correlate?",medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Attack method: Armed Assault,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.88414, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Attack method: Hostage Taking (Barricade Incident) change the relationship between Death Age : 6-10  and Attack method: Armed Assault?,medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorist Death Type : Killed,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.95868, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Hostage Taking (Barricade Incident), what correlation exists between Death Age : 6-10  and Terrorist Death Type : Killed?",medium
Terrorist Attacks Dataset,Death Age :  1-5,Terrorism deaths,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.91598, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Death Age :  1-5 and Terrorism deaths manifest when isolating Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Hostage Taking (Kidnapping),Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.85284, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Attack method: Hostage Taking (Barricade Incident), how do Death Age :  1-5 and Attack method: Hostage Taking (Kidnapping) relate to each other?",medium
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Armed Assault,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.91, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Death Age :  1-5 and Attack method: Armed Assault manifest when isolating Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Death Age :  1-5,Terrorist Death Type : Suicide,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.76049, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Death Age :  1-5 and Terrorist Death Type : Suicide considering Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Terrorist attacks,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.73045, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Attack method: Hostage Taking (Barricade Incident) removed, how are Terrorist Death Type : Suicide and Terrorist attacks related?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Hostage Taking (Kidnapping),Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.66977, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Hostage Taking (Barricade Incident), what correlation exists between Terrorist Death Type : Suicide and Attack method: Hostage Taking (Kidnapping)?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Attack method: Bombing/Explosion,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.78612, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Attack method: Hostage Taking (Barricade Incident) removed, how are Terrorist Death Type : Suicide and Attack method: Bombing/Explosion related?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age: 51-99 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.67546, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Hostage Taking (Barricade Incident), what is the relationship between Terrorist Death Type : Suicide and Death Age: 51-99 ?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age : 11-20 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.77074, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Attack method: Hostage Taking (Barricade Incident), how do Terrorist Death Type : Suicide and Death Age : 11-20  relate to each other?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Suicide,Death Age :  1-5,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.76049, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Attack method: Hostage Taking (Barricade Incident) controlled, what is the correlation strength between Terrorist Death Type : Suicide and Death Age :  1-5?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorist attacks,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.88242, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Attack method: Hostage Taking (Barricade Incident) removed, how are Terrorist Death Type : Killed and Terrorist attacks related?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Hijacking,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.50113, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Hostage Taking (Barricade Incident) is fixed, how do Terrorist Death Type : Killed and Attack method: Hijacking correlate?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Hostage Taking (Kidnapping),Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.8517, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Attack method: Hostage Taking (Barricade Incident), how do Terrorist Death Type : Killed and Attack method: Hostage Taking (Kidnapping) interact?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Attack method: Armed Assault,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.88004, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Attack method: Hostage Taking (Barricade Incident), how do Terrorist Death Type : Killed and Attack method: Armed Assault relate to each other?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age 100+,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.72263, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Hostage Taking (Barricade Incident) is fixed, how do Terrorist Death Type : Killed and Death Age 100+ correlate?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 21-50 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.91987, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Hostage Taking (Barricade Incident) is fixed, how do Terrorist Death Type : Killed and Death Age : 21-50  correlate?",medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 6-10 ,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.95868, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Terrorist Death Type : Killed correlate with Death Age : 6-10  when Attack method: Hostage Taking (Barricade Incident) is held constant?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorist Death Type : Suicide,Attack method: Hostage Taking (Barricade Incident),"{""coefficient"": 0.64821, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Hostage Taking (Barricade Incident) is controlled for, what remains the relationship between Terrorist Death Type : Killed and Terrorist Death Type : Suicide?",medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorism deaths,Attack method: Unarmed Assault,"{""coefficient"": 0.65917, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Attack method: Unarmed Assault change the relationship between Attack method: Facility/Infrastructure Attack and Terrorism deaths?,medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Hostage Taking (Barricade Incident),Attack method: Unarmed Assault,"{""coefficient"": 0.62333, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Attack method: Facility/Infrastructure Attack and Attack method: Hostage Taking (Barricade Incident) considering Attack method: Unarmed Assault?,medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Assassination,Attack method: Unarmed Assault,"{""coefficient"": 0.65745, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Attack method: Facility/Infrastructure Attack correlate with Attack method: Assassination when Attack method: Unarmed Assault is held constant?,medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Bombing/Explosion,Attack method: Unarmed Assault,"{""coefficient"": 0.67718, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Unarmed Assault is controlled for, what remains the relationship between Attack method: Facility/Infrastructure Attack and Attack method: Bombing/Explosion?",medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Death Age : 21-50 ,Attack method: Unarmed Assault,"{""coefficient"": 0.58921, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Attack method: Facility/Infrastructure Attack and Death Age : 21-50  after Attack method: Unarmed Assault is considered?,medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Death Age : 6-10 ,Attack method: Unarmed Assault,"{""coefficient"": 0.66661, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Attack method: Unarmed Assault, how do Attack method: Facility/Infrastructure Attack and Death Age : 6-10  relate to each other?",medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Killed,Attack method: Unarmed Assault,"{""coefficient"": 0.67728, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Unarmed Assault, what is the relationship between Attack method: Facility/Infrastructure Attack and Terrorist Death Type : Killed?",medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorism deaths,Attack method: Unarmed Assault,"{""coefficient"": 0.89406, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Attack method: Hostage Taking (Kidnapping) and Terrorism deaths after Attack method: Unarmed Assault is considered?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Hostage Taking (Barricade Incident),Attack method: Unarmed Assault,"{""coefficient"": 0.6276, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Attack method: Unarmed Assault controlled, what is the correlation strength between Attack method: Hostage Taking (Kidnapping) and Attack method: Hostage Taking (Barricade Incident)?",medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Assassination,Attack method: Unarmed Assault,"{""coefficient"": 0.56062, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Attack method: Unarmed Assault change the relationship between Attack method: Hostage Taking (Kidnapping) and Attack method: Assassination?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Bombing/Explosion,Attack method: Unarmed Assault,"{""coefficient"": 0.80094, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Attack method: Unarmed Assault removed, how are Attack method: Hostage Taking (Kidnapping) and Attack method: Bombing/Explosion related?",medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age: 51-99 ,Attack method: Unarmed Assault,"{""coefficient"": 0.73482, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Unarmed Assault, what correlation exists between Attack method: Hostage Taking (Kidnapping) and Death Age: 51-99 ?",medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age : 11-20 ,Attack method: Unarmed Assault,"{""coefficient"": 0.85877, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Attack method: Hostage Taking (Kidnapping) on Death Age : 11-20  with Attack method: Unarmed Assault taken into consideration?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age :  1-5,Attack method: Unarmed Assault,"{""coefficient"": 0.87653, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Attack method: Hostage Taking (Kidnapping) and Death Age :  1-5 manifest when isolating Attack method: Unarmed Assault?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Killed,Attack method: Unarmed Assault,"{""coefficient"": 0.88693, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Attack method: Unarmed Assault removed, how are Attack method: Hostage Taking (Kidnapping) and Terrorist Death Type : Killed related?",medium
Terrorist Attacks Dataset,Attack method: Assassination,Terrorism deaths,Attack method: Unarmed Assault,"{""coefficient"": 0.62904, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Attack method: Unarmed Assault controlled, what is the correlation strength between Attack method: Assassination and Terrorism deaths?",medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Hostage Taking (Barricade Incident),Attack method: Unarmed Assault,"{""coefficient"": 0.56671, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Unarmed Assault is controlled for, what remains the relationship between Attack method: Assassination and Attack method: Hostage Taking (Barricade Incident)?",medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Hostage Taking (Kidnapping),Attack method: Unarmed Assault,"{""coefficient"": 0.56062, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Unarmed Assault is controlled for, what remains the relationship between Attack method: Assassination and Attack method: Hostage Taking (Kidnapping)?",medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Bombing/Explosion,Attack method: Unarmed Assault,"{""coefficient"": 0.63865, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Attack method: Assassination and Attack method: Bombing/Explosion after Attack method: Unarmed Assault is considered?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 11-20 ,Attack method: Unarmed Assault,"{""coefficient"": 0.61429, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Attack method: Assassination and Death Age : 11-20  considering Attack method: Unarmed Assault?,medium
