Dataset Name,Column,Method,Results,question,difficulty
Los Angeles Library Monthly Statistics,Total Computer Usage (Wireless + PC Sessions),Skewness,"{""conclusion"": ""-0.06346""}",Does Total Computer Usage (Wireless + PC Sessions) show any skewness in its distribution?,easy
Los Angeles Library Monthly Statistics,Total Computer Usage (Wireless + PC Sessions),Skewness,"{""conclusion"": ""-0.06346""}",What is the skewness value for Total Computer Usage (Wireless + PC Sessions)?,easy
Los Angeles Library Monthly Statistics,Total Computer Usage (Wireless + PC Sessions),Kurtosis,"{""conclusion"": ""-0.40495""}",Is there significant kurtosis present in the data for Total Computer Usage (Wireless + PC Sessions)?,easy
Los Angeles Library Monthly Statistics,Total Computer Usage (Wireless + PC Sessions),Kurtosis,"{""conclusion"": ""-0.40495""}",Could you determine the extent of peaked for Total Computer Usage (Wireless + PC Sessions)?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Mean,"{""conclusion"": ""25895.65""}",What is the average of the New Cardholders values?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Mean,"{""conclusion"": ""25895.65""}",Could you determine the average amount in New Cardholders?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Median,"{""conclusion"": ""16983.0""}",Can you tell me the median value in New Cardholders?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Median,"{""conclusion"": ""16983.0""}",How to compute the median of New Cardholders?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Range,"{""conclusion"": ""163401.0""}",What is the scale of variation for New Cardholders?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Range,"{""conclusion"": ""163401.0""}",Can you determine the range covered by New Cardholders?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Quartile,"{""conclusion"": ""\""{'Min': 10294.0, 'Q1': 15014.0, 'Median': 16983.0, 'Q3': 19850.25, 'Max': 173695.0}\""""}",Can you calculate the quartiles for New Cardholders?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Quartile,"{""conclusion"": ""\""{'Min': 10294.0, 'Q1': 15014.0, 'Median': 16983.0, 'Q3': 19850.25, 'Max': 173695.0}\""""}",Can you determine the quartile breakdown for New Cardholders?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Standard Deviation,"{""conclusion"": ""28911.32742""}","What is the variance measure for New Cardholders, as indicated by its standard deviation?",easy
Los Angeles Library Monthly Statistics,New Cardholders,Standard Deviation,"{""conclusion"": ""28911.32742""}",What is the measure of standard variability for New Cardholders?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Skewness,"{""conclusion"": ""3.44945""}",How does the asymmetry of New Cardholders?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Skewness,"{""conclusion"": ""3.44945""}",What is the skewness value for New Cardholders?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Kurtosis,"{""conclusion"": ""12.61469""}",Can you calculate the kurtosis for New Cardholders?,easy
Los Angeles Library Monthly Statistics,New Cardholders,Kurtosis,"{""conclusion"": ""12.61469""}",Could you determine the extent of peaked for New Cardholders?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Mean,"{""conclusion"": ""819.48485""}",How much is the average figure for # of Individuals Assisted in Pursuing Citizenship?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Mean,"{""conclusion"": ""819.48485""}",What's the mean value of # of Individuals Assisted in Pursuing Citizenship?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Median,"{""conclusion"": ""783.0""}",What number represents the median of # of Individuals Assisted in Pursuing Citizenship?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Median,"{""conclusion"": ""783.0""}",How do I find the median for # of Individuals Assisted in Pursuing Citizenship?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Range,"{""conclusion"": ""1263.0""}",Can you calculate the total span of # of Individuals Assisted in Pursuing Citizenship?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Range,"{""conclusion"": ""1263.0""}",How broad is the scope of # of Individuals Assisted in Pursuing Citizenship values?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Quartile,"{""conclusion"": ""\""{'Min': 342.0, 'Q1': 652.0, 'Median': 783.0, 'Q3': 994.0, 'Max': 1605.0}\""""}",How do the values in # of Individuals Assisted in Pursuing Citizenship spread in terms of quartiles?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Quartile,"{""conclusion"": ""\""{'Min': 342.0, 'Q1': 652.0, 'Median': 783.0, 'Q3': 994.0, 'Max': 1605.0}\""""}",Can you calculate the quartiles for # of Individuals Assisted in Pursuing Citizenship?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Standard Deviation,"{""conclusion"": ""256.22435""}","How spread out are the values in # of Individuals Assisted in Pursuing Citizenship, in terms of standard deviation?",easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Standard Deviation,"{""conclusion"": ""256.22435""}",What's the level of spread in # of Individuals Assisted in Pursuing Citizenship as indicated by its standard deviation?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Skewness,"{""conclusion"": ""0.82577""}",What is the skewness value for # of Individuals Assisted in Pursuing Citizenship?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Skewness,"{""conclusion"": ""0.82577""}",Can you determine the skewness level for # of Individuals Assisted in Pursuing Citizenship?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Kurtosis,"{""conclusion"": ""1.55643""}",Is there significant kurtosis present in the data for # of Individuals Assisted in Pursuing Citizenship?,easy
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,Kurtosis,"{""conclusion"": ""1.55643""}",What is the level of kurtosis in # of Individuals Assisted in Pursuing Citizenship?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Mean,"{""conclusion"": ""227.18182""}",Can you calculate the mean for # of Homeless Individuals Served at The Source?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Mean,"{""conclusion"": ""227.18182""}",What's the mean value of # of Homeless Individuals Served at The Source?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Median,"{""conclusion"": ""220.0""}",How do I find the median for # of Homeless Individuals Served at The Source?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Median,"{""conclusion"": ""220.0""}",Can you find out what the median is in # of Homeless Individuals Served at The Source?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Range,"{""conclusion"": ""366.0""}",What is the scale of variation for # of Homeless Individuals Served at The Source?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Range,"{""conclusion"": ""366.0""}",What is the difference between the maximum and minimum values in # of Homeless Individuals Served at The Source?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Quartile,"{""conclusion"": ""\""{'Min': 47.0, 'Q1': 143.0, 'Median': 220.0, 'Q3': 336.0, 'Max': 413.0}\""""}",Could you find the quartile divisions in # of Homeless Individuals Served at The Source?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Quartile,"{""conclusion"": ""\""{'Min': 47.0, 'Q1': 143.0, 'Median': 220.0, 'Q3': 336.0, 'Max': 413.0}\""""}",Could you show the quartile segmentation of # of Homeless Individuals Served at The Source?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Standard Deviation,"{""conclusion"": ""107.49868""}",Can you determine the dispersion in # of Homeless Individuals Served at The Source using standard deviation?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Standard Deviation,"{""conclusion"": ""107.49868""}",What's the level of spread in # of Homeless Individuals Served at The Source as indicated by its standard deviation?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Skewness,"{""conclusion"": ""0.21217""}",Can you calculate the skew of # of Homeless Individuals Served at The Source?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Skewness,"{""conclusion"": ""0.21217""}",Can you determine the skewness level for # of Homeless Individuals Served at The Source?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Kurtosis,"{""conclusion"": ""-1.18201""}",Can you calculate the kurtosis for # of Homeless Individuals Served at The Source?,easy
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Kurtosis,"{""conclusion"": ""-1.18201""}",Could you determine the extent of peaked for # of Homeless Individuals Served at The Source?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Mean,"{""conclusion"": ""18259.60606""}",Could you determine the average amount in # of Attendees at Children's and Teen Programming?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Mean,"{""conclusion"": ""18259.60606""}",How do you find the average in # of Attendees at Children's and Teen Programming?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Median,"{""conclusion"": ""18359.0""}",What number represents the median of # of Attendees at Children's and Teen Programming?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Median,"{""conclusion"": ""18359.0""}",Can you find out what the median is in # of Attendees at Children's and Teen Programming?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Range,"{""conclusion"": ""23668.0""}",How wide is the range of values in # of Attendees at Children's and Teen Programming?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Range,"{""conclusion"": ""23668.0""}",What is the scale of variation for # of Attendees at Children's and Teen Programming?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Quartile,"{""conclusion"": ""\""{'Min': 9390.0, 'Q1': 14348.0, 'Median': 18359.0, 'Q3': 20996.0, 'Max': 33058.0}\""""}",What's the quartile distribution for the data in # of Attendees at Children's and Teen Programming?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Quartile,"{""conclusion"": ""\""{'Min': 9390.0, 'Q1': 14348.0, 'Median': 18359.0, 'Q3': 20996.0, 'Max': 33058.0}\""""}",Can you determine the quartile breakdown for # of Attendees at Children's and Teen Programming?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Standard Deviation,"{""conclusion"": ""5683.80094""}",Could you find the standard deviation value of # of Attendees at Children's and Teen Programming?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Standard Deviation,"{""conclusion"": ""5683.80094""}","What is the variance measure for # of Attendees at Children's and Teen Programming, as indicated by its standard deviation?",easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Skewness,"{""conclusion"": ""0.69632""}",What is the degree of asymmetry in # of Attendees at Children's and Teen Programming?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Skewness,"{""conclusion"": ""0.69632""}",Is # of Attendees at Children's and Teen Programming positively or negatively skewed?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Kurtosis,"{""conclusion"": ""0.35467""}",Can you calculate the kurtosis for # of Attendees at Children's and Teen Programming?,easy
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Kurtosis,"{""conclusion"": ""0.35467""}",Does # of Attendees at Children's and Teen Programming have a high or low kurtosis?,easy
Lung Cancer Survey Dataset,GENDER,Mode,"{""conclusion"": ""MALE""}",Which value occurs the most in GENDER?,easy
Lung Cancer Survey Dataset,GENDER,Mode,"{""conclusion"": ""MALE""}",How to calculate the mode of GENDER?,easy
Lung Cancer Survey Dataset,AGE,Mean,"{""conclusion"": ""62.67314""}",How much is the average figure for AGE?,easy
Lung Cancer Survey Dataset,AGE,Mean,"{""conclusion"": ""62.67314""}",What is the average of the AGE values?,easy
Lung Cancer Survey Dataset,AGE,Median,"{""conclusion"": ""62.0""}",What number represents the median of AGE?,easy
Lung Cancer Survey Dataset,AGE,Median,"{""conclusion"": ""62.0""}",What is the middle value in AGE?,easy
Lung Cancer Survey Dataset,AGE,Range,"{""conclusion"": ""66.0""}",Can you determine the range covered by AGE?,easy
Lung Cancer Survey Dataset,AGE,Range,"{""conclusion"": ""66.0""}",What is the scale of variation for AGE?,easy
Lung Cancer Survey Dataset,AGE,Quartile,"{""conclusion"": ""\""{'Min': 21.0, 'Q1': 57.0, 'Median': 62.0, 'Q3': 69.0, 'Max': 87.0}\""""}",What's the quartile distribution for the data in AGE?,easy
Lung Cancer Survey Dataset,AGE,Quartile,"{""conclusion"": ""\""{'Min': 21.0, 'Q1': 57.0, 'Median': 62.0, 'Q3': 69.0, 'Max': 87.0}\""""}",What are the quartile values in AGE?,easy
Lung Cancer Survey Dataset,AGE,Standard Deviation,"{""conclusion"": ""8.19701""}","How spread out are the values in AGE, in terms of standard deviation?",easy
Lung Cancer Survey Dataset,AGE,Standard Deviation,"{""conclusion"": ""8.19701""}",Could you provide the standard deviation for the dataset in AGE?,easy
Lung Cancer Survey Dataset,AGE,Skewness,"{""conclusion"": ""-0.39509""}",What is the skewness value for AGE?,easy
Lung Cancer Survey Dataset,AGE,Skewness,"{""conclusion"": ""-0.39509""}",Can you calculate the skew of AGE?,easy
Lung Cancer Survey Dataset,AGE,Kurtosis,"{""conclusion"": ""1.74656""}",Can you calculate the kurtosis for AGE?,easy
Lung Cancer Survey Dataset,AGE,Kurtosis,"{""conclusion"": ""1.74656""}",Could you determine the extent of peaked for AGE?,easy
Lung Cancer Survey Dataset,SMOKING,Mode,"{""conclusion"": ""1""}",Can you tell me the most repeated value in SMOKING?,easy
Lung Cancer Survey Dataset,SMOKING,Mode,"{""conclusion"": ""1""}",Can you find the mode of SMOKING?,easy
Lung Cancer Survey Dataset,YELLOW_FINGERS,Mode,"{""conclusion"": ""1""}",Which value occurs the most in YELLOW_FINGERS?,easy
Lung Cancer Survey Dataset,YELLOW_FINGERS,Mode,"{""conclusion"": ""1""}",How to calculate the mode of YELLOW_FINGERS?,easy
Lung Cancer Survey Dataset,ANXIETY,Mode,"{""conclusion"": ""0""}",What appears most often in ANXIETY?,easy
Lung Cancer Survey Dataset,ANXIETY,Mode,"{""conclusion"": ""0""}",What is the most frequent value in ANXIETY?,easy
Lung Cancer Survey Dataset,PEER_PRESSURE,Mode,"{""conclusion"": ""1""}",What is the most frequent value in PEER_PRESSURE?,easy
Lung Cancer Survey Dataset,PEER_PRESSURE,Mode,"{""conclusion"": ""1""}",Which value occurs the most in PEER_PRESSURE?,easy
Lung Cancer Survey Dataset,CHRONIC DISEASE,Mode,"{""conclusion"": ""1""}",What is the most frequent value in CHRONIC DISEASE?,easy
Lung Cancer Survey Dataset,CHRONIC DISEASE,Mode,"{""conclusion"": ""1""}",Could you identify the mode value of CHRONIC DISEASE?,easy
Lung Cancer Survey Dataset,FATIGUE ,Mode,"{""conclusion"": ""1""}",What appears most often in FATIGUE ?,easy
Lung Cancer Survey Dataset,FATIGUE ,Mode,"{""conclusion"": ""1""}",Which value occurs the most in FATIGUE ?,easy
Lung Cancer Survey Dataset,ALLERGY ,Mode,"{""conclusion"": ""1""}",What's the most common value in ALLERGY ?,easy
Lung Cancer Survey Dataset,ALLERGY ,Mode,"{""conclusion"": ""1""}",Could you identify the mode value of ALLERGY ?,easy
Lung Cancer Survey Dataset,WHEEZING,Mode,"{""conclusion"": ""1""}",What is the most frequent value in WHEEZING?,easy
Lung Cancer Survey Dataset,WHEEZING,Mode,"{""conclusion"": ""1""}",Could you identify the mode value of WHEEZING?,easy
Lung Cancer Survey Dataset,ALCOHOL CONSUMING,Mode,"{""conclusion"": ""1""}",Which value occurs the most in ALCOHOL CONSUMING?,easy
Lung Cancer Survey Dataset,ALCOHOL CONSUMING,Mode,"{""conclusion"": ""1""}",Could you identify the mode value of ALCOHOL CONSUMING?,easy
Lung Cancer Survey Dataset,COUGHING,Mode,"{""conclusion"": ""1""}",How to calculate the mode of COUGHING?,easy
Lung Cancer Survey Dataset,COUGHING,Mode,"{""conclusion"": ""1""}",Which value occurs the most in COUGHING?,easy
Lung Cancer Survey Dataset,SHORTNESS OF BREATH,Mode,"{""conclusion"": ""1""}",What's the most common value in SHORTNESS OF BREATH?,easy
Lung Cancer Survey Dataset,SHORTNESS OF BREATH,Mode,"{""conclusion"": ""1""}",How to calculate the mode of SHORTNESS OF BREATH?,easy
Lung Cancer Survey Dataset,SWALLOWING DIFFICULTY,Mode,"{""conclusion"": ""0""}",What appears most often in SWALLOWING DIFFICULTY?,easy
Lung Cancer Survey Dataset,SWALLOWING DIFFICULTY,Mode,"{""conclusion"": ""0""}",What is the most frequent value in SWALLOWING DIFFICULTY?,easy
Lung Cancer Survey Dataset,CHEST PAIN,Mode,"{""conclusion"": ""1""}",Can you tell me the most repeated value in CHEST PAIN?,easy
Lung Cancer Survey Dataset,CHEST PAIN,Mode,"{""conclusion"": ""1""}",Which value occurs the most in CHEST PAIN?,easy
Lung Cancer Survey Dataset,LUNG_CANCER,Mode,"{""conclusion"": ""YES""}",Can you tell me the most repeated value in LUNG_CANCER?,easy
Lung Cancer Survey Dataset,LUNG_CANCER,Mode,"{""conclusion"": ""YES""}",Can you find the mode of LUNG_CANCER?,easy
Monroe County Car Crach Dataset,Weekend?,Mode,"{""conclusion"": ""Weekday""}",Could you identify the mode value of Weekend??,easy
Monroe County Car Crach Dataset,Weekend?,Mode,"{""conclusion"": ""Weekday""}",What appears most often in Weekend??,easy
Monroe County Car Crach Dataset,Hour,Mean,"{""conclusion"": ""1347.26535""}",How do you find the average in Hour?,easy
Monroe County Car Crach Dataset,Hour,Mean,"{""conclusion"": ""1347.26535""}",What is the average of the Hour values?,easy
Monroe County Car Crach Dataset,Hour,Median,"{""conclusion"": ""1400.0""}",Can you calculate the median of Hour?,easy
Monroe County Car Crach Dataset,Hour,Median,"{""conclusion"": ""1400.0""}",What is the middle value in Hour?,easy
Monroe County Car Crach Dataset,Hour,Range,"{""conclusion"": ""2300.0""}",Can you calculate the total span of Hour?,easy
Monroe County Car Crach Dataset,Hour,Range,"{""conclusion"": ""2300.0""}",How broad is the scope of Hour values?,easy
Monroe County Car Crach Dataset,Hour,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1000.0, 'Median': 1400.0, 'Q3': 1700.0, 'Max': 2300.0}\""""}",Can you determine the quartile breakdown for Hour?,easy
Monroe County Car Crach Dataset,Hour,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1000.0, 'Median': 1400.0, 'Q3': 1700.0, 'Max': 2300.0}\""""}",Can you calculate the quartiles for Hour?,easy
Monroe County Car Crach Dataset,Hour,Standard Deviation,"{""conclusion"": ""531.64909""}","How do the numbers in Hour vary, as shown by the standard deviation?",easy
Monroe County Car Crach Dataset,Hour,Standard Deviation,"{""conclusion"": ""531.64909""}",What is the measure of standard variability for Hour?,easy
Monroe County Car Crach Dataset,Hour,Skewness,"{""conclusion"": ""-0.52851""}",How skewed is the distribution of Hour?,easy
Monroe County Car Crach Dataset,Hour,Skewness,"{""conclusion"": ""-0.52851""}",Does Hour show any skewness in its distribution?,easy
Monroe County Car Crach Dataset,Hour,Kurtosis,"{""conclusion"": ""-0.0943""}",Can you calculate the kurtosis for Hour?,easy
Monroe County Car Crach Dataset,Hour,Kurtosis,"{""conclusion"": ""-0.0943""}",What is the level of kurtosis in Hour?,easy
Monroe County Car Crach Dataset,Collision Type,Mode,"{""conclusion"": ""2-Car""}",How to calculate the mode of Collision Type?,easy
Monroe County Car Crach Dataset,Collision Type,Mode,"{""conclusion"": ""2-Car""}",Can you tell me the most repeated value in Collision Type?,easy
Monroe County Car Crach Dataset,Injury Type,Mode,"{""conclusion"": ""No injury/unknown""}",What's the most common value in Injury Type?,easy
Monroe County Car Crach Dataset,Injury Type,Mode,"{""conclusion"": ""No injury/unknown""}",Can you tell me the most repeated value in Injury Type?,easy
Monroe County Car Crach Dataset,Primary Factor,Mode,"{""conclusion"": ""FAILURE TO YIELD RIGHT OF WAY""}",Could you identify the mode value of Primary Factor?,easy
Monroe County Car Crach Dataset,Primary Factor,Mode,"{""conclusion"": ""FAILURE TO YIELD RIGHT OF WAY""}",What is the most frequent value in Primary Factor?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,type,Mode,"{""conclusion"": ""MOVIE""}",What's the most common value in type?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,type,Mode,"{""conclusion"": ""MOVIE""}",Which value occurs the most in type?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,age_certification,Mode,"{""conclusion"": ""TV-MA""}",What's the most common value in age_certification?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,age_certification,Mode,"{""conclusion"": ""TV-MA""}",Which value occurs the most in age_certification?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Mean,"{""conclusion"": ""79.19989""}",Could you determine the average amount in runtime?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Mean,"{""conclusion"": ""79.19989""}",Can you tell me the average number in runtime?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Median,"{""conclusion"": ""87.0""}",Can you find out what the median is in runtime?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Median,"{""conclusion"": ""87.0""}",How do I find the median for runtime?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Range,"{""conclusion"": ""235.0""}",What is the scale of variation for runtime?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Range,"{""conclusion"": ""235.0""}",How wide is the range of values in runtime?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 45.0, 'Median': 87.0, 'Q3': 106.0, 'Max': 235.0}\""""}",What's the quartile distribution for the data in runtime?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 45.0, 'Median': 87.0, 'Q3': 106.0, 'Max': 235.0}\""""}",Can you calculate the quartiles for runtime?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Standard Deviation,"{""conclusion"": ""38.91229""}",Could you provide the standard deviation for the dataset in runtime?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Standard Deviation,"{""conclusion"": ""38.91229""}","How do the numbers in runtime vary, as shown by the standard deviation?",easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Skewness,"{""conclusion"": ""0.12985""}",Can you calculate the skew of runtime?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Skewness,"{""conclusion"": ""0.12985""}",How does the asymmetry of runtime?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Kurtosis,"{""conclusion"": ""-0.54854""}",What is the degree of peaked for runtime?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,Kurtosis,"{""conclusion"": ""-0.54854""}",Does runtime have a high or low kurtosis?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Mean,"{""conclusion"": ""6.53345""}",What does the mean of imdb_score indicate?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Mean,"{""conclusion"": ""6.53345""}",Can you tell me the average number in imdb_score?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Median,"{""conclusion"": ""6.6""}",Can you calculate the median of imdb_score?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Median,"{""conclusion"": ""6.6""}",Can you find out what the median is in imdb_score?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Range,"{""conclusion"": ""8.1""}",How wide is the range of values in imdb_score?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Range,"{""conclusion"": ""8.1""}",Can you calculate the total span of imdb_score?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Quartile,"{""conclusion"": ""\""{'Min': 1.5, 'Q1': 5.8, 'Median': 6.6, 'Q3': 7.4, 'Max': 9.6}\""""}",Could you find the quartile divisions in imdb_score?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Quartile,"{""conclusion"": ""\""{'Min': 1.5, 'Q1': 5.8, 'Median': 6.6, 'Q3': 7.4, 'Max': 9.6}\""""}",What's the quartile distribution for the data in imdb_score?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Standard Deviation,"{""conclusion"": ""1.16082""}","What is the variance measure for imdb_score, as indicated by its standard deviation?",easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Standard Deviation,"{""conclusion"": ""1.16082""}","How spread out are the values in imdb_score, in terms of standard deviation?",easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Skewness,"{""conclusion"": ""-0.6599""}",Can you calculate the skew of imdb_score?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Skewness,"{""conclusion"": ""-0.6599""}",Does imdb_score show any skewness in its distribution?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Kurtosis,"{""conclusion"": ""0.78618""}",Can you calculate the kurtosis for imdb_score?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,Kurtosis,"{""conclusion"": ""0.78618""}",Is there significant kurtosis present in the data for imdb_score?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Mean,"{""conclusion"": ""23407.19499""}",Can you calculate the mean for imdb_votes?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Mean,"{""conclusion"": ""23407.19499""}",How do you find the average in imdb_votes?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Median,"{""conclusion"": ""2279.0""}",Can you find out what the median is in imdb_votes?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Median,"{""conclusion"": ""2279.0""}",How do I find the median for imdb_votes?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Range,"{""conclusion"": ""2268283.0""}",Could you tell me the distance from the smallest to the largest value in imdb_votes?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Range,"{""conclusion"": ""2268283.0""}",What is the difference between the maximum and minimum values in imdb_votes?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Quartile,"{""conclusion"": ""\""{'Min': 5.0, 'Q1': 521.0, 'Median': 2279.0, 'Q3': 10144.0, 'Max': 2268288.0}\""""}",Could you find the quartile divisions in imdb_votes?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Quartile,"{""conclusion"": ""\""{'Min': 5.0, 'Q1': 521.0, 'Median': 2279.0, 'Q3': 10144.0, 'Max': 2268288.0}\""""}",How are the data in imdb_votes distributed across quartiles?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Standard Deviation,"{""conclusion"": ""87126.04373""}","How do the numbers in imdb_votes vary, as shown by the standard deviation?",easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Standard Deviation,"{""conclusion"": ""87126.04373""}","How spread out are the values in imdb_votes, in terms of standard deviation?",easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Skewness,"{""conclusion"": ""11.30585""}",Does imdb_votes show any skewness in its distribution?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Skewness,"{""conclusion"": ""11.30585""}",Can you calculate the skew of imdb_votes?,easy
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_votes,Kurtosis,"{""conclusion"": ""202.17161""}",What is the level of kurtosis in imdb_votes?,easy
