Dataset Name,Column,Distribution,Kolmogorov-Smirnov Test,question,difficulty
Pokedex Dataset,Defense,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Defense reflect the properties of a Exponential distribution?,easy
Pokedex Dataset,Defense,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Defense to exhibit a Exponential distribution?",easy
Pokedex Dataset,Sp_Atk,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Sp_Atk exhibit a Exponential distribution?,easy
Pokedex Dataset,Sp_Atk,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Sp_Atk resemble a Exponential distribution?,easy
Pokedex Dataset,Sp_Atk,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Sp_Atk reflect the properties of a Exponential distribution?,easy
Pokedex Dataset,Sp_Def,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Sp_Def similar to a Exponential distribution?,easy
Pokedex Dataset,Sp_Def,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Sp_Def?,easy
Pokedex Dataset,Sp_Def,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Sp_Def by a Exponential distribution?,easy
Pokedex Dataset,Speed,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Speed comply with the Exponential model?,easy
Pokedex Dataset,Speed,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the Speed data?,easy
Pokedex Dataset,Speed,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Speed to exhibit a Exponential distribution?",easy
Pokedex Dataset,Pr_Male,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that Pr_Male data follows?,easy
Pokedex Dataset,Pr_Male,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the Pr_Male data?,easy
Pokedex Dataset,Pr_Male,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Pr_Male conform to a Exponential distribution?,easy
Pokedex Dataset,Height_m,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Height_m demonstrating as Exponential distribution?Is the Exponential distribution a good fit for Height_m data?,easy
Pokedex Dataset,Height_m,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Height_m similar to a Exponential distribution?,easy
Pokedex Dataset,Height_m,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for Height_m data?,easy
Pokedex Dataset,Weight_kg,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Weight_kg similar to a Exponential distribution?,easy
Pokedex Dataset,Weight_kg,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Weight_kg reflect the properties of a Exponential distribution?,easy
Pokedex Dataset,Weight_kg,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Weight_kg?,easy
Pokedex Dataset,Catch_Rate,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Catch_Rate is subject to Exponential distribution?,easy
Pokedex Dataset,Catch_Rate,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Catch_Rate similar to a Exponential distribution?,easy
Pokedex Dataset,Catch_Rate,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Catch_Rate by a Exponential distribution?,easy
Pokedex Dataset,Total,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Total similar to a Uniform distribution?,easy
Pokedex Dataset,Total,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Total reflect the properties of a Uniform distribution?,easy
Pokedex Dataset,Total,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Total exhibit a Uniform distribution?,easy
Pokedex Dataset,HP,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of HP by a Uniform distribution?,easy
Pokedex Dataset,HP,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of HP comply with the Uniform model?,easy
Pokedex Dataset,HP,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of HP resemble a Uniform distribution?,easy
Pokedex Dataset,Attack,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Attack by a Uniform distribution?,easy
Pokedex Dataset,Attack,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Attack demonstrating as Uniform distribution?Is the Uniform distribution a good fit for Attack data?,easy
Pokedex Dataset,Attack,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Attack to exhibit a Uniform distribution?",easy
Pokedex Dataset,Defense,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for Defense data?,easy
Pokedex Dataset,Defense,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Defense conform to a Uniform distribution?,easy
Pokedex Dataset,Defense,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Defense data to have been drawn from a Uniform distribution?,easy
Pokedex Dataset,Sp_Atk,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that Sp_Atk data follows?,easy
Pokedex Dataset,Sp_Atk,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Sp_Atk comply with the Uniform model?,easy
Pokedex Dataset,Sp_Atk,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Sp_Atk resemble a Uniform distribution?,easy
Pokedex Dataset,Sp_Def,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Sp_Def data?,easy
Pokedex Dataset,Sp_Def,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Sp_Def by a Uniform distribution?,easy
Pokedex Dataset,Sp_Def,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Sp_Def demonstrating as Uniform distribution?Is the Uniform distribution a good fit for Sp_Def data?,easy
Pokedex Dataset,Speed,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Speed reflect the properties of a Uniform distribution?,easy
Pokedex Dataset,Speed,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Speed resemble a Uniform distribution?,easy
Pokedex Dataset,Speed,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in Speed?,easy
Pokedex Dataset,Pr_Male,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Pr_Male data?,easy
Pokedex Dataset,Pr_Male,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Pr_Male comply with the Uniform model?,easy
Pokedex Dataset,Pr_Male,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Pr_Male similar to a Uniform distribution?,easy
Pokedex Dataset,Height_m,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for Height_m?,easy
Pokedex Dataset,Height_m,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Height_m exhibit a Uniform distribution?,easy
Pokedex Dataset,Height_m,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Height_m conform to a Uniform distribution?,easy
Pokedex Dataset,Weight_kg,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for Weight_kg data?,easy
Pokedex Dataset,Weight_kg,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Weight_kg reflect the properties of a Uniform distribution?,easy
Pokedex Dataset,Weight_kg,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for Weight_kg?,easy
Pokedex Dataset,Catch_Rate,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Catch_Rate data to have been drawn from a Uniform distribution?,easy
Pokedex Dataset,Catch_Rate,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Catch_Rate to exhibit a Uniform distribution?",easy
Pokedex Dataset,Catch_Rate,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in Catch_Rate?,easy
Pokedex Dataset,Total,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Total data presents a Gamma distribution?,easy
Pokedex Dataset,Total,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Total demonstrating as Gamma distribution?Is the Gamma distribution a good fit for Total data?,easy
Pokedex Dataset,Total,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Total exhibit a Gamma distribution?,easy
Pokedex Dataset,HP,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does HP conform to a Gamma distribution?,easy
Pokedex Dataset,HP,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of HP resemble a Gamma distribution?,easy
Pokedex Dataset,HP,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in HP consistent with a Gamma distribution?,easy
Pokedex Dataset,Attack,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Attack resemble a Gamma distribution?,easy
Pokedex Dataset,Attack,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Attack to exhibit a Gamma distribution?",easy
Pokedex Dataset,Attack,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Attack data presents a Gamma distribution?,easy
Pokedex Dataset,Defense,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Gamma distribution that Defense data follows?,easy
Pokedex Dataset,Defense,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Defense to exhibit a Gamma distribution?",easy
Pokedex Dataset,Defense,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Defense conform to a Gamma distribution?,easy
Pokedex Dataset,Sp_Atk,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for Sp_Atk?,easy
Pokedex Dataset,Sp_Atk,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in Sp_Atk?,easy
Pokedex Dataset,Sp_Atk,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Sp_Atk is subject to Gamma distribution?,easy
Pokedex Dataset,Sp_Def,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Sp_Def reflect the properties of a Gamma distribution?,easy
Pokedex Dataset,Sp_Def,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Sp_Def comply with the Gamma model?,easy
Pokedex Dataset,Sp_Def,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Sp_Def data presents a Gamma distribution?,easy
Pokedex Dataset,Speed,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Speed conform to a Gamma distribution?,easy
Pokedex Dataset,Speed,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Speed is subject to Gamma distribution?,easy
Pokedex Dataset,Speed,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Speed exhibit a Gamma distribution?,easy
Pokedex Dataset,Pr_Male,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in Pr_Male?,easy
Pokedex Dataset,Pr_Male,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Pr_Male consistent with a Gamma distribution?,easy
Pokedex Dataset,Pr_Male,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Pr_Male is subject to Gamma distribution?,easy
Pokedex Dataset,Height_m,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Height_m is subject to Gamma distribution?,easy
Pokedex Dataset,Height_m,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Height_m resemble a Gamma distribution?,easy
Pokedex Dataset,Height_m,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Height_m data presents a Gamma distribution?,easy
Pokedex Dataset,Weight_kg,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for Weight_kg?,easy
Pokedex Dataset,Weight_kg,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Weight_kg resemble a Gamma distribution?,easy
Pokedex Dataset,Weight_kg,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Weight_kg data to have been drawn from a Gamma distribution?,easy
Pokedex Dataset,Catch_Rate,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Catch_Rate comply with the Gamma model?,easy
Pokedex Dataset,Catch_Rate,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Catch_Rate exhibit a Gamma distribution?,easy
Pokedex Dataset,Catch_Rate,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Catch_Rate reflect the properties of a Gamma distribution?,easy
Raman Ratings Dataset,Review #,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Review # consistent with a Exponential distribution?,easy
Raman Ratings Dataset,Review #,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Review # is subject to Exponential distribution?,easy
Raman Ratings Dataset,Review #,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Review # comply with the Exponential model?,easy
Raman Ratings Dataset,Review #,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Review # is subject to Gamma distribution?,easy
Raman Ratings Dataset,Review #,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Review # data to have been drawn from a Gamma distribution?,easy
Raman Ratings Dataset,Review #,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the Review # data?,easy
Real Estate Valuation Dataset,X2 house age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in X2 house age exhibit a Exponential distribution?,easy
Real Estate Valuation Dataset,X2 house age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider X2 house age to exhibit a Exponential distribution?",easy
Real Estate Valuation Dataset,X2 house age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of X2 house age by a Exponential distribution?,easy
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in X3 distance to the nearest MRT station?,easy
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in X3 distance to the nearest MRT station exhibit a Exponential distribution?,easy
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that X3 distance to the nearest MRT station data presents a Exponential distribution?,easy
Real Estate Valuation Dataset,X4 number of convenience stores,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in X4 number of convenience stores?,easy
Real Estate Valuation Dataset,X4 number of convenience stores,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of X4 number of convenience stores comply with the Exponential model?,easy
Real Estate Valuation Dataset,X4 number of convenience stores,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that X4 number of convenience stores data presents a Exponential distribution?,easy
Real Estate Valuation Dataset,Y house price of unit area,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Y house price of unit area?,easy
Real Estate Valuation Dataset,Y house price of unit area,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Y house price of unit area exhibit a Exponential distribution?,easy
Real Estate Valuation Dataset,Y house price of unit area,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Y house price of unit area demonstrating as Exponential distribution?Is the Exponential distribution a good fit for Y house price of unit area data?,easy
Real Estate Valuation Dataset,X2 house age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of X2 house age similar to a Uniform distribution?,easy
Real Estate Valuation Dataset,X2 house age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of X2 house age resemble a Uniform distribution?,easy
Real Estate Valuation Dataset,X2 house age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that X2 house age data follows?,easy
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for X3 distance to the nearest MRT station?,easy
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of X3 distance to the nearest MRT station comply with the Uniform model?,easy
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does X3 distance to the nearest MRT station reflect the properties of a Uniform distribution?,easy
Real Estate Valuation Dataset,X4 number of convenience stores,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for X4 number of convenience stores data to have been drawn from a Uniform distribution?,easy
Real Estate Valuation Dataset,X4 number of convenience stores,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of X4 number of convenience stores by a Uniform distribution?,easy
Real Estate Valuation Dataset,X4 number of convenience stores,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that X4 number of convenience stores data follows?,easy
Real Estate Valuation Dataset,Y house price of unit area,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Y house price of unit area demonstrating as Uniform distribution?Is the Uniform distribution a good fit for Y house price of unit area data?,easy
Real Estate Valuation Dataset,Y house price of unit area,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Y house price of unit area comply with the Uniform model?,easy
Real Estate Valuation Dataset,Y house price of unit area,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in Y house price of unit area?,easy
Real Estate Valuation Dataset,X2 house age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of X2 house age comply with the Gamma model?,easy
Real Estate Valuation Dataset,X2 house age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in X2 house age exhibit a Gamma distribution?,easy
Real Estate Valuation Dataset,X2 house age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of X2 house age by a Gamma distribution?,easy
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of X3 distance to the nearest MRT station is subject to Gamma distribution?,easy
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is X3 distance to the nearest MRT station demonstrating as Gamma distribution?Is the Gamma distribution a good fit for X3 distance to the nearest MRT station data?,easy
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in X3 distance to the nearest MRT station?,easy
Real Estate Valuation Dataset,X4 number of convenience stores,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of X4 number of convenience stores resemble a Gamma distribution?,easy
Real Estate Valuation Dataset,X4 number of convenience stores,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider X4 number of convenience stores to exhibit a Gamma distribution?",easy
Real Estate Valuation Dataset,X4 number of convenience stores,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for X4 number of convenience stores?,easy
Real Estate Valuation Dataset,Y house price of unit area,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Y house price of unit area exhibit a Gamma distribution?,easy
Real Estate Valuation Dataset,Y house price of unit area,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Y house price of unit area conform to a Gamma distribution?,easy
Real Estate Valuation Dataset,Y house price of unit area,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Y house price of unit area demonstrating as Gamma distribution?Is the Gamma distribution a good fit for Y house price of unit area data?,easy
Salary Dataset by Job Title and Country,Age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Age consistent with a Exponential distribution?,easy
Salary Dataset by Job Title and Country,Age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Age comply with the Exponential model?,easy
Salary Dataset by Job Title and Country,Age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Age data to have been drawn from a Exponential distribution?,easy
Salary Dataset by Job Title and Country,Years of Experience,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Years of Experience to exhibit a Exponential distribution?",easy
Salary Dataset by Job Title and Country,Years of Experience,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Years of Experience data to have been drawn from a Exponential distribution?,easy
Salary Dataset by Job Title and Country,Years of Experience,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Years of Experience conform to a Exponential distribution?,easy
Salary Dataset by Job Title and Country,Salary,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Salary exhibit a Exponential distribution?,easy
Salary Dataset by Job Title and Country,Salary,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Salary similar to a Exponential distribution?,easy
Salary Dataset by Job Title and Country,Salary,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Salary consistent with a Exponential distribution?,easy
Salary Dataset by Job Title and Country,Age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Age reflect the properties of a Uniform distribution?,easy
Salary Dataset by Job Title and Country,Age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Age resemble a Uniform distribution?,easy
Salary Dataset by Job Title and Country,Age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Age to exhibit a Uniform distribution?",easy
Salary Dataset by Job Title and Country,Years of Experience,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in Years of Experience?,easy
Salary Dataset by Job Title and Country,Years of Experience,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for Years of Experience data?,easy
Salary Dataset by Job Title and Country,Years of Experience,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Years of Experience reflect the properties of a Uniform distribution?,easy
Salary Dataset by Job Title and Country,Salary,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Salary by a Uniform distribution?,easy
Salary Dataset by Job Title and Country,Salary,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for Salary?,easy
Salary Dataset by Job Title and Country,Salary,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that Salary data follows?,easy
Salary Dataset by Job Title and Country,Age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Age comply with the Gamma model?,easy
Salary Dataset by Job Title and Country,Age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Age data presents a Gamma distribution?,easy
Salary Dataset by Job Title and Country,Age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Age exhibit a Gamma distribution?,easy
Salary Dataset by Job Title and Country,Years of Experience,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Years of Experience similar to a Gamma distribution?,easy
Salary Dataset by Job Title and Country,Years of Experience,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Years of Experience demonstrating as Gamma distribution?Is the Gamma distribution a good fit for Years of Experience data?,easy
Salary Dataset by Job Title and Country,Years of Experience,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Years of Experience comply with the Gamma model?,easy
Salary Dataset by Job Title and Country,Salary,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Salary consistent with a Gamma distribution?,easy
Salary Dataset by Job Title and Country,Salary,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Salary similar to a Gamma distribution?,easy
Salary Dataset by Job Title and Country,Salary,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Salary exhibit a Gamma distribution?,easy
Stroke Prediction Dataset,age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in age exhibit a Exponential distribution?,easy
Stroke Prediction Dataset,age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is age demonstrating as Exponential distribution?Is the Exponential distribution a good fit for age data?,easy
Stroke Prediction Dataset,age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for age data to have been drawn from a Exponential distribution?,easy
Stroke Prediction Dataset,avg_glucose_level,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the avg_glucose_level data?,easy
Stroke Prediction Dataset,avg_glucose_level,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for avg_glucose_level data?,easy
Stroke Prediction Dataset,avg_glucose_level,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that avg_glucose_level data follows?,easy
