Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,question,difficulty
Obesity or CVD Risk Dataset,Height,FCVC,"{""coefficient"": -0.03812, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.05608, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04051, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Height and FCVC?,easy
Obesity or CVD Risk Dataset,Height,FCVC,"{""coefficient"": -0.03812, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.05608, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04051, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Height and FCVC?,easy
Obesity or CVD Risk Dataset,Height,FCVC,"{""coefficient"": -0.03812, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.05608, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04051, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Height and FCVC consistent?,easy
Obesity or CVD Risk Dataset,Height,FCVC,"{""coefficient"": -0.03812, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.05608, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04051, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Height and FCVC?,easy
Obesity or CVD Risk Dataset,Height,NCP,"{""coefficient"": 0.24367, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20379, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15112, ""conclusion"": ""Not strongly correlated""}",Are movements in Height reflected similarly in NCP?,easy
Obesity or CVD Risk Dataset,Height,NCP,"{""coefficient"": 0.24367, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20379, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15112, ""conclusion"": ""Not strongly correlated""}",Are Height and NCP related in any way?,easy
Obesity or CVD Risk Dataset,Height,NCP,"{""coefficient"": 0.24367, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20379, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15112, ""conclusion"": ""Not strongly correlated""}",How do changes in Height correlate with changes in NCP?,easy
Obesity or CVD Risk Dataset,Height,NCP,"{""coefficient"": 0.24367, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20379, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15112, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Height and NCP?,easy
Obesity or CVD Risk Dataset,Height,NCP,"{""coefficient"": 0.24367, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20379, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15112, ""conclusion"": ""Not strongly correlated""}",Do changes in Height relate to changes in NCP?,easy
Obesity or CVD Risk Dataset,Height,CH2O,"{""coefficient"": 0.21338, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22524, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15948, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Height and CH2O?,easy
Obesity or CVD Risk Dataset,Height,CH2O,"{""coefficient"": 0.21338, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22524, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15948, ""conclusion"": ""Not strongly correlated""}",Do changes in Height relate to changes in CH2O?,easy
Obesity or CVD Risk Dataset,Height,CH2O,"{""coefficient"": 0.21338, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22524, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15948, ""conclusion"": ""Not strongly correlated""}",Are variations in Height associated with variations in CH2O?,easy
Obesity or CVD Risk Dataset,Height,CH2O,"{""coefficient"": 0.21338, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22524, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15948, ""conclusion"": ""Not strongly correlated""}",Are movements in Height reflected similarly in CH2O?,easy
Obesity or CVD Risk Dataset,Height,CH2O,"{""coefficient"": 0.21338, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22524, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15948, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Height and CH2O?,easy
Obesity or CVD Risk Dataset,Height,FAF,"{""coefficient"": 0.29471, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32587, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22447, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Height and FAF over time?,easy
Obesity or CVD Risk Dataset,Height,FAF,"{""coefficient"": 0.29471, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32587, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22447, ""conclusion"": ""Not strongly correlated""}",Are Height and FAF related in any way?,easy
Obesity or CVD Risk Dataset,Height,FAF,"{""coefficient"": 0.29471, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32587, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22447, ""conclusion"": ""Not strongly correlated""}",How do changes in Height correlate with changes in FAF?,easy
Obesity or CVD Risk Dataset,Height,FAF,"{""coefficient"": 0.29471, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32587, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22447, ""conclusion"": ""Not strongly correlated""}",Are Height and FAF correlated with each other in a linear manner?,easy
Obesity or CVD Risk Dataset,Height,FAF,"{""coefficient"": 0.29471, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.32587, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22447, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Height and FAF consistent?,easy
Obesity or CVD Risk Dataset,Height,TUE,"{""coefficient"": 0.05191, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08155, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.054, ""conclusion"": ""Not strongly correlated""}",Are Height and TUE related in any way?,easy
Obesity or CVD Risk Dataset,Height,TUE,"{""coefficient"": 0.05191, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08155, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.054, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between Height and TUE?,easy
Obesity or CVD Risk Dataset,Height,TUE,"{""coefficient"": 0.05191, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08155, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.054, ""conclusion"": ""Not strongly correlated""}",Are movements in Height reflected similarly in TUE?,easy
Obesity or CVD Risk Dataset,Height,TUE,"{""coefficient"": 0.05191, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08155, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.054, ""conclusion"": ""Not strongly correlated""}",Do changes in Height relate to changes in TUE?,easy
Obesity or CVD Risk Dataset,Height,TUE,"{""coefficient"": 0.05191, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08155, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.054, ""conclusion"": ""Not strongly correlated""}",Are variations in Height associated with variations in TUE?,easy
Obesity or CVD Risk Dataset,Weight,FCVC,"{""coefficient"": 0.21612, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20842, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15633, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Weight and FCVC?,easy
Obesity or CVD Risk Dataset,Weight,FCVC,"{""coefficient"": 0.21612, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20842, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15633, ""conclusion"": ""Not strongly correlated""}",Are variations in Weight associated with variations in FCVC?,easy
Obesity or CVD Risk Dataset,Weight,FCVC,"{""coefficient"": 0.21612, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20842, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15633, ""conclusion"": ""Not strongly correlated""}",How closely do Weight and FCVC follow a straight-line relationship?,easy
Obesity or CVD Risk Dataset,Weight,FCVC,"{""coefficient"": 0.21612, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20842, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15633, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Weight and FCVC over time?,easy
Obesity or CVD Risk Dataset,Weight,FCVC,"{""coefficient"": 0.21612, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.20842, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15633, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Weight and FCVC?,easy
Obesity or CVD Risk Dataset,Weight,NCP,"{""coefficient"": 0.10747, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00288, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01356, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between Weight and NCP?,easy
Obesity or CVD Risk Dataset,Weight,NCP,"{""coefficient"": 0.10747, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00288, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01356, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Weight and NCP consistent?,easy
Obesity or CVD Risk Dataset,Weight,NCP,"{""coefficient"": 0.10747, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00288, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01356, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Weight and NCP?,easy
Obesity or CVD Risk Dataset,Weight,NCP,"{""coefficient"": 0.10747, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00288, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01356, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Weight relate to NCP?,easy
Obesity or CVD Risk Dataset,Weight,NCP,"{""coefficient"": 0.10747, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00288, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01356, ""conclusion"": ""Not strongly correlated""}",Are Weight and NCP correlated with each other in a linear manner?,easy
Obesity or CVD Risk Dataset,Weight,CH2O,"{""coefficient"": 0.20058, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22559, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15366, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Weight and CH2O?,easy
Obesity or CVD Risk Dataset,Weight,CH2O,"{""coefficient"": 0.20058, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22559, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15366, ""conclusion"": ""Not strongly correlated""}",How do changes in Weight correlate with changes in CH2O?,easy
Obesity or CVD Risk Dataset,Weight,CH2O,"{""coefficient"": 0.20058, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22559, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15366, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Weight relate to CH2O?,easy
Obesity or CVD Risk Dataset,Weight,CH2O,"{""coefficient"": 0.20058, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22559, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15366, ""conclusion"": ""Not strongly correlated""}",Do Weight and CH2O show any linear correlation?,easy
Obesity or CVD Risk Dataset,Weight,CH2O,"{""coefficient"": 0.20058, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.22559, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15366, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between Weight and CH2O?,easy
Obesity or CVD Risk Dataset,Weight,FAF,"{""coefficient"": -0.05144, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04387, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02233, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between Weight and FAF?,easy
Obesity or CVD Risk Dataset,Weight,FAF,"{""coefficient"": -0.05144, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04387, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02233, ""conclusion"": ""Not strongly correlated""}",How do changes in Weight correlate with changes in FAF?,easy
Obesity or CVD Risk Dataset,Weight,FAF,"{""coefficient"": -0.05144, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04387, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02233, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Weight and FAF?,easy
Obesity or CVD Risk Dataset,Weight,FAF,"{""coefficient"": -0.05144, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04387, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02233, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Weight and FAF over time?,easy
Obesity or CVD Risk Dataset,Weight,FAF,"{""coefficient"": -0.05144, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04387, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02233, ""conclusion"": ""Not strongly correlated""}",Is the connection between Weight and FAF strong?,easy
Obesity or CVD Risk Dataset,Weight,TUE,"{""coefficient"": -0.07156, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04987, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02885, ""conclusion"": ""Not strongly correlated""}",How closely do Weight and TUE follow a straight-line relationship?,easy
Obesity or CVD Risk Dataset,Weight,TUE,"{""coefficient"": -0.07156, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04987, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02885, ""conclusion"": ""Not strongly correlated""}",Do Weight and TUE show any linear correlation?,easy
Obesity or CVD Risk Dataset,Weight,TUE,"{""coefficient"": -0.07156, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04987, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02885, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Weight relate to TUE?,easy
Obesity or CVD Risk Dataset,Weight,TUE,"{""coefficient"": -0.07156, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04987, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02885, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between Weight and TUE?,easy
Obesity or CVD Risk Dataset,Weight,TUE,"{""coefficient"": -0.07156, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04987, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02885, ""conclusion"": ""Not strongly correlated""}",Are Weight and TUE correlated with each other in a linear manner?,easy
Obesity or CVD Risk Dataset,FCVC,NCP,"{""coefficient"": 0.04222, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08619, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06835, ""conclusion"": ""Not strongly correlated""}",Do FCVC and NCP show any linear correlation?,easy
Obesity or CVD Risk Dataset,FCVC,NCP,"{""coefficient"": 0.04222, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08619, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06835, ""conclusion"": ""Not strongly correlated""}",How do changes in FCVC correlate with changes in NCP?,easy
Obesity or CVD Risk Dataset,FCVC,NCP,"{""coefficient"": 0.04222, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08619, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06835, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between FCVC and NCP?,easy
Obesity or CVD Risk Dataset,FCVC,NCP,"{""coefficient"": 0.04222, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08619, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06835, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in FCVC similarly appear in NCP?,easy
Obesity or CVD Risk Dataset,FCVC,NCP,"{""coefficient"": 0.04222, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08619, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06835, ""conclusion"": ""Not strongly correlated""}",Do changes in FCVC relate to changes in NCP?,easy
Obesity or CVD Risk Dataset,FCVC,CH2O,"{""coefficient"": 0.06846, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06569, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04718, ""conclusion"": ""Not strongly correlated""}",How closely do FCVC and CH2O follow a straight-line relationship?,easy
Obesity or CVD Risk Dataset,FCVC,CH2O,"{""coefficient"": 0.06846, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06569, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04718, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between FCVC and CH2O?,easy
Obesity or CVD Risk Dataset,FCVC,CH2O,"{""coefficient"": 0.06846, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06569, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04718, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in FCVC relate to CH2O?,easy
Obesity or CVD Risk Dataset,FCVC,CH2O,"{""coefficient"": 0.06846, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06569, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04718, ""conclusion"": ""Not strongly correlated""}",Are movements in FCVC reflected similarly in CH2O?,easy
Obesity or CVD Risk Dataset,FCVC,CH2O,"{""coefficient"": 0.06846, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06569, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04718, ""conclusion"": ""Not strongly correlated""}",Are variations in FCVC associated with variations in CH2O?,easy
Obesity or CVD Risk Dataset,FCVC,FAF,"{""coefficient"": 0.01994, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02769, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02038, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between FCVC and FAF?,easy
Obesity or CVD Risk Dataset,FCVC,FAF,"{""coefficient"": 0.01994, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02769, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02038, ""conclusion"": ""Not strongly correlated""}",Are movements in FCVC reflected similarly in FAF?,easy
Obesity or CVD Risk Dataset,FCVC,FAF,"{""coefficient"": 0.01994, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02769, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02038, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in FCVC relate to FAF?,easy
Obesity or CVD Risk Dataset,FCVC,FAF,"{""coefficient"": 0.01994, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02769, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02038, ""conclusion"": ""Not strongly correlated""}",Do changes in FCVC relate to changes in FAF?,easy
Obesity or CVD Risk Dataset,FCVC,FAF,"{""coefficient"": 0.01994, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02769, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02038, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between FCVC and FAF?,easy
Obesity or CVD Risk Dataset,FCVC,TUE,"{""coefficient"": -0.10113, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08751, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06132, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between FCVC and TUE?,easy
Obesity or CVD Risk Dataset,FCVC,TUE,"{""coefficient"": -0.10113, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08751, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06132, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between FCVC and TUE?,easy
Obesity or CVD Risk Dataset,FCVC,TUE,"{""coefficient"": -0.10113, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08751, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06132, ""conclusion"": ""Not strongly correlated""}",Are variations in FCVC associated with variations in TUE?,easy
Obesity or CVD Risk Dataset,FCVC,TUE,"{""coefficient"": -0.10113, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08751, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06132, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in FCVC relate to TUE?,easy
Obesity or CVD Risk Dataset,FCVC,TUE,"{""coefficient"": -0.10113, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08751, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.06132, ""conclusion"": ""Not strongly correlated""}",Is the relationship between FCVC and TUE consistent?,easy
Obesity or CVD Risk Dataset,NCP,CH2O,"{""coefficient"": 0.05709, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07023, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05296, ""conclusion"": ""Not strongly correlated""}",How closely do NCP and CH2O follow a straight-line relationship?,easy
Obesity or CVD Risk Dataset,NCP,CH2O,"{""coefficient"": 0.05709, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07023, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05296, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between NCP and CH2O?,easy
Obesity or CVD Risk Dataset,NCP,CH2O,"{""coefficient"": 0.05709, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07023, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05296, ""conclusion"": ""Not strongly correlated""}",How do changes in NCP correlate with changes in CH2O?,easy
Obesity or CVD Risk Dataset,NCP,CH2O,"{""coefficient"": 0.05709, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07023, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05296, ""conclusion"": ""Not strongly correlated""}",Are variations in NCP associated with variations in CH2O?,easy
Obesity or CVD Risk Dataset,NCP,CH2O,"{""coefficient"": 0.05709, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.07023, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.05296, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between NCP and CH2O?,easy
Obesity or CVD Risk Dataset,NCP,FAF,"{""coefficient"": 0.1295, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14491, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11065, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between NCP and FAF?,easy
Obesity or CVD Risk Dataset,NCP,FAF,"{""coefficient"": 0.1295, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14491, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11065, ""conclusion"": ""Not strongly correlated""}",Is the relationship between NCP and FAF consistent?,easy
Obesity or CVD Risk Dataset,NCP,FAF,"{""coefficient"": 0.1295, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14491, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11065, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between NCP and FAF?,easy
Obesity or CVD Risk Dataset,NCP,FAF,"{""coefficient"": 0.1295, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14491, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11065, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in NCP similarly appear in FAF?,easy
Obesity or CVD Risk Dataset,NCP,FAF,"{""coefficient"": 0.1295, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.14491, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11065, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between NCP and FAF?,easy
Obesity or CVD Risk Dataset,NCP,TUE,"{""coefficient"": 0.03633, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08727, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06816, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between NCP and TUE over time?,easy
Obesity or CVD Risk Dataset,NCP,TUE,"{""coefficient"": 0.03633, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08727, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06816, ""conclusion"": ""Not strongly correlated""}",Are NCP and TUE related in any way?,easy
Obesity or CVD Risk Dataset,NCP,TUE,"{""coefficient"": 0.03633, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08727, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06816, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in NCP similarly appear in TUE?,easy
Obesity or CVD Risk Dataset,NCP,TUE,"{""coefficient"": 0.03633, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08727, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06816, ""conclusion"": ""Not strongly correlated""}",Do changes in NCP relate to changes in TUE?,easy
Obesity or CVD Risk Dataset,NCP,TUE,"{""coefficient"": 0.03633, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08727, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06816, ""conclusion"": ""Not strongly correlated""}",Are variations in NCP associated with variations in TUE?,easy
Obesity or CVD Risk Dataset,CH2O,FAF,"{""coefficient"": 0.16724, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15572, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11004, ""conclusion"": ""Not strongly correlated""}",How closely do CH2O and FAF follow a straight-line relationship?,easy
Obesity or CVD Risk Dataset,CH2O,FAF,"{""coefficient"": 0.16724, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15572, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11004, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between CH2O and FAF?,easy
Obesity or CVD Risk Dataset,CH2O,FAF,"{""coefficient"": 0.16724, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15572, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11004, ""conclusion"": ""Not strongly correlated""}",Is the relationship between CH2O and FAF consistent?,easy
Obesity or CVD Risk Dataset,CH2O,FAF,"{""coefficient"": 0.16724, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15572, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11004, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between CH2O and FAF?,easy
Obesity or CVD Risk Dataset,CH2O,FAF,"{""coefficient"": 0.16724, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.15572, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11004, ""conclusion"": ""Not strongly correlated""}",Do changes in CH2O relate to changes in FAF?,easy
Obesity or CVD Risk Dataset,CH2O,TUE,"{""coefficient"": 0.01197, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02316, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01493, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in CH2O similarly appear in TUE?,easy
Obesity or CVD Risk Dataset,CH2O,TUE,"{""coefficient"": 0.01197, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.02316, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.01493, ""conclusion"": ""Not strongly correlated""}",Is the connection between CH2O and TUE strong?,easy
