Dataset Name,Column 1,Column 2,Kolmogorov-Smirnov Test,question,difficulty
Obesity or CVD Risk Dataset,Weight,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Weight and TUE compare?,medium
Obesity or CVD Risk Dataset,FCVC,NCP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of FCVC and NCP?,medium
Obesity or CVD Risk Dataset,FCVC,NCP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in FCVC and NCP?,medium
Obesity or CVD Risk Dataset,FCVC,NCP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of FCVC and NCP differ significantly?,medium
Obesity or CVD Risk Dataset,FCVC,CH2O,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of FCVC and CH2O differ significantly?,medium
Obesity or CVD Risk Dataset,FCVC,CH2O,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do FCVC and CH2O follow the similar distribution curve?,medium
Obesity or CVD Risk Dataset,FCVC,CH2O,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of FCVC and CH2O?,medium
Obesity or CVD Risk Dataset,FCVC,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of FCVC compared to FAF?,medium
Obesity or CVD Risk Dataset,FCVC,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in FCVC and FAF statistically indistinguishable?,medium
Obesity or CVD Risk Dataset,FCVC,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of FCVC and FAF?,medium
Obesity or CVD Risk Dataset,FCVC,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of FCVC and TUE differ significantly?,medium
Obesity or CVD Risk Dataset,FCVC,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of FCVC and TUE closely aligned?,medium
Obesity or CVD Risk Dataset,FCVC,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of FCVC and TUE?,medium
Obesity or CVD Risk Dataset,NCP,CH2O,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of NCP and CH2O compare?,medium
Obesity or CVD Risk Dataset,NCP,CH2O,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of NCP compared to CH2O?,medium
Obesity or CVD Risk Dataset,NCP,CH2O,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of NCP and CH2O?,medium
Obesity or CVD Risk Dataset,NCP,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of NCP and FAF?,medium
Obesity or CVD Risk Dataset,NCP,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of NCP and FAF closely aligned?,medium
Obesity or CVD Risk Dataset,NCP,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of NCP and FAF differ significantly?,medium
Obesity or CVD Risk Dataset,NCP,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in NCP and TUE statistically indistinguishable?,medium
Obesity or CVD Risk Dataset,NCP,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of NCP and TUE?,medium
Obesity or CVD Risk Dataset,NCP,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of NCP and TUE?,medium
Obesity or CVD Risk Dataset,CH2O,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of CH2O and FAF?,medium
Obesity or CVD Risk Dataset,CH2O,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of CH2O and FAF closely aligned?,medium
Obesity or CVD Risk Dataset,CH2O,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of CH2O and FAF compare?,medium
Obesity or CVD Risk Dataset,CH2O,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of CH2O and TUE differ significantly?,medium
Obesity or CVD Risk Dataset,CH2O,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of CH2O and TUE similar?,medium
Obesity or CVD Risk Dataset,CH2O,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of CH2O compared to TUE?,medium
Obesity or CVD Risk Dataset,FAF,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of FAF versus TUE?,medium
Obesity or CVD Risk Dataset,FAF,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in FAF and TUE statistically indistinguishable?,medium
Obesity or CVD Risk Dataset,FAF,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of FAF and TUE differ significantly?,medium
Pokedex Dataset,Total,HP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Total versus HP?,medium
Pokedex Dataset,Total,HP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Total and HP compare?,medium
Pokedex Dataset,Total,HP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Total compared to HP?,medium
Pokedex Dataset,Total,Attack,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Total versus Attack?,medium
Pokedex Dataset,Total,Attack,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Total and Attack?,medium
Pokedex Dataset,Total,Attack,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Total and Attack?,medium
Pokedex Dataset,Total,Defense,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Total versus Defense?,medium
Pokedex Dataset,Total,Defense,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Total and Defense?,medium
Pokedex Dataset,Total,Defense,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Total and Defense closely aligned?,medium
Pokedex Dataset,Total,Sp_Atk,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Total and Sp_Atk?,medium
Pokedex Dataset,Total,Sp_Atk,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Total and Sp_Atk statistically indistinguishable?,medium
Pokedex Dataset,Total,Sp_Atk,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Total and Sp_Atk compare?,medium
Pokedex Dataset,Total,Sp_Def,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Total and Sp_Def?,medium
Pokedex Dataset,Total,Sp_Def,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Total and Sp_Def?,medium
Pokedex Dataset,Total,Sp_Def,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Total and Sp_Def follow the similar distribution curve?,medium
Pokedex Dataset,Total,Speed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Total and Speed closely aligned?,medium
Pokedex Dataset,Total,Speed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Total and Speed follow the similar distribution curve?,medium
Pokedex Dataset,Total,Speed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Total and Speed compare?,medium
Pokedex Dataset,Total,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Total and Pr_Male?,medium
Pokedex Dataset,Total,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Total and Pr_Male statistically indistinguishable?,medium
Pokedex Dataset,Total,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Total and Pr_Male?,medium
Pokedex Dataset,Total,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Total and Height_m follow the similar distribution curve?,medium
Pokedex Dataset,Total,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Total and Height_m closely aligned?,medium
Pokedex Dataset,Total,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Total and Height_m?,medium
Pokedex Dataset,Total,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Total and Weight_kg compare?,medium
Pokedex Dataset,Total,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Total and Weight_kg?,medium
Pokedex Dataset,Total,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Total and Weight_kg?,medium
Pokedex Dataset,Total,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Total and Catch_Rate statistically indistinguishable?,medium
Pokedex Dataset,Total,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Total and Catch_Rate follow the similar distribution curve?,medium
Pokedex Dataset,Total,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Total and Catch_Rate compare?,medium
Pokedex Dataset,HP,Attack,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of HP and Attack similar?,medium
Pokedex Dataset,HP,Attack,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of HP versus Attack?,medium
Pokedex Dataset,HP,Attack,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of HP and Attack?,medium
Pokedex Dataset,HP,Sp_Atk,"{""p value"": 0.01597, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of HP and Sp_Atk differ significantly?,medium
Pokedex Dataset,HP,Sp_Atk,"{""p value"": 0.01597, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of HP and Sp_Atk?,medium
Pokedex Dataset,HP,Sp_Atk,"{""p value"": 0.01597, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in HP and Sp_Atk?,medium
Pokedex Dataset,HP,Speed,"{""p value"": 0.00081, ""conclusion"": ""Distribution significantly different""}",Are the distributions of HP and Speed similar?,medium
Pokedex Dataset,HP,Speed,"{""p value"": 0.00081, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of HP and Speed?,medium
Pokedex Dataset,HP,Speed,"{""p value"": 0.00081, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in HP and Speed?,medium
Pokedex Dataset,HP,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of HP and Pr_Male?,medium
Pokedex Dataset,HP,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of HP and Pr_Male similar?,medium
Pokedex Dataset,HP,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of HP and Pr_Male compare?,medium
Pokedex Dataset,HP,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of HP and Height_m similar?,medium
Pokedex Dataset,HP,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of HP and Height_m?,medium
Pokedex Dataset,HP,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in HP and Height_m statistically indistinguishable?,medium
Pokedex Dataset,HP,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of HP and Weight_kg?,medium
Pokedex Dataset,HP,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of HP and Weight_kg compare?,medium
Pokedex Dataset,HP,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of HP and Weight_kg?,medium
Pokedex Dataset,HP,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do HP and Catch_Rate follow the similar distribution curve?,medium
Pokedex Dataset,HP,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in HP and Catch_Rate statistically indistinguishable?,medium
Pokedex Dataset,HP,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of HP and Catch_Rate similar?,medium
Pokedex Dataset,Attack,Defense,"{""p value"": 0.00043, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack and Defense?,medium
Pokedex Dataset,Attack,Defense,"{""p value"": 0.00043, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Attack and Defense?,medium
Pokedex Dataset,Attack,Defense,"{""p value"": 0.00043, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Attack and Defense compare?,medium
Pokedex Dataset,Attack,Sp_Atk,"{""p value"": 4e-05, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Attack and Sp_Atk?,medium
Pokedex Dataset,Attack,Sp_Atk,"{""p value"": 4e-05, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Attack and Sp_Atk statistically indistinguishable?,medium
Pokedex Dataset,Attack,Sp_Atk,"{""p value"": 4e-05, ""conclusion"": ""Distribution significantly different""}",Do Attack and Sp_Atk follow the similar distribution curve?,medium
Pokedex Dataset,Attack,Sp_Def,"{""p value"": 0.00018, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Attack and Sp_Def?,medium
Pokedex Dataset,Attack,Sp_Def,"{""p value"": 0.00018, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Attack versus Sp_Def?,medium
Pokedex Dataset,Attack,Sp_Def,"{""p value"": 0.00018, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Attack and Sp_Def compare?,medium
Pokedex Dataset,Attack,Speed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Attack and Speed?,medium
Pokedex Dataset,Attack,Speed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack and Speed similar?,medium
Pokedex Dataset,Attack,Speed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Attack and Speed?,medium
Pokedex Dataset,Attack,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Attack and Pr_Male?,medium
Pokedex Dataset,Attack,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Attack and Pr_Male differ significantly?,medium
Pokedex Dataset,Attack,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Attack and Pr_Male?,medium
Pokedex Dataset,Attack,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack and Height_m similar?,medium
Pokedex Dataset,Attack,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Attack and Height_m follow the similar distribution curve?,medium
Pokedex Dataset,Attack,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Attack and Height_m differ significantly?,medium
Pokedex Dataset,Attack,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Attack and Weight_kg follow the similar distribution curve?,medium
Pokedex Dataset,Attack,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Attack and Weight_kg statistically indistinguishable?,medium
Pokedex Dataset,Attack,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Attack and Weight_kg differ significantly?,medium
Pokedex Dataset,Attack,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Attack and Catch_Rate differ significantly?,medium
Pokedex Dataset,Attack,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Attack and Catch_Rate statistically indistinguishable?,medium
Pokedex Dataset,Attack,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Attack and Catch_Rate closely aligned?,medium
Pokedex Dataset,Defense,Speed,"{""p value"": 0.01597, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Defense and Speed?,medium
Pokedex Dataset,Defense,Speed,"{""p value"": 0.01597, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Defense and Speed?,medium
Pokedex Dataset,Defense,Speed,"{""p value"": 0.01597, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Defense and Speed?,medium
Pokedex Dataset,Defense,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Defense and Pr_Male follow the similar distribution curve?,medium
Pokedex Dataset,Defense,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Defense and Pr_Male?,medium
Pokedex Dataset,Defense,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Defense and Pr_Male?,medium
Pokedex Dataset,Defense,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Defense and Height_m?,medium
Pokedex Dataset,Defense,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Defense and Height_m follow the similar distribution curve?,medium
Pokedex Dataset,Defense,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Defense and Height_m?,medium
Pokedex Dataset,Defense,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Defense and Weight_kg follow the similar distribution curve?,medium
Pokedex Dataset,Defense,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Defense and Weight_kg similar?,medium
Pokedex Dataset,Defense,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Defense and Weight_kg differ significantly?,medium
Pokedex Dataset,Defense,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Defense and Catch_Rate closely aligned?,medium
Pokedex Dataset,Defense,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Defense and Catch_Rate compare?,medium
Pokedex Dataset,Defense,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Defense and Catch_Rate similar?,medium
Pokedex Dataset,Sp_Atk,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Sp_Atk and Pr_Male differ significantly?,medium
Pokedex Dataset,Sp_Atk,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Sp_Atk and Pr_Male?,medium
Pokedex Dataset,Sp_Atk,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Sp_Atk compared to Pr_Male?,medium
Pokedex Dataset,Sp_Atk,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Sp_Atk and Height_m?,medium
Pokedex Dataset,Sp_Atk,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Sp_Atk and Height_m?,medium
Pokedex Dataset,Sp_Atk,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Sp_Atk and Height_m?,medium
Pokedex Dataset,Sp_Atk,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Sp_Atk and Weight_kg compare?,medium
Pokedex Dataset,Sp_Atk,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Sp_Atk versus Weight_kg?,medium
Pokedex Dataset,Sp_Atk,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Sp_Atk and Weight_kg?,medium
Pokedex Dataset,Sp_Atk,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Sp_Atk and Catch_Rate?,medium
Pokedex Dataset,Sp_Atk,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Sp_Atk and Catch_Rate?,medium
Pokedex Dataset,Sp_Atk,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Sp_Atk and Catch_Rate statistically indistinguishable?,medium
Pokedex Dataset,Sp_Def,Speed,"{""p value"": 0.02205, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Sp_Def and Speed?,medium
Pokedex Dataset,Sp_Def,Speed,"{""p value"": 0.02205, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Sp_Def and Speed?,medium
Pokedex Dataset,Sp_Def,Speed,"{""p value"": 0.02205, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Sp_Def and Speed?,medium
Pokedex Dataset,Sp_Def,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Sp_Def and Pr_Male?,medium
Pokedex Dataset,Sp_Def,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Sp_Def and Pr_Male statistically indistinguishable?,medium
Pokedex Dataset,Sp_Def,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Sp_Def and Pr_Male?,medium
Pokedex Dataset,Sp_Def,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Sp_Def and Height_m closely aligned?,medium
Pokedex Dataset,Sp_Def,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Sp_Def and Height_m?,medium
Pokedex Dataset,Sp_Def,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Sp_Def and Height_m?,medium
Pokedex Dataset,Sp_Def,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Sp_Def and Weight_kg compare?,medium
Pokedex Dataset,Sp_Def,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Sp_Def and Weight_kg differ significantly?,medium
Pokedex Dataset,Sp_Def,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Sp_Def and Weight_kg follow the similar distribution curve?,medium
Pokedex Dataset,Sp_Def,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Sp_Def and Catch_Rate statistically indistinguishable?,medium
Pokedex Dataset,Sp_Def,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Sp_Def and Catch_Rate?,medium
Pokedex Dataset,Sp_Def,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Sp_Def and Catch_Rate follow the similar distribution curve?,medium
Pokedex Dataset,Speed,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Speed and Pr_Male?,medium
Pokedex Dataset,Speed,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Speed versus Pr_Male?,medium
Pokedex Dataset,Speed,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Speed and Pr_Male?,medium
Pokedex Dataset,Speed,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Speed and Height_m?,medium
Pokedex Dataset,Speed,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Speed and Height_m closely aligned?,medium
Pokedex Dataset,Speed,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Speed and Height_m?,medium
Pokedex Dataset,Speed,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Speed and Weight_kg compare?,medium
Pokedex Dataset,Speed,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Speed and Weight_kg follow the similar distribution curve?,medium
Pokedex Dataset,Speed,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Speed and Weight_kg?,medium
Pokedex Dataset,Speed,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Speed and Catch_Rate?,medium
Pokedex Dataset,Speed,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Speed and Catch_Rate similar?,medium
Pokedex Dataset,Speed,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Speed and Catch_Rate compare?,medium
Pokedex Dataset,Pr_Male,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Pr_Male versus Height_m?,medium
Pokedex Dataset,Pr_Male,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Pr_Male compared to Height_m?,medium
Pokedex Dataset,Pr_Male,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Pr_Male and Height_m?,medium
Pokedex Dataset,Pr_Male,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Pr_Male and Weight_kg?,medium
Pokedex Dataset,Pr_Male,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Pr_Male and Weight_kg?,medium
Pokedex Dataset,Pr_Male,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Pr_Male and Weight_kg compare?,medium
