gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group C,high school,free/reduced,none,74.07490484463091,90.46587778935134,71.46721295116566
female,group E,bachelor's degree,standard,completed,76.75313213858975,55.10407818771788,73.45315260797764
female,group B,some high school,standard,none,80.07412366048734,70.48880427042333,66.75502871768852
male,group A,bachelor's degree,standard,completed,80.05935315112292,74.1417254026123,75.31393795188914
female,group D,some college,standard,none,75.85658452532182,85.00767665053884,69.32343286996523
female,group B,some high school,free/reduced,completed,75.49195168448134,86.61593349677145,70.157940591063
male,group A,bachelor's degree,free/reduced,none,100.0,76.38101338396864,83.93373824502993
male,group D,high school,standard,none,66.83282263313106,68.84671917891846,92.36781027028348
male,group C,some college,standard,none,56.77030312860356,73.89912672776504,81.84503671916694
male,group D,high school,standard,none,84.41881096255415,75.18467841212697,70.04068312454217
female,group D,associate's degree,free/reduced,completed,77.98953696715418,67.92399990758086,77.89261691151349
male,group C,some college,standard,completed,79.0653401293505,68.15546204458076,65.89932885346147
female,group E,some high school,standard,completed,68.38759532419239,60.87923074833499,78.38156803211326
female,group D,some college,standard,none,76.50248664689761,63.95653744149445,48.208677570475146
male,group D,master's degree,standard,none,68.49359282813252,83.71487653005849,93.98459282346468
female,group B,some high school,standard,completed,89.7091272067068,54.80077312599411,67.10350822571907
female,group B,associate's degree,free/reduced,completed,77.34441769753582,89.98794029923151,69.80202945377756
male,group C,associate's degree,standard,completed,73.95941936938178,67.31310911878,78.32955877011824
female,group C,associate's degree,standard,completed,91.8966542114106,91.38416038446556,70.03280452849133
female,group C,high school,standard,none,69.45463033661989,84.15670337032779,74.08255497046947
male,group E,associate's degree,free/reduced,completed,77.46981772917246,68.37457620723086,82.48441662237477
female,group C,some college,free/reduced,none,59.18933456228169,96.05973675801395,74.63478818248795
male,group D,some high school,free/reduced,completed,73.75526046859059,93.54870274890052,71.77902368602982
female,group B,some high school,free/reduced,completed,85.40863770964042,93.93986688669344,57.38308513247282
male,group C,high school,standard,none,76.73690715636509,79.81676498958902,75.09960676349424
male,group B,some college,standard,none,63.64501863164054,87.66611400273806,81.58827882878163
male,group E,some college,standard,completed,60.44507328166016,88.51890918643068,58.291393575046285
female,group E,associate's degree,standard,completed,72.60729928424634,76.21631293979375,78.94291698934751
male,group E,some high school,standard,completed,75.83396012136011,72.9468408204164,69.62169938001068
female,group D,high school,free/reduced,none,60.96694877242883,81.64754670131481,39.72543915473884
male,group C,some college,standard,none,79.73597893345736,70.51964791489553,61.17519237472067
female,group B,associate's degree,free/reduced,completed,68.64939255360704,73.92564062278541,65.36615356074103
male,group A,some high school,free/reduced,none,68.09283028998925,75.59886233503693,76.44997909359216
female,group C,some college,standard,completed,75.2564751957362,85.18669981404443,87.11380968571169
male,group D,some high school,standard,none,79.11867801668154,72.23490276061347,66.78959621909108
female,group E,some college,free/reduced,none,75.83525041434412,95.38476375604267,56.77417775449474
male,group C,master's degree,standard,none,68.04023450575981,82.46827197979385,63.53341282691247
male,group C,associate's degree,standard,none,86.3037476757901,69.39490095493647,75.16853781631298
female,group B,some college,free/reduced,completed,62.01155910784125,48.37557039223606,52.20849792679792
male,group D,associate's degree,standard,none,96.54698681953325,81.9661419600177,80.77454576734748
male,group C,high school,free/reduced,none,77.58718788927918,70.83725040579472,74.31664289731393
male,group D,bachelor's degree,standard,none,82.58776595607794,86.12513779980648,92.79017070890528
female,group A,associate's degree,free/reduced,none,76.56667989992005,56.52045856808578,78.33184973509937
female,group C,high school,standard,none,74.12021811537363,65.32961426655068,72.64692318699778
female,group C,associate's degree,standard,completed,99.36918049631664,69.47433507295932,78.08897657368067
male,group B,some college,free/reduced,none,94.90820574428884,72.15499656637625,76.09157546692408
male,group D,associate's degree,standard,none,92.02500471091598,65.38471649085113,78.45353370056431
male,group D,high school,standard,none,76.19855636199586,79.29479127166465,86.32294442523192
male,group C,some college,standard,none,84.84710619781701,73.88198853917896,82.78582791353847
female,group C,bachelor's degree,free/reduced,none,72.23170992236047,81.78293698555727,78.00266778544074
male,group B,some college,standard,completed,78.97060621057375,72.10812968425066,64.20984951999492
male,group D,some high school,standard,completed,60.47557310236442,69.61606919741156,83.91349571592893
male,group E,some college,standard,none,71.87900257286825,87.15079588018683,76.7778905659812
male,group C,master's degree,free/reduced,completed,67.78657904522385,96.0642742667676,70.37231754075576
female,group C,some high school,standard,completed,71.70495594973617,58.12588313606445,82.66383790023124
male,group C,associate's degree,free/reduced,none,81.1589593930224,71.47493279172052,66.14475949329587
female,group E,associate's degree,standard,none,60.16175553366321,75.98471615619755,78.94336941495408
male,group D,some college,standard,none,71.32666300215145,71.3078855081459,72.1340419142775
male,group E,bachelor's degree,free/reduced,completed,73.61333532545304,73.87934590718685,71.04793035369013
female,group D,some college,free/reduced,completed,100.0,92.58770361467704,63.71483577340717
male,group B,some college,standard,completed,62.92566062038604,80.74707056604794,83.6675992096566
female,group C,high school,free/reduced,none,80.38188495383444,83.11437659737474,75.61760112972945
female,group D,some high school,standard,none,80.24937928921787,81.01840160652534,65.07481884842885
male,group D,some high school,standard,completed,80.03349306903958,72.98978605612862,88.12985069919964
female,group B,high school,standard,none,88.87760793711784,82.96547082988553,68.46360749747714
male,group D,some college,standard,none,84.64985026150678,72.05921859418675,52.53343059273431
female,group B,high school,standard,none,61.247245308168985,90.77665703769048,77.57526124590316
female,group C,high school,standard,completed,84.61589167425227,78.91863865250322,74.36654131941711
male,group B,high school,standard,completed,75.107764148922,82.03141862534453,71.88635051202422
female,group D,some high school,standard,none,80.66154425831806,88.27611320082369,74.5306061301214
male,group A,some college,free/reduced,none,78.5329765695843,73.07199723527927,78.65248342369514
male,group B,high school,standard,none,52.593452680878286,67.08374823026054,82.90060554011865
male,group D,bachelor's degree,standard,none,71.60342005061504,85.0669773173273,100.0
female,group B,some high school,free/reduced,completed,77.0476350141559,69.44950400098355,67.15780896454669
female,group C,bachelor's degree,free/reduced,none,91.24339251588256,67.2848354913923,93.88297332685453
male,group B,some college,standard,none,62.98330082958983,83.68392165775798,63.6179668817571
female,group B,some high school,free/reduced,none,72.99632974428373,72.51038049682668,65.4974295781998
female,group B,high school,standard,none,87.47902324923129,75.93347410857638,78.30492655571243
female,group C,some college,free/reduced,none,76.46426016824635,59.42997291957424,82.75579097586137
female,group A,some college,standard,completed,70.13009171469346,72.8130008884189,82.48928165196533
male,group E,associate's degree,standard,completed,80.01316982820792,81.66415558171342,57.2405205801344
female,group D,associate's degree,free/reduced,none,66.04286776059097,71.64753659479805,80.67743052269435
female,group B,master's degree,standard,none,86.49293839696372,53.549151290964,79.36577584936951
female,group B,high school,free/reduced,completed,78.14688760109323,87.55086136678545,88.10592304286968
female,group C,associate's degree,standard,completed,57.38359227738604,100.0,73.36100618596986
male,group C,bachelor's degree,standard,completed,85.76777861192298,64.71303725301648,72.87298086750756
female,group B,some high school,standard,completed,74.6323289753124,91.55802318775253,64.90398279800961
female,group E,some high school,free/reduced,none,80.87900242325983,84.63215972094659,81.12315008069379
female,group B,some college,standard,none,90.53839489446597,78.22032782258262,71.81930237656744
male,group C,associate's degree,free/reduced,none,86.73854457076061,81.51698945354077,77.19836087867527
female,group C,master's degree,free/reduced,none,78.17310057228597,77.29306507304592,58.78402717708842
female,group B,high school,standard,none,92.7385037688802,90.22633291888812,61.69256442118134
female,group D,some college,free/reduced,none,80.79247832611884,63.69352074833202,77.48571372502408
male,group D,high school,free/reduced,none,64.48080004097248,72.69242835519483,71.17486372992342
male,group E,some high school,standard,completed,80.04043854804856,80.74988029595133,95.20879217714295
female,group B,high school,standard,none,73.90773292615256,74.47522608940527,70.74869815236646
female,group E,associate's degree,free/reduced,completed,89.1152726829178,71.70136268921514,83.61380444765805
male,group D,high school,standard,none,88.23559705487803,70.5224292879993,60.27109289734315
female,group E,associate's degree,free/reduced,none,71.46956983706552,71.81951439007179,61.23722365999912
male,group E,some college,standard,none,68.09903981702399,75.76543325946348,79.60922628433461
female,group C,associate's degree,standard,none,65.37674527782137,53.50919199267608,83.55893787225622
male,group C,some high school,standard,completed,92.11294235617753,69.1618065991982,70.30306128724234
male,group C,some high school,standard,completed,78.33655525070125,88.58924554459473,70.83268363019131
female,group E,associate's degree,standard,none,64.19073082545972,69.80792706567924,60.98665123518333
female,group B,some college,standard,none,74.70952927230752,93.2057580730964,58.28797817862289
female,group C,some college,standard,none,68.10203901395096,71.28576705318864,80.84684961368403
male,group A,some college,free/reduced,none,79.68619725620293,57.48085837773587,91.6212042480992
female,group D,some college,free/reduced,none,61.02942276489277,77.36513317242485,76.99798336040686
female,group E,high school,free/reduced,none,57.12375285770162,77.40128198572572,66.56440164293863
male,group C,high school,standard,none,84.65301670709269,75.63740370427372,73.89338350441247
male,group B,bachelor's degree,standard,none,49.70559665566195,87.58107553695567,84.88694687628258
male,group A,some high school,standard,none,88.57097715542936,70.61475221774165,92.12373107404986
male,group A,high school,free/reduced,none,74.81379949506706,76.61308623033813,61.6199605016396
female,group C,master's degree,standard,completed,74.79472773125033,79.15326838420195,75.91724223795296
male,group E,some high school,standard,completed,64.54387740578936,74.52691066593145,76.2182505427644
female,group C,high school,standard,none,96.20535304048649,49.227586470335325,74.16335939329575
male,group B,some high school,standard,completed,71.81727985537601,77.03372652606032,53.67961022985921
female,group A,bachelor's degree,standard,none,69.74403173367962,48.19567069226707,51.80864949903333
male,group D,bachelor's degree,free/reduced,completed,81.1134742951207,85.54048594259872,88.15358882129993
female,group B,high school,free/reduced,none,73.02705718600237,73.36258717891863,82.33990930581314
female,group C,some high school,standard,none,61.41185992058395,80.9500166197616,60.57785874664575
female,group A,some high school,standard,completed,69.91895957052671,79.20763848592435,67.79115191733662
female,group D,bachelor's degree,free/reduced,none,71.37187281859721,74.41991638999899,82.9200140733331
male,group E,some college,free/reduced,completed,75.7525551652136,58.75162753663631,66.56046520925283
female,group B,high school,free/reduced,none,86.56608847399599,65.55024359642074,77.88640177490524
female,group C,some high school,free/reduced,none,75.64267992161946,60.52020666569685,77.69384683998047
male,group C,high school,standard,none,78.97318965596249,65.27605628761933,62.5416092465837
female,group C,associate's degree,free/reduced,completed,90.78167224593832,66.85692627707319,57.996521628085006
female,group C,some high school,standard,none,86.14768249652404,80.75713775778675,72.37848089428
female,group D,some high school,free/reduced,completed,86.42600846935804,85.05839076682952,80.8684842276068
male,group B,some high school,standard,none,79.89053474253515,62.69178382637401,83.46309389301192
female,group A,some college,free/reduced,none,79.18890091589097,78.39715146375858,73.65344329144601
female,group C,bachelor's degree,free/reduced,completed,71.72197031385842,81.324926220163,94.43887088451568
male,group A,bachelor's degree,standard,none,81.87621444008616,72.4712208065433,79.6170290332408
female,group B,high school,standard,completed,73.55810556105139,91.4318381023004,58.79038277461937
male,group B,some college,standard,none,83.79745700029036,77.29311251597409,62.62762262290741
female,group C,high school,standard,completed,73.58898834981369,68.02393967269624,65.36536487352059
male,group E,high school,standard,none,63.89229792939928,75.93972956291103,84.12054112578814
female,group A,high school,standard,completed,68.83515271364908,71.2279627819925,71.16394725249116
male,group B,associate's degree,free/reduced,completed,73.06107500877994,73.58433054774483,91.38988623409053
female,group C,associate's degree,standard,none,75.0437043015367,83.22242489970375,69.66149532044153
female,group D,high school,free/reduced,none,66.97487262711208,61.36661222016112,67.35913490381512
male,group C,some high school,standard,none,74.22449942255024,77.08478513173901,58.38854969662924
female,group B,high school,free/reduced,completed,72.33174167972153,77.44877555020312,70.28253607486921
male,group B,some college,free/reduced,completed,81.93791032591346,80.1568562231607,80.02829442916745
female,group D,some high school,free/reduced,completed,71.35091984900271,78.32320996315364,79.96121349880664
male,group E,master's degree,standard,none,76.17396228980839,56.45850720305478,75.76973873419556
male,group C,master's degree,standard,completed,74.56636137063431,66.83772163216726,97.83489067367267
male,group D,high school,standard,none,71.50242427886904,79.08896584020131,74.6354929775012
female,group C,high school,standard,none,76.54856111345862,72.09606399551363,86.59708730937427
male,group D,associate's degree,standard,none,95.7529978788029,72.27257981948303,68.44793766031212
male,group C,master's degree,standard,none,69.63437787454272,73.56576869843187,79.01782009576169
female,group A,high school,standard,none,61.880278934682,73.16936927011194,75.06005390850898
female,group E,some college,standard,none,65.32066351918178,65.39495466271839,68.48274326680459
male,group E,some high school,standard,none,65.8711161681854,73.47939908815714,73.49887225986988
male,group C,some high school,standard,none,73.46745464098271,83.69172412107537,78.68747684267036
female,group B,bachelor's degree,standard,none,82.02529782946442,70.1631290895694,89.31660717594978
male,group B,some college,free/reduced,none,71.54087107931812,65.96273924608039,78.55234314111868
female,group C,bachelor's degree,standard,none,75.49620055607281,80.22210430710788,85.16340040682692
male,group B,high school,standard,completed,78.36840100891443,94.26987212623877,70.64685605798736
male,group C,associate's degree,free/reduced,none,69.59195322205633,66.44176372066508,63.6647148381018
female,group C,associate's degree,standard,none,96.30041648720828,68.99058336963762,73.66821635758983
female,group E,master's degree,free/reduced,none,79.2953283338514,71.1377271749954,84.41854572649736
male,group D,bachelor's degree,free/reduced,completed,69.34390751557038,83.30352599934551,72.33724296129222
female,group C,some college,standard,completed,79.31568039993984,70.43499476103894,70.83411359513671
male,group C,associate's degree,standard,none,67.92942722167861,58.86267664558042,91.83231169149784
male,group D,some college,standard,completed,77.60913099639562,75.69584725465361,58.54359643262653
male,group C,high school,free/reduced,none,74.5698111028268,73.16856809859782,60.413232681234646
male,group B,associate's degree,standard,none,80.45772692283282,87.30521561026167,72.2258873991869
male,group E,associate's degree,free/reduced,completed,82.8874963152317,79.37657789306998,83.74127622829
male,group C,associate's degree,free/reduced,none,72.66339084406073,84.27069037206861,62.47189745044306
male,group B,high school,standard,none,88.02099096977983,73.55498276412844,78.94879357075857
female,group C,some college,standard,completed,80.18518459939575,66.60792533583883,89.61673294395672
male,group B,associate's degree,standard,completed,68.10062820675361,69.04674444939552,73.45737046206956
male,group E,associate's degree,free/reduced,none,65.69599965743072,92.46106320742447,61.78972062632868
female,group C,bachelor's degree,free/reduced,none,93.16346671412953,84.71501362406755,79.40816742074088
male,group C,some college,free/reduced,none,66.07861638631411,80.99836061526715,90.30314964717272
male,group D,some college,standard,none,74.73505403099732,61.88709414748477,90.7401399812637
male,group C,some high school,standard,none,76.27186036015748,64.41347227721732,74.53941311483479
female,group D,some high school,standard,none,76.01204948628784,71.54634076605504,80.18558207743692
female,group D,associate's degree,standard,none,76.00124889924454,69.81296561027614,61.387088264311046
male,group C,bachelor's degree,standard,completed,76.70425145569259,64.38562721781204,80.39504014740731
female,group E,bachelor's degree,standard,completed,87.99876606508755,100.0,70.97699652752645
female,group B,high school,free/reduced,none,93.13623818696472,87.78146403943889,61.61177611811216
male,group D,bachelor's degree,free/reduced,none,86.0209206861754,92.7444749816219,89.94855237078227
female,group E,associate's degree,standard,none,78.17659599499397,70.7622746864876,74.12337346134466
female,group C,associate's degree,standard,completed,78.17651296351889,73.43350521364431,81.18190237161271
female,group E,associate's degree,standard,completed,84.65854954920717,74.42572832682067,82.30261832256959
male,group C,high school,free/reduced,none,71.72751393030354,71.63149772347887,82.91721285641223
female,group D,some college,free/reduced,none,73.95928836147249,74.96734600635722,91.94463589377142
male,group D,high school,free/reduced,none,67.51318494224363,71.55460889686216,77.27010159958196
female,group E,some college,standard,completed,66.37748763158953,81.08814890714032,57.01254905926613
female,group E,associate's degree,standard,none,71.71508166646755,69.83120479203501,80.19055295263365
female,group A,master's degree,free/reduced,none,58.46691614133329,52.81783354750054,63.75748858989412
male,group D,some high school,standard,completed,77.89405558030555,77.85600896653347,84.3251437325788
female,group E,associate's degree,standard,none,100.0,71.7966167307614,78.48636648391648
female,group E,some high school,free/reduced,none,82.55517768158343,74.54544242844992,73.87780088214957
male,group B,high school,free/reduced,none,73.78447812405138,57.8447468197777,75.78395826525704
female,group B,some high school,free/reduced,completed,59.0034809594349,83.49826111544304,75.88413632359946
male,group D,associate's degree,standard,completed,62.19524122514892,88.1826525640913,56.8089626058119
female,group D,some high school,standard,completed,84.14775431895674,86.75478622343813,77.5215873606807
male,group D,master's degree,standard,none,81.53819947307693,57.22617170371439,78.73050086599709
female,group C,master's degree,standard,none,75.08370224156408,55.98969743191462,60.37287105353675
female,group A,high school,free/reduced,completed,78.3673210003319,64.37708477395155,75.90389934676269
female,group D,bachelor's degree,free/reduced,completed,75.19910642086404,71.63446710179358,91.27344299110808
female,group D,some high school,free/reduced,none,66.11740136074921,68.78045679865238,77.33079447311859
male,group D,some college,standard,none,69.79107053997191,90.03596075068573,80.1001226235482
male,group B,high school,standard,none,67.93425382638371,54.91957922971183,81.20320732279671
female,group D,some college,standard,completed,64.10536389205676,79.53384021171418,70.19855043169345
female,group C,bachelor's degree,free/reduced,none,71.4665688146815,87.74776870165168,70.60074257023228
male,group E,bachelor's degree,standard,completed,68.0720410891248,84.38191791124952,64.00952388200032
male,group D,bachelor's degree,free/reduced,none,60.576215159810005,72.94918715307983,87.50078959672058
female,group A,some college,standard,none,66.64822731372173,64.87559637606353,71.30185966629547
female,group C,bachelor's degree,standard,completed,80.07535635970595,63.01011351922773,80.31646809770695
female,group C,bachelor's degree,free/reduced,completed,80.43475861993036,82.62157078114268,78.97456860010149
female,group B,associate's degree,free/reduced,none,80.55156397502397,82.69327375232018,76.41086876291564
female,group E,some college,standard,none,65.73960577324523,78.57246507605866,67.62531410018578
male,group E,bachelor's degree,standard,completed,66.73248840306209,66.74733436831302,75.18562312706108
female,group C,high school,standard,none,86.40069782410495,72.28192497288792,69.23528485342534
female,group C,associate's degree,standard,completed,67.81428043656832,96.58596366095566,75.14003762766814
male,group B,some college,standard,completed,72.44256677132056,87.30938062127804,72.66738612522836
male,group D,high school,free/reduced,none,85.57452941590333,61.95145637947334,79.51513906945189
female,group C,high school,free/reduced,none,70.78696579558692,74.96802812933804,75.48385561856193
male,group D,high school,standard,none,83.01206832338322,90.6667428674538,59.58684243657031
female,group B,associate's degree,free/reduced,none,56.0333658364812,83.87038437372752,88.64581543306636
male,group D,high school,free/reduced,none,78.21600825677635,86.47682666806986,75.49981836552917
male,group E,some high school,standard,completed,91.86949879439388,66.75098190201652,67.98469608096441
male,group E,associate's degree,free/reduced,none,88.51665728995975,75.81382900039182,76.63345858055025
female,group D,high school,free/reduced,completed,73.03424660148693,87.61133253477847,55.50271716564336
male,group E,associate's degree,free/reduced,completed,69.9505019685738,76.11221296929646,71.12687390282294
female,group C,some high school,free/reduced,none,75.36038102644419,72.52280576961158,91.4031868487203
male,group C,some college,free/reduced,completed,70.21851694609569,51.06894485277041,71.32544800714926
male,group D,some college,free/reduced,none,67.17240514457347,66.80335940993946,66.28639452962865
male,group D,associate's degree,free/reduced,completed,61.13619473304966,88.11225261341353,85.75604550907167
male,group C,bachelor's degree,free/reduced,completed,94.96466377249,72.48095126395648,63.05539600920194
male,group C,associate's degree,standard,completed,80.03643039608772,88.43986781344553,71.50137458152915
male,group D,some college,free/reduced,none,57.27901349610672,74.70580010267652,74.1931942340101
male,group A,associate's degree,standard,none,81.79146375185339,70.87917006248841,80.84095924155328
female,group E,high school,free/reduced,none,75.66384442401903,93.26488441673,67.33937569762924
male,group D,some college,standard,completed,87.92542835172274,59.81088659001822,88.28694513079829
male,group D,some high school,standard,completed,91.6502812008908,64.9547548131069,54.06732052413729
male,group C,master's degree,free/reduced,completed,87.03759542586332,100.0,83.65317018045162
female,group D,master's degree,standard,none,65.57608867492934,68.33523367236494,79.37724988808566
male,group C,high school,standard,none,84.17575631771334,69.80969857720886,68.20240557900743
male,group A,some high school,free/reduced,completed,95.002508257848,81.77205846733565,71.18708071452399
female,group B,high school,standard,none,77.91811848634072,85.90372254009948,53.72108532362486
female,group C,associate's degree,standard,none,58.7286184739439,76.8201454379325,78.76636502629874
male,group B,high school,standard,none,86.40770961650907,72.55631314748189,77.53018966065638
female,group D,some college,free/reduced,none,61.78379110106795,73.19214734742866,69.6333528392763
male,group B,some high school,free/reduced,completed,74.18348213986397,61.95888820583901,64.43293339934016
female,group E,high school,free/reduced,completed,61.34558985055751,73.61688423407126,75.58089357121212
male,group E,high school,standard,none,84.07858238956365,69.41594977796295,90.09221474012284
female,group D,some college,standard,completed,62.69395316642121,61.4009702568911,70.40419011487032
female,group E,some high school,free/reduced,none,77.80464204826845,71.01517817608865,68.4772483324701
male,group C,high school,standard,completed,65.52461014880814,64.11101917608578,84.380469494642
female,group C,some college,standard,none,89.46690762272466,74.91624978418697,86.0953586691221
male,group E,associate's degree,standard,none,65.93875247689243,67.66906287811292,95.54166776892522
male,group C,some college,standard,none,87.25208448195386,84.53742816323239,71.8877705355559
female,group D,master's degree,standard,none,58.64823634043229,68.1284534384259,68.31261087679047
female,group D,high school,standard,none,69.39871213779375,66.96782885916868,66.7052309481599
male,group C,high school,standard,none,61.96161478888523,86.98669460368647,71.12416042108549
female,group A,some college,standard,none,77.81236088476514,87.56260050853153,92.20022387393436
female,group D,some high school,free/reduced,none,73.12411819672243,87.6639657515221,65.90229711137691
female,group E,associate's degree,standard,none,63.985519982883424,67.58623698627149,77.96938008251641
female,group C,some high school,free/reduced,completed,81.77926431900799,63.03524963103538,59.87218227617792
male,group D,some college,standard,none,75.58294518613972,71.9812437993353,72.7586535122422
female,group D,some college,standard,none,52.09907711962081,73.47254394042643,63.68282584275983
male,group A,some high school,standard,completed,90.2110694906612,85.09251188506803,71.65740364279863
male,group C,some college,standard,none,67.36480939010352,62.85829918979464,71.0129234992373
female,group E,associate's degree,standard,none,77.17078076685591,65.37297250853423,67.08291382285378
female,group B,bachelor's degree,standard,none,77.16942487956817,83.2480212584544,75.33865613184143
female,group D,bachelor's degree,standard,none,68.79515044569577,79.10742107609484,66.20451054229521
male,group C,some high school,standard,completed,79.46799293701413,71.68952327580294,87.53262754030527
female,group A,high school,free/reduced,completed,92.35514591069456,74.35542249947231,82.58011456205004
female,group D,some college,free/reduced,none,82.22943080681732,85.94160378960153,64.70724200546258
female,group A,some college,standard,none,63.80835093091751,80.90021661802929,78.38963658399645
female,group C,some college,standard,completed,65.02497388639361,78.40410806538166,75.4489882361424
male,group B,some college,free/reduced,completed,70.21470273790777,77.04565440416619,71.07616509096493
male,group C,associate's degree,standard,none,65.94384746068692,85.13840988225692,90.69807198355808
male,group D,high school,standard,completed,69.71459550241826,77.35195152254445,68.72714375870643
female,group C,associate's degree,standard,none,75.84433474935226,60.64298323906314,76.72570645067789
female,group B,high school,free/reduced,none,70.7223775818296,97.48096214142286,81.3867565005616
male,group D,some high school,standard,none,82.2611563474278,93.69660046024472,70.16772834765118
male,group B,some high school,standard,completed,77.27103482833868,88.19285839087756,75.62084226300956
female,group A,some college,standard,completed,77.57071148391766,74.00748839467636,84.69067760642137
female,group C,some high school,standard,none,77.64431626834886,87.78169853008326,72.89311920915948
male,group A,high school,standard,none,71.56293177191277,77.70466035255822,79.0377531472594
female,group C,associate's degree,standard,none,77.18612682182244,60.31624436275584,76.77965855698508
male,group E,some high school,standard,completed,52.48136338748961,82.02311275820158,57.70876521924262
female,group A,some high school,free/reduced,none,86.75216390460182,75.55173421695811,79.80470413348024
female,group D,some college,free/reduced,completed,58.6591408474853,79.94883819306622,89.48307706853478
male,group E,high school,free/reduced,completed,70.11750027379003,85.69504583288993,81.99840851435758
female,group B,some high school,standard,completed,85.08012152088847,69.3566849365764,72.08074686796121
female,group D,associate's degree,free/reduced,none,84.88878169880974,77.37674370552746,64.69879283854414
female,group D,bachelor's degree,free/reduced,none,72.95048400105792,84.1205771801557,64.82570691874253
male,group A,high school,standard,none,79.83143875027487,67.25291060760455,75.86278811158199
female,group E,master's degree,standard,completed,71.55827058631714,73.68587201818733,91.405607383243
male,group C,high school,free/reduced,none,73.13452220205542,55.61435235718452,76.42143620069658
female,group C,high school,free/reduced,completed,76.05564482704273,96.510336770313,73.82874665915332
female,group D,some college,standard,completed,74.67975393985091,73.53880185460027,77.03525695986703
female,group D,some college,free/reduced,none,67.40277280112007,64.93059734902845,81.68040485801991
