index,Rank,Game Title,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global,Review
961,962,Active Life: Outdoor Challenge,Wii,2008.0,Sports,Atari,0.77,0.42,0.19,0.14,1.52,68.67
962,963,Pokémon Battle Revolution,Wii,2006.0,Role-Playing,Nintendo,0.77,0.33,0.3,0.12,1.52,53.19
963,964,NASCAR 98,PS,1996.0,Racing,Electronic Arts,1.43,0.05,0.0,0.04,1.52,74.0
964,965,F1 Race,NES,1984.0,Racing,Nintendo,0.0,0.0,1.52,0.0,1.52,74.0
965,966,NASCAR 99,PS,1998.0,Racing,Electronic Arts,1.45,0.04,0.0,0.04,1.52,72.0
966,967,NBA Live 2000,PS,1998.0,Sports,Electronic Arts,1.43,0.05,0.0,0.03,1.52,88.0
967,968,Super Monkey Ball 2,GC,2002.0,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52,86.0
968,969,Pac-Man World 2,PS2,2002.0,Action,Namco Bandai Games,1.26,0.05,0.0,0.21,1.51,78.0
969,970,SoulCalibur IV,X360,2008.0,Fighting,Ubisoft,0.88,0.42,0.07,0.15,1.51,85.0
970,971,Assassin's Creed: Bloodlines,PSP,2009.0,Action,Ubisoft,0.38,0.69,0.05,0.39,1.51,63.63
971,972,Simpsons Wrestling,PS,2001.0,Fighting,Electronic Arts,0.23,1.16,0.0,0.11,1.51,63.0
972,973,MySims Kingdom,DS,2008.0,Simulation,Electronic Arts,0.77,0.57,0.01,0.16,1.51,63.0
973,974,NBA Live 98,PS,1997.0,Sports,Electronic Arts,1.41,0.06,0.0,0.04,1.51,80.0
974,975,The Simpsons Game,PS2,2007.0,Platform,Electronic Arts,0.35,0.94,0.0,0.22,1.51,67.62
975,976,Monopoly,PS,1997.0,Misc,Hasbro Interactive,1.18,0.27,0.0,0.05,1.51,59.0
976,977,Gran Turismo 4 Prologue,PS2,2003.0,Racing,Sony Computer Entertainment,0.0,0.57,0.77,0.17,1.51,74.0
977,978,SoulCalibur II,GC,2003.0,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5,89.0
978,979,Tokyo Xtreme Racer Zero,PS2,2000.0,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,78.48
979,980,NFL Blitz,PS,1998.0,Sports,Midway Games,1.41,0.05,0.0,0.04,1.5,85.0
980,981,Red Faction II,PS2,2002.0,Shooter,THQ,0.49,0.78,0.0,0.23,1.5,83.0
981,982,Madden NFL 2001,PS2,2000.0,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5,85.0
982,983,WWF No Mercy,N64,2000.0,Fighting,THQ,1.2,0.27,0.02,0.02,1.5,88.0
983,984,Sonic CD,SCD,1993.0,Platform,Sega,1.0,0.36,0.09,0.05,1.5,70.0
984,985,Ice Climber,NES,1985.0,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5,74.0
985,986,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986.0,Platform,Hudson Soft,0.0,0.0,1.5,0.0,1.5,53.0
986,987,Mega Man 2,NES,1988.0,Action,Capcom,0.81,0.26,0.4,0.04,1.5,88.0
987,988,Dragon Age: Origins,PS3,2009.0,Role-Playing,Electronic Arts,0.88,0.35,0.08,0.19,1.5,86.39
988,989,Pac-Man World,PS,1998.0,Action,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5,80.0
989,990,Final Fantasy: Crystal Chronicles,GC,2003.0,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49,80.73
990,991,Resident Evil: The Umbrella Chronicles,Wii,2007.0,Shooter,Capcom,0.65,0.42,0.2899999999999999,0.13,1.49,81.0
991,992,Medal of Honor: Frontline,XB,2002.0,Shooter,Electronic Arts,1.0,0.43,0.0,0.06,1.49,82.0
992,993,Madden NFL 09,PS2,2008.0,Sports,Electronic Arts,1.22,0.17,0.0,0.11,1.49,84.0
993,994,Banjo-Tooie,N64,2000.0,Platform,Nintendo,0.82,0.36,0.25,0.06,1.49,91.08
994,995,Buzz! The BIG Quiz,PS2,2006.0,Misc,Sony Computer Entertainment,0.0,1.1,0.0,0.39,1.49,71.0
995,996,Hitman: Absolution,PS3,2012.0,Action,Square Enix,0.42,0.75,0.05,0.28,1.49,84.83
996,997,Dirge of Cerberus: Final Fantasy VII,PS2,2006.0,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48,60.2
997,998,MySims Kingdom,Wii,2008.0,Simulation,Electronic Arts,0.69,0.62,0.01,0.16,1.48,78.0
998,999,Nintendo World Cup,NES,1990.0,Sports,Nintendo,0.28,0.5,0.65,0.05,1.48,81.0
999,1000,Wario Land II,GB,1997.0,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48,83.0
1000,1001,WWF WrestleMania 2000,N64,1999.0,Fighting,THQ,1.2,0.25,0.02,0.02,1.48,84.55
1001,1002,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006.0,Shooter,Ubisoft,1.36,0.01,0.02,0.09,1.48,90.47
1002,1003,Major League Baseball 2K5,PS2,2005.0,Sports,Take-Two Interactive,0.72,0.56,0.0,0.19,1.48,82.0
1003,1004,Fight Night 2004,PS2,2004.0,Fighting,Electronic Arts,1.08,0.2,0.0,0.2,1.48,85.07
1004,1005,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004.0,Action,Ubisoft,0.82,0.59,0.0,0.07,1.48,92.2
1005,1006,Rage,X360,2011.0,Shooter,Bethesda Softworks,0.75,0.54,0.03,0.15,1.47,81.0
1006,1007,Guitar Hero 5,Wii,2009.0,Misc,Activision,0.89,0.44,0.0,0.14,1.47,84.0
1007,1008,The Simpsons Game,DS,2007.0,Platform,Electronic Arts,0.56,0.75,0.0,0.17,1.47,69.5
1008,1009,Mario Golf,N64,1999.0,Sports,Nintendo,0.62,0.18,0.65,0.02,1.47,84.0
1009,1010,Disney Princess,GBA,2003.0,Platform,THQ,1.04,0.37,0.0,0.06,1.47,56.0
1010,1011,Imagine: Master Chef,DS,2007.0,Simulation,Ubisoft,0.39,0.91,0.0,0.17,1.47,57.0
1011,1012,Call of Duty: Modern Warfare: Reflex Edition,Wii,2009.0,Shooter,Activision,0.93,0.4,0.0,0.14,1.47,78.5
1012,1013,New Play Control! Mario Power Tennis,Wii,2009.0,Sports,Nintendo,0.33,0.71,0.28,0.15,1.47,78.0
1013,1014,Xenogears,PS,1998.0,Role-Playing,Square,0.2899999999999999,0.19,0.89,0.1,1.46,90.94
1014,1015,The SpongeBob SquarePants Movie,GBA,2004.0,Platform,THQ,1.02,0.38,0.0,0.06,1.46,52.67
1015,1016,Midway Arcade Treasures,PS2,2003.0,Misc,Midway Games,0.72,0.56,0.0,0.19,1.46,73.86
1016,1017,Triple Play 99,PS,,Sports,,0.81,0.55,0.0,0.1,1.46,69.72
1017,1018,Devil May Cry 4,PS3,2008.0,Action,Capcom,0.55,0.39,0.34,0.19,1.46,84.13
1018,1019,Super Monkey Ball,GC,2001.0,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46,83.0
1019,1020,Disney Sing It: Pop Hits,Wii,2009.0,Misc,Disney Interactive Studios,1.06,0.27,0.0,0.13,1.46,48.0
1020,1021,Mortal Kombat 4,PS,1998.0,Fighting,GT Interactive,0.81,0.55,0.0,0.1,1.46,81.0
1021,1022,Mario Superstar Baseball,GC,2005.0,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46,76.62
1022,1023,WCW vs the World,PS,1998.0,Fighting,THQ,1.17,0.2,0.04,0.05,1.46,74.09999999999998
1023,1024,Onimusha 3: Demon Siege,PS2,2004.0,Action,Capcom,0.37,0.47,0.54,0.07,1.45,88.0
1024,1025,Red Dead Revolver,PS2,2004.0,Shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45,82.0
1025,1026,Resident Evil Outbreak,PS2,2003.0,Action,Capcom,0.54,0.35,0.46,0.1,1.45,77.0
1026,1027,Tamagotchi,GB,1996.0,Simulation,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45,54.0
1027,1028,Namco Museum 64,N64,1999.0,Misc,Namco Bandai Games,1.24,0.17,0.03,0.01,1.45,77.0
1028,1029,Sonic Colors,Wii,2010.0,Platform,Sega,0.77,0.52,0.01,0.15,1.45,84.0
1029,1030,Dark Souls,PS3,2011.0,Role-Playing,Namco Bandai Games,0.5,0.2899999999999999,0.52,0.14,1.45,88.48
1030,1031,Call of Duty: Black Ops,PC,,Shooter,Activision,0.53,0.7,0.0,0.22,1.44,78.09999999999998
1031,1032,Drawn To Life: SpongeBob SquarePants Edition,DS,2008.0,Adventure,THQ,0.96,0.34,0.0,0.13,1.44,72.0
1032,1033,SingStar Pop,PS2,2007.0,Misc,Sony Computer Entertainment,0.04,1.08,0.0,0.32,1.44,77.0
1033,1034,Kirby Super Star,SNES,1996.0,Platform,Nintendo,0.26,0.07,1.09,0.02,1.44,91.0
1034,1035,Tiger Woods PGA Tour 2005,PS2,2004.0,Sports,Electronic Arts,1.03,0.32,0.0,0.09,1.44,87.08
1035,1036,NCAA Football 2003,PS2,2002.0,Sports,Electronic Arts,1.16,0.08,0.0,0.19,1.44,91.36
1036,1037,Frogger 2: Swampy's Revenge,PS,1999.0,Action,Hasbro Interactive,0.8,0.54,0.0,0.09,1.43,73.0
1037,1038,Disney's DuckTales,GB,1988.0,Platform,Capcom,0.82,0.23,0.35,0.03,1.43,75.0
1038,1039,Classic NES Series: Super Mario Bros.,GBA,2004.0,Platform,Nintendo,0.0,0.0,1.39,0.03,1.43,80.2
1039,1040,Triple Play 2000,PS,1999.0,Sports,Electronic Arts,0.79,0.54,0.0,0.09,1.43,88.07
1040,1041,Wall-E,DS,2008.0,Platform,THQ,0.44,0.81,0.0,0.17,1.43,56.19
1041,1042,Rock Band 2,PS3,2008.0,Misc,MTV Games,1.09,0.18,0.0,0.15,1.43,91.5
1042,1043,Fight Night Round 4,PS3,2009.0,Fighting,Electronic Arts,0.89,0.35,0.0,0.19,1.43,88.0
1043,1044,Fight Night Round 3,X360,2006.0,Fighting,Electronic Arts,1.3,0.01,0.01,0.1,1.42,85.35
1044,1045,NBA Live 06 (Weekly american sales),PS2,2005.0,Sports,Electronic Arts,1.35,0.05,0.0,0.02,1.42,76.78
1045,1046,Disney Fairies: Tinker Bell,DS,2008.0,Adventure,Disney Interactive Studios,0.78,0.49,0.01,0.14,1.42,85.0
1046,1047,The Legend of Zelda: The Minish Cap,GBA,2004.0,Adventure,Nintendo,0.89,0.22,0.22,0.1,1.42,90.36
1047,1048,NFL Street,PS2,2004.0,Sports,Electronic Arts,1.15,0.08,0.0,0.19,1.42,82.0
1048,1049,Super Metroid,SNES,1994.0,Adventure,Nintendo,0.57,0.12,0.71,0.02,1.42,94.0
1049,1050,Resident Evil,GC,2002.0,Action,Capcom,0.63,0.38,0.35,0.05,1.42,89.75
1050,1051,Just Cause 2,X360,2010.0,Action,Square Enix,0.5,0.74,0.02,0.16,1.41,82.63
1051,1052,LEGO Star Wars: The Video Game,GC,2005.0,Action,Eidos Interactive,1.09,0.28,0.0,0.04,1.41,84.0
1052,1053,My Word Coach,DS,2007.0,Misc,Ubisoft,0.35,0.89,0.0,0.17,1.41,69.0
1053,1054,The Lion King,GEN,1994.0,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41,85.0
1054,1055,Knockout Kings 2000,PS,1999.0,Fighting,Electronic Arts,1.02,0.34,0.0,0.05,1.41,79.33
1055,1056,Twisted Metal: Black,PS2,2001.0,Racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41,88.52
1056,1057,NASCAR 2005: Chase for the Cup,PS2,2004.0,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41,87.0
1057,1058,Spider-Man: The Movie,XB,2002.0,Action,Activision,1.07,0.28,0.0,0.05,1.4,78.17
1058,1059,Football Manager 2012,PC,2011.0,Sports,Sega,0.02,1.11,0.0,0.28,1.4,81.0
1059,1060,The House of the Dead 2 & 3 Return,Wii,2008.0,Shooter,Sega,0.75,0.47,0.03,0.15,1.4,73.0
1060,1061,Need For Speed: Undercover,PS2,2008.0,Racing,Electronic Arts,0.38,0.81,0.03,0.19,1.4,75.0
1061,1062,Sonic Advance 3,GBA,2004.0,Platform,Sega,0.74,0.52,0.08,0.06,1.4,85.0
1062,1063,Final Fantasy III,NES,1990.0,Role-Playing,Square,0.0,0.0,1.39,0.01,1.4,82.0
1063,1064,007: Quantum of Solace,X360,2008.0,Action,Activision,0.79,0.46,0.01,0.14,1.4,68.73
1064,1065,Paper Mario: Sticker Star,3DS,2012.0,Action,Nintendo,0.61,0.19,0.53,0.07,1.4,76.12
1065,1066,WWE SmackDown vs Raw 2008,X360,2007.0,Fighting,THQ,0.9,0.36,0.0,0.13,1.4,75.0
1066,1067,Colin McRae Rally 3,PS2,2002.0,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4,86.01
1067,1068,Tiger Woods PGA Tour 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.8,0.46,0.0,0.14,1.4,81.20999999999998
1068,1069,Portal 2,PS3,2011.0,Shooter,Valve,0.72,0.45,0.02,0.21,1.4,91.0
1069,1070,Madden NFL 2002,PS,2001.0,Sports,Electronic Arts,0.78,0.53,0.0,0.09,1.39,77.0
1070,1071,Smarty Pants,Wii,2007.0,Misc,Electronic Arts,0.5,0.73,0.0,0.16,1.39,65.0
1071,1072,Battlefield: Bad Company,X360,2008.0,Shooter,Electronic Arts,0.78,0.42,0.04,0.14,1.39,83.76
1072,1073,NBA Jam,SNES,1994.0,Sports,Acclaim Entertainment,1.19,0.16,0.0,0.03,1.39,84.0
1073,1074,Dynasty Warriors 5,PS2,2005.0,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,70.47
1074,1075,Call of Duty 3,PS3,2006.0,Shooter,Activision,0.54,0.5799999999999998,0.03,0.24,1.39,81.23
1075,1076,Hitman: Absolution,X360,2012.0,Action,Square Enix,0.54,0.68,0.01,0.15,1.39,79.39
1076,1077,Hasbro Family Game Night,Wii,2008.0,Puzzle,Electronic Arts,0.95,0.3,0.0,0.13,1.39,66.0
1077,1078,Kinectimals,X360,2010.0,Simulation,Microsoft Game Studios,0.86,0.38,0.0,0.13,1.38,67.0
1078,1079,True Crime: Streets of LA,XB,2003.0,Action,Activision,0.96,0.37,0.0,0.05,1.38,78.78
1079,1080,Homefront,X360,2011.0,Shooter,THQ,0.77,0.45,0.02,0.14,1.38,71.7
1080,1081,Paper Mario,N64,2000.0,Role-Playing,Nintendo,0.5799999999999998,0.18,0.59,0.02,1.38,92.0
1081,1082,Duke Nukem: Time to Kill,PS,1998.0,Shooter,Take-Two Interactive,0.77,0.54,0.0,0.07,1.38,79.0
1082,1083,Hannah Montana: Spotlight World Tour,Wii,2007.0,Action,Disney Interactive Studios,0.87,0.38,0.0,0.13,1.38,58.0
1083,1084,Dave Mirra Freestyle BMX 2,PS2,2001.0,Sports,Acclaim Entertainment,0.67,0.53,0.0,0.18,1.38,80.06999999999998
1084,1085,LEGO Indiana Jones: The Original Adventures,PS2,2008.0,Adventure,LucasArts,0.6,0.61,0.0,0.16,1.37,85.0
1085,1086,A Collection of Activision Classic Games for the Atari 2600,PS,1998.0,Misc,Activision,0.76,0.52,0.0,0.09,1.37,52.33
1086,1087,Ridge Racer,PSP,2004.0,Racing,Namco Bandai Games,0.36,0.43,0.32,0.27,1.37,49.0
1087,1088,BioShock 2,PS3,2010.0,Shooter,Take-Two Interactive,0.75,0.41,0.02,0.19,1.37,87.05
1088,1089,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004.0,Role-Playing,Activision,0.99,0.33,0.0,0.05,1.37,91.0
1089,1090,Pocket Monsters Stadium,N64,1998.0,Strategy,Nintendo,0.0,0.0,1.37,0.0,1.37,73.0
1090,1091,Sid Meier's Civilization V,PC,2010.0,Strategy,Take-Two Interactive,0.69,0.49,0.0,0.18,1.37,81.0
1091,1092,Sonic Classic Collection,DS,2010.0,Platform,Sega,0.65,0.57,0.0,0.15,1.37,82.0
1092,1093,Tom Clancy's Ghost Recon 2,XB,2004.0,Shooter,Ubisoft,0.86,0.45,0.0,0.06,1.36,82.69
1093,1094,Borderlands 2,PS3,2012.0,Shooter,Take-Two Interactive,0.66,0.43,0.07,0.2,1.36,83.98
1094,1095,SingStar Abba,PS2,2008.0,Misc,Sony Computer Entertainment,0.23,0.92,0.0,0.21,1.36,71.0
1095,1096,Dead to Rights,PS2,2002.0,Shooter,Electronic Arts,0.67,0.52,0.0,0.17,1.36,73.53
1096,1097,Sonic Rivals,PSP,2006.0,Racing,Sega,0.72,0.38,0.0,0.26,1.36,76.0
1097,1098,LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,LucasArts,0.82,0.41,0.0,0.13,1.36,77.0
1098,1099,Dragon Quest Monsters: Joker 2,DS,2010.0,Role-Playing,Square Enix,0.07,0.04,1.24,0.01,1.36,79.95
1099,1100,The Sims 3: Late Night Expansion Pack,PC,2010.0,Simulation,Electronic Arts,0.52,0.63,0.0,0.2,1.36,81.5
1100,1101,Rayman Raving Rabbids,Wii,2006.0,Misc,Ubisoft,1.2,0.03,0.02,0.11,1.36,81.0
1101,1102,LEGO Star Wars II: The Original Trilogy,PSP,2006.0,Action,LucasArts,0.57,0.48,0.0,0.3,1.36,86.0
1102,1103,Madden NFL 98,PS,1997.0,Sports,Electronic Arts,1.29,0.03,0.0,0.03,1.35,88.0
1103,1104,Sega Genesis Collection,PSP,2006.0,Misc,Sega,0.52,0.52,0.0,0.32,1.35,81.13
1104,1105,Samurai Warriors,PS2,2004.0,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35,73.36
1105,1106,The Simpsons: Hit & Run,XB,2003.0,Racing,Vivendi Games,0.7,0.5799999999999998,0.0,0.07,1.35,80.23999999999998
1106,1107,SoulCalibur IV,PS3,2008.0,Fighting,Ubisoft,0.67,0.36,0.14,0.18,1.35,85.0
1107,1108,SaGa Frontier,PS,1997.0,Role-Playing,Sony Computer Entertainment,0.15,0.04,1.07,0.09,1.35,76.0
1108,1109,SingStar Party,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.04,0.0,0.31,1.35,78.0
1109,1110,Inazuma Eleven 2: Blizzard / Firestorm,DS,2009.0,Role-Playing,Level 5,0.0,0.14,1.18,0.02,1.35,64.0
1110,1111,Test Drive,PS2,2002.0,Racing,Atari,0.95,0.21,0.01,0.18,1.34,71.0
1111,1112,Super Scribblenauts,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,0.97,0.25,0.0,0.12,1.34,83.0
1112,1113,Final Fantasy XII: Revenant Wings,DS,2007.0,Role-Playing,Square Enix,0.31,0.4,0.54,0.09,1.34,79.67
1113,1114,Fight Night Round 4,X360,2009.0,Fighting,Electronic Arts,0.91,0.31,0.0,0.12,1.34,87.39
1114,1115,Mortal Kombat 3,GEN,1994.0,Fighting,Acclaim Entertainment,1.03,0.27,0.0,0.04,1.34,84.0
1115,1116,Doom 3,XB,2005.0,Shooter,Activision,0.85,0.43,0.0,0.06,1.34,87.63
1116,1117,Dead Space 2,X360,2011.0,Shooter,Electronic Arts,0.83,0.38,0.0,0.13,1.34,89.1
1117,1118,Donkey Kong Jungle Beat,GC,2004.0,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34,82.0
1118,1119,Need for Speed Carbon,PS2,2006.0,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,83.0
1119,1120,FIFA Soccer 08,PSP,2007.0,Sports,Electronic Arts,0.2,0.75,0.0,0.38,1.34,79.0
1120,1121,Max Payne 2: The Fall of Max Payne,PS2,2003.0,Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.34,88.49
1121,1122,MVP Baseball 2004,PS2,2004.0,Sports,Electronic Arts,1.1,0.06,0.0,0.18,1.34,88.89
1122,1123,FIFA Soccer 08,X360,2007.0,Sports,Electronic Arts,0.31,0.88,0.01,0.14,1.34,82.0
1123,1124,Spider-Man: The Movie,GBA,2002.0,Action,Activision,0.92,0.35,0.01,0.05,1.33,70.0
1124,1125,WWF War Zone,N64,1998.0,Fighting,Acclaim Entertainment,1.08,0.24,0.0,0.02,1.33,84.93
1125,1126,Tony Hawk's Pro Skater,GB,2000.0,Sports,Activision,0.9,0.38,0.01,0.05,1.33,56.0
1126,1127,The Sims: Bustin' Out,GBA,2003.0,Simulation,Electronic Arts,0.93,0.35,0.0,0.06,1.33,77.34999999999998
1127,1128,Triple Play 2001,PS,2000.0,Sports,Electronic Arts,0.74,0.5,0.0,0.09,1.33,81.2
1128,1129,Metroid Prime 2: Echoes,GC,2004.0,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33,92.05
1129,1130,Corvette,PS2,2004.0,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33,54.0
1130,1131,UFC Undisputed 2010,PS3,2010.0,Fighting,THQ,0.75,0.37,0.02,0.18,1.33,82.0
1131,1132,Command & Conquer: Red Alert 2,PC,2000.0,Strategy,Electronic Arts,1.32,0.0,0.0,0.0,1.32,86.29
1132,1133,Dead Rising 2,X360,2010.0,Action,Capcom,0.64,0.47,0.09,0.13,1.32,80.06999999999998
1133,1134,Gyromite,NES,1985.0,Puzzle,Nintendo,0.73,0.16,0.4,0.03,1.32,66.0
1134,1135,NFL 2K3,PS2,2002.0,Sports,Atari,1.06,0.08,0.0,0.18,1.32,88.05
1135,1136,Fighting Force,PS,1997.0,Fighting,Eidos Interactive,0.73,0.5,0.0,0.09,1.32,71.0
1136,1137,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003.0,Role-Playing,Capcom,0.31,0.04,0.96,0.01,1.32,69.5
1137,1138,Madden NFL 97,PS,1996.0,Sports,Electronic Arts,0.73,0.5,0.0,0.09,1.32,74.0
1138,1139,TNN Motor Sports Hardcore 4x4,PS,1996.0,Racing,ASC Games,0.73,0.5,0.0,0.09,1.31,61.6
1139,1140,Hello Kitty Party,DS,2007.0,Misc,Rising Star Games,0.72,0.47,0.0,0.13,1.31,42.0
1140,1141,Ridge Racer 7,PS3,2006.0,Racing,Namco Bandai Games,0.23,0.67,0.16,0.25,1.31,76.0
1141,1142,IHRA Drag Racing 2,PS2,2002.0,Racing,Bethesda Softworks,0.64,0.5,0.0,0.17,1.31,49.0
1142,1143,FIFA Soccer 09,PSP,2008.0,Sports,Electronic Arts,0.22,0.72,0.02,0.36,1.31,83.0
1143,1144,Madagascar,PS2,2005.0,Platform,Activision,0.78,0.45,0.0,0.07,1.31,66.64
1144,1145,Rugrats Studio Tour,PS,1999.0,Adventure,THQ,0.57,0.67,0.0,0.07,1.31,69.0
1145,1146,Sonic Rivals 2,PSP,2007.0,Racing,Sega,0.44,0.55,0.0,0.32,1.31,71.0
1146,1147,Turok: Evolution,PS2,2002.0,Shooter,Acclaim Entertainment,0.64,0.5,0.0,0.17,1.31,64.48
1147,1148,Kinect Star Wars,X360,2012.0,Action,Microsoft Game Studios,0.8,0.35,0.03,0.12,1.31,53.53
1148,1149,Burnout 3: Takedown,XB,2004.0,Racing,Electronic Arts,0.84,0.43,0.0,0.04,1.31,92.97
1149,1150,Yu-Gi-Oh! The Sacred Cards,GBA,2002.0,Role-Playing,Konami Digital Entertainment,0.94,0.35,0.0,0.02,1.3,73.0
1150,1151,Hasbro Family Game Night 2,Wii,2009.0,Misc,Electronic Arts,0.68,0.49,0.0,0.14,1.3,63.0
1151,1152,NBA Live 07,PS2,2006.0,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3,60.69
1152,1153,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009.0,Adventure,Activision,0.83,0.35,0.0,0.12,1.3,80.0
1153,1154,Yoshi's Cookie,NES,1992.0,Puzzle,Nintendo,0.53,0.12,0.63,0.02,1.3,72.0
1154,1155,Monster Hunter Freedom,PSP,2005.0,Role-Playing,Capcom,0.23,0.01,1.03,0.03,1.3,87.0
1155,1156,World of Warcraft: Mists of Pandaria,PC,2012.0,Role-Playing,Activision,0.56,0.55,0.0,0.18,1.3,90.0
1156,1157,SingStar '80s,PS2,2005.0,Misc,Sony Computer Entertainment,0.27,0.02,0.0,1.01,1.3,77.0
1157,1158,Dead Space,X360,2008.0,Action,Electronic Arts,0.83,0.34,0.0,0.12,1.3,89.07
1158,1159,Test Drive 5,PS,1997.0,Racing,Accolade,1.05,0.2,0.0,0.05,1.3,73.0
1159,1160,R.B.I. Baseball 2,NES,1987.0,Sports,Namco Bandai Games,0.0,0.0,1.3,0.0,1.3,80.0
1160,1161,Lost Planet: Extreme Condition,X360,2006.0,Shooter,Capcom,1.07,0.02,0.1,0.1,1.3,67.95
1161,1162,Digimon World,PS,1999.0,Role-Playing,Namco Bandai Games,0.56,0.38,0.28,0.08,1.3,76.0
1162,1163,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,Ubisoft,0.63,0.43,0.04,0.2,1.29,83.73
1163,1164,Mega Man Battle Network 3 Blue / White Version,GBA,2002.0,Role-Playing,Capcom,0.39,0.02,0.85,0.03,1.29,77.91
1164,1165,Resident Evil Zero,GC,2002.0,Action,Capcom,0.54,0.27,0.45,0.04,1.29,86.0
1165,1166,Far Cry 2,PS3,2008.0,Shooter,Ubisoft,0.41,0.63,0.01,0.25,1.29,83.98
1166,1167,Need for Speed Underground Rivals,PSP,2005.0,Racing,Electronic Arts,0.68,0.36,0.02,0.23,1.29,81.0
1167,1168,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003.0,Platform,TDK Mediactive,0.93,0.34,0.0,0.02,1.29,44.0
1168,1169,Transformers,PS2,2004.0,Shooter,Atari,0.63,0.49,0.0,0.16,1.29,77.56
1169,1170,Super Street Fighter IV,PS3,2010.0,Fighting,Capcom,0.66,0.3,0.18,0.15,1.29,87.0
1170,1171,Gardening Mama,DS,2009.0,Puzzle,505 Games,0.74,0.41,0.01,0.13,1.29,70.0
1171,1172,Skate 3,PS3,2010.0,Sports,Electronic Arts,0.56,0.52,0.0,0.21,1.29,82.0
1172,1173,Moshi Monsters: Moshling Zoo,DS,2011.0,Misc,Activision,0.3,0.83,0.0,0.16,1.29,55.0
1173,1174,Devil May Cry 4,X360,2008.0,Action,Capcom,0.76,0.32,0.08,0.13,1.29,83.26
1174,1175,Midnight Club 3: DUB Edition (America weekly sales),PS2,2005.0,Racing,Take-Two Interactive,1.22,0.05,0.0,0.01,1.29,86.21
1175,1176,Petz Wild Animals: Dolphinz,DS,2007.0,Simulation,Ubisoft,0.68,0.47,0.0,0.13,1.28,53.0
1176,1177,Champions of Norrath,PS2,2004.0,Role-Playing,Sony Online Entertainment,0.63,0.49,0.0,0.16,1.28,85.24
1177,1178,Resistance 3,PS3,2011.0,Shooter,Sony Computer Entertainment,0.56,0.47,0.05,0.2,1.28,85.0
1178,1179,WWE SmackDown vs Raw 2008,PS3,2007.0,Fighting,THQ,0.6,0.47,0.01,0.2,1.28,73.0
1179,1180,Mafia II,X360,2010.0,Action,Take-Two Interactive,0.65,0.49,0.0,0.13,1.28,84.0
1180,1181,Army Men 3D,PS,1999.0,Action,3DO,1.1,0.14,0.0,0.04,1.28,67.67
1181,1182,MAG: Massive Action Game,PS3,2010.0,Shooter,Sony Computer Entertainment,0.75,0.28,0.09,0.16,1.28,81.0
1182,1183,Twisted Metal 4,PS,1999.0,Racing,989 Studios,1.07,0.16,0.0,0.04,1.28,68.04
1183,1184,Manhunt,PS2,2003.0,Action,Take-Two Interactive,0.63,0.49,0.0,0.16,1.28,76.84999999999998
1184,1185,The Sims 2,PSP,2005.0,Simulation,Electronic Arts,0.46,0.5,0.0,0.31,1.28,67.44
1185,1186,Silent Hill 2,PS2,2001.0,Action,Konami Digital Entertainment,0.62,0.49,0.0,0.16,1.28,87.0
