Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
36.0,Female,2,Web Developer,7.0,85000.0,UK,Asian,0
30.0,Male,0,HR Coordinator,2.0,33000.0,Canada,Asian,0
43.0,Female,3,Human Resources Manager,15.0,150000.0,USA,White,1
34.0,Male,1,Web Developer,3.0,50000.0,UK,Welsh,0
25.0,Female,2,HR Generalist,1.0,32000.0,Canada,Asian,0
37.0,Male,3,Director of HR,11.0,115000.0,China,White,0
24.0,Female,1,Web Developer,1.0,40000.0,China,White,0
39.0,Male,2,HR Generalist,10.0,105000.0,China,White,1
31.0,Male,0,HR Generalist,2.0,35000.0,China,Chinese,0
44.0,Female,3,Director of HR,13.0,135000.0,UK,Asian,0
28.0,Male,1,Web Developer,4.0,65000.0,UK,White,0
32.0,Female,2,Human Resources Manager,6.0,80000.0,Australia,Asian,1
45.0,Male,3,Director of HR,14.0,140000.0,USA,White,0
26.0,Female,1,Web Developer,2.0,45000.0,UK,Welsh,0
38.0,Male,2,HR Generalist,8.0,95000.0,Australia,Australian,1
27.0,Female,0,HR Generalist,1.0,32000.0,UK,Mixed,0
33.0,Male,1,Web Developer,5.0,70000.0,China,White,0
42.0,Female,2,Director of HR,12.0,120000.0,China,Chinese,0
29.0,Male,2,Human Resources Manager,4.0,70000.0,USA,Hispanic,1
36.0,Female,2,Web Developer,7.0,85000.0,USA,White,0
30.0,Male,0,HR Coordinator,2.0,33000.0,Canada,Asian,0
43.0,Female,3,Human Resources Manager,15.0,150000.0,USA,Hispanic,1
34.0,Male,1,Web Developer,3.0,50000.0,UK,Mixed,0
25.0,Female,2,HR Generalist,1.0,32000.0,UK,White,0
37.0,Male,3,Director of HR,11.0,115000.0,Australia,White,0
28.0,Male,1,Software Engineer,3.0,60000.0,China,Korean,0
37.0,Female,2,Marketing Manager,9.0,100000.0,China,Korean,0
43.0,Male,3,Data Scientist,15.0,150000.0,Canada,Black,0
31.0,Female,1,Human Resources Coordinator,4.0,55000.0,China,White,0
24.0,Male,0,Sales Associate,1.0,30000.0,China,Korean,0
29.0,Female,2,Software Developer,5.0,70000.0,UK,Welsh,0
35.0,Male,1,Operations Manager,8.0,90000.0,UK,Asian,0
26.0,Female,2,Marketing Coordinator,2.0,40000.0,Canada,White,0
42.0,Male,3,Data Scientist,12.0,130000.0,Australia,White,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,Australia,Asian,0
27.0,Male,0,Sales Associate,2.0,35000.0,China,White,0
38.0,Female,2,Marketing Manager,10.0,110000.0,Canada,Black,0
30.0,Male,1,Software Engineer,4.0,65000.0,Canada,Black,0
45.0,Male,3,Data Scientist,18.0,180000.0,China,Chinese,0
25.0,Female,1,Software Developer,1.0,35000.0,Australia,White,0
40.0,Female,2,Human Resources Manager,11.0,120000.0,China,Chinese,0
33.0,Male,1,Operations Manager,6.0,75000.0,USA,Hispanic,0
29.0,Female,0,Sales Associate,1.0,30000.0,USA,African American,0
44.0,Male,3,Data Scientist,16.0,160000.0,USA,Hispanic,0
26.0,Male,1,Software Developer,3.0,60000.0,Australia,Asian,0
36.0,Female,2,Marketing Coordinator,8.0,85000.0,China,White,0
31.0,Male,1,Operations Manager,5.0,70000.0,China,Chinese,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Australia,Australian,0
42.0,Male,3,Data Scientist,13.0,140000.0,Australia,Asian,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,UK,Asian,0
28.0,Male,0,Sales Associate,2.0,35000.0,China,Chinese,0
39.0,Female,2,Marketing Manager,10.0,110000.0,UK,Welsh,0
31.0,Male,1,Software Engineer,4.0,65000.0,Canada,White,0
45.0,Male,3,Data Scientist,18.0,180000.0,Canada,White,0
25.0,Female,1,Software Developer,1.0,35000.0,China,Chinese,0
40.0,Female,2,Human Resources Manager,11.0,120000.0,China,Chinese,0
33.0,Male,1,Operations Manager,6.0,75000.0,UK,Mixed,0
29.0,Female,0,Sales Associate,1.0,30000.0,USA,African American,0
44.0,Male,3,Data Scientist,16.0,160000.0,Canada,Asian,0
26.0,Male,1,Software Developer,3.0,60000.0,China,Chinese,0
36.0,Female,2,Marketing Coordinator,8.0,85000.0,USA,African American,0
31.0,Male,1,Operations Manager,5.0,70000.0,UK,Welsh,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Canada,Black,0
42.0,Male,3,Data Scientist,13.0,140000.0,China,White,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,Australia,Asian,0
28.0,Male,0,Sales Associate,2.0,35000.0,Australia,White,0
39.0,Female,2,Marketing Manager,10.0,110000.0,UK,Welsh,0
31.0,Male,1,Software Engineer,4.0,65000.0,Australia,White,0
45.0,Male,3,Data Scientist,18.0,180000.0,UK,White,0
25.0,Female,1,Software Developer,1.0,35000.0,Australia,White,0
40.0,Female,2,Human Resources Manager,11.0,120000.0,UK,White,0
33.0,Male,1,Operations Manager,6.0,75000.0,China,Korean,0
29.0,Female,0,Sales Associate,1.0,30000.0,Australia,Asian,0
44.0,Male,3,Data Scientist,16.0,160000.0,Australia,White,0
26.0,Male,1,Software Developer,3.0,60000.0,Canada,White,0
36.0,Female,2,Marketing Coordinator,8.0,85000.0,China,Korean,0
31.0,Male,1,Operations Manager,5.0,70000.0,UK,Asian,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,China,Chinese,0
42.0,Male,3,Data Scientist,13.0,140000.0,China,Chinese,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,Canada,Black,0
28.0,Male,0,Sales Associate,2.0,35000.0,UK,White,0
39.0,Female,2,Marketing Manager,10.0,110000.0,UK,Mixed,0
31.0,Male,1,Software Engineer,4.0,65000.0,China,Chinese,0
45.0,Male,3,Data Scientist,18.0,180000.0,Canada,Black,0
25.0,Female,1,Software Developer,1.0,35000.0,USA,Asian,0
40.0,Female,2,Human Resources Manager,11.0,120000.0,Australia,White,0
33.0,Male,1,Operations Manager,6.0,75000.0,China,Chinese,0
29.0,Female,0,Sales Associate,1.0,30000.0,Australia,Australian,0
44.0,Male,3,Data Scientist,16.0,160000.0,Canada,White,0
26.0,Male,1,Software Developer,3.0,60000.0,Australia,Asian,0
36.0,Female,2,Marketing Coordinator,8.0,85000.0,China,Korean,0
31.0,Male,1,Operations Manager,5.0,70000.0,China,Korean,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,UK,Asian,0
42.0,Male,3,Data Scientist,13.0,140000.0,Australia,Australian,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,Australia,White,0
28.0,Male,0,Sales Associate,2.0,35000.0,Australia,White,0
39.0,Female,2,Marketing Manager,10.0,110000.0,UK,Asian,0
31.0,Male,1,Software Engineer,4.0,65000.0,USA,African American,0
45.0,Male,3,Data Scientist,18.0,180000.0,UK,Asian,0
25.0,Female,1,Software Developer,1.0,35000.0,Australia,White,0
40.0,Female,2,Human Resources Manager,11.0,120000.0,Australia,White,0
33.0,Male,1,Operations Manager,6.0,75000.0,Australia,White,0
29.0,Female,0,Sales Associate,1.0,30000.0,Australia,Australian,0
44.0,Male,3,Data Scientist,16.0,160000.0,Canada,Black,0
26.0,Male,1,Software Developer,3.0,60000.0,USA,African American,0
36.0,Female,2,Marketing Coordinator,8.0,85000.0,Canada,White,0
31.0,Male,1,Operations Manager,5.0,70000.0,China,White,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Australia,Asian,0
42.0,Male,3,Data Scientist,13.0,140000.0,USA,African American,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,China,Korean,0
28.0,Male,0,Sales Associate,2.0,35000.0,UK,White,0
39.0,Female,2,Marketing Manager,10.0,110000.0,China,Chinese,0
31.0,Male,1,Software Engineer,4.0,65000.0,UK,Mixed,0
45.0,Male,3,Data Scientist,18.0,180000.0,China,White,0
25.0,Female,1,Software Developer,1.0,35000.0,USA,Asian,0
40.0,Female,2,Human Resources Manager,11.0,120000.0,Canada,Asian,0
33.0,Male,1,Operations Manager,6.0,75000.0,Australia,Asian,0
29.0,Female,0,Sales Associate,1.0,30000.0,Australia,Asian,0
44.0,Male,3,Data Scientist,16.0,160000.0,China,White,0
26.0,Male,1,Software Developer,3.0,60000.0,Australia,Asian,0
36.0,Female,2,Marketing Coordinator,8.0,85000.0,Canada,White,0
31.0,Male,1,Operations Manager,5.0,70000.0,USA,African American,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Canada,White,0
42.0,Male,3,Data Scientist,13.0,140000.0,USA,White,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,UK,White,0
28.0,Male,0,Sales Associate,2.0,35000.0,Australia,Australian,0
39.0,Female,2,Marketing Manager,10.0,110000.0,China,White,0
31.0,Male,1,Software Engineer,4.0,65000.0,China,White,0
45.0,Male,3,Data Scientist,18.0,180000.0,Canada,White,0
25.0,Female,1,Software Developer,1.0,35000.0,UK,Mixed,0
40.0,Female,2,Human Resources Manager,11.0,120000.0,Canada,White,0
33.0,Male,1,Operations Manager,6.0,75000.0,USA,White,0
29.0,Female,0,Sales Associate,1.0,30000.0,China,White,0
44.0,Male,3,Data Scientist,16.0,160000.0,Australia,Australian,0
26.0,Male,1,Software Developer,3.0,60000.0,USA,African American,0
36.0,Female,2,Marketing Coordinator,8.0,85000.0,Australia,Australian,0
31.0,Male,1,Operations Manager,5.0,70000.0,Canada,White,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,UK,Welsh,0
42.0,Male,3,Data Scientist,13.0,140000.0,USA,African American,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,Australia,Australian,0
28.0,Male,0,Sales Associate,2.0,35000.0,UK,Welsh,0
39.0,Female,2,Marketing Manager,10.0,110000.0,Australia,White,0
31.0,Male,1,Software Engineer,4.0,65000.0,Australia,Australian,0
45.0,Male,3,Data Scientist,18.0,180000.0,Canada,Black,0
25.0,Female,1,Software Developer,1.0,35000.0,Canada,Black,0
40.0,Female,2,Human Resources Manager,11.0,120000.0,China,White,0
33.0,Male,1,Operations Manager,6.0,75000.0,Australia,Australian,0
29.0,Female,0,Sales Associate,1.0,30000.0,UK,Welsh,0
44.0,Male,3,Data Scientist,16.0,160000.0,UK,White,0
26.0,Male,1,Software Developer,3.0,60000.0,Australia,White,0
27.0,Male,1,Software Engineer,3.0,60000.0,UK,Asian,0
38.0,Female,2,Marketing Manager,9.0,100000.0,UK,Welsh,0
44.0,Male,3,Data Scientist,15.0,150000.0,USA,Asian,0
30.0,Female,1,Human Resources Coordinator,4.0,55000.0,Canada,Asian,0
23.0,Male,0,Sales Associate,1.0,30000.0,Canada,Asian,0
28.0,Female,2,Software Developer,5.0,70000.0,China,Chinese,0
34.0,Male,1,Operations Manager,8.0,90000.0,China,White,0
25.0,Female,2,Marketing Coordinator,2.0,40000.0,Canada,Black,0
41.0,Male,3,Data Scientist,12.0,130000.0,USA,White,0
33.0,Female,1,Human Resources Manager,6.0,75000.0,USA,Hispanic,0
26.0,Male,0,Sales Associate,2.0,35000.0,Australia,Asian,0
37.0,Female,2,Marketing Manager,10.0,110000.0,China,White,0
29.0,Male,1,Software Engineer,4.0,65000.0,Canada,White,0
46.0,Male,3,Data Scientist,18.0,180000.0,UK,White,0
26.0,Female,1,Software Developer,1.0,35000.0,USA,Hispanic,0
39.0,Female,2,Human Resources Manager,11.0,120000.0,USA,White,0
32.0,Male,1,Operations Manager,6.0,75000.0,China,White,0
28.0,Female,0,Sales Associate,1.0,30000.0,USA,Hispanic,0
43.0,Male,3,Data Scientist,16.0,160000.0,Australia,Asian,0
27.0,Male,1,Software Developer,3.0,60000.0,Canada,Asian,0
35.0,Female,2,Marketing Coordinator,8.0,85000.0,UK,Welsh,0
30.0,Male,1,Operations Manager,5.0,70000.0,USA,Asian,0
26.0,Female,2,Human Resources Coordinator,3.0,50000.0,USA,African American,0
41.0,Male,3,Data Scientist,13.0,140000.0,UK,Welsh,0
33.0,Female,1,Human Resources Manager,6.0,75000.0,UK,White,0
27.0,Male,0,Sales Associate,2.0,35000.0,China,White,0
38.0,Female,2,Marketing Manager,10.0,110000.0,USA,White,0
29.0,Male,1,Software Engineer,4.0,65000.0,Canada,Asian,0
46.0,Male,3,Data Scientist,18.0,180000.0,Canada,White,0
26.0,Female,1,Software Developer,1.0,35000.0,Australia,White,0
39.0,Female,2,Human Resources Manager,11.0,120000.0,USA,White,0
32.0,Male,1,Operations Manager,6.0,75000.0,China,Chinese,0
28.0,Female,0,Sales Associate,1.0,30000.0,China,Chinese,0
43.0,Male,3,Data Scientist,16.0,160000.0,Australia,Australian,0
27.0,Male,1,Software Developer,3.0,60000.0,UK,Welsh,0
35.0,Female,2,Marketing Coordinator,8.0,85000.0,USA,Asian,0
30.0,Male,1,Operations Manager,5.0,70000.0,USA,African American,0
26.0,Female,2,Human Resources Coordinator,3.0,50000.0,UK,Welsh,0
41.0,Male,3,Data Scientist,13.0,140000.0,USA,Hispanic,0
33.0,Female,1,Human Resources Manager,6.0,75000.0,USA,Asian,0
27.0,Male,0,Sales Associate,2.0,35000.0,USA,African American,0
38.0,Female,2,Marketing Manager,10.0,110000.0,USA,African American,0
29.0,Male,1,Software Engineer,4.0,65000.0,UK,Mixed,0
46.0,Male,3,Data Scientist,18.0,180000.0,Canada,Black,0
26.0,Female,1,Software Developer,1.0,35000.0,China,Chinese,0
39.0,Female,2,Human Resources Manager,11.0,120000.0,USA,African American,0
32.0,Male,1,Operations Manager,6.0,75000.0,UK,Welsh,0
28.0,Female,0,Sales Associate,1.0,30000.0,China,White,0
43.0,Male,3,Data Scientist,16.0,160000.0,Canada,White,0
27.0,Male,1,Software Developer,3.0,60000.0,China,Korean,0
35.0,Female,2,Marketing Coordinator,8.0,85000.0,China,Korean,0
30.0,Male,1,Operations Manager,5.0,70000.0,UK,Mixed,0
26.0,Female,2,Human Resources Coordinator,3.0,50000.0,USA,Asian,0
41.0,Male,3,Data Scientist,13.0,140000.0,UK,Welsh,0
33.0,Female,1,Human Resources Manager,6.0,75000.0,Australia,Australian,0
27.0,Male,0,Sales Associate,2.0,35000.0,USA,White,0
38.0,Female,2,Marketing Manager,10.0,110000.0,Australia,Australian,0
29.0,Male,1,Software Engineer,4.0,65000.0,Canada,Asian,0
46.0,Male,3,Data Scientist,18.0,180000.0,UK,Welsh,0
26.0,Female,1,Software Developer,1.0,35000.0,Australia,Asian,0
39.0,Female,2,Human Resources Manager,11.0,120000.0,Canada,Asian,0
32.0,Male,1,Operations Manager,6.0,75000.0,China,Chinese,0
28.0,Female,0,Sales Associate,1.0,30000.0,China,Chinese,0
43.0,Male,3,Data Scientist,16.0,160000.0,Canada,Asian,0
27.0,Male,1,Software Developer,3.0,60000.0,China,White,0
35.0,Female,2,Marketing Coordinator,8.0,85000.0,Canada,Black,0
30.0,Male,1,Operations Manager,5.0,70000.0,Canada,White,0
26.0,Female,2,Human Resources Coordinator,3.0,50000.0,China,Korean,0
41.0,Male,3,Data Scientist,13.0,140000.0,UK,Welsh,0
33.0,Female,1,Human Resources Manager,6.0,75000.0,Canada,White,0
27.0,Male,0,Sales Associate,2.0,35000.0,Australia,Australian,0
38.0,Female,2,Marketing Manager,10.0,110000.0,USA,African American,0
29.0,Male,1,Software Engineer,4.0,65000.0,Australia,Asian,0
46.0,Male,3,Data Scientist,18.0,180000.0,Australia,White,0
26.0,Female,1,Software Developer,1.0,35000.0,USA,Asian,0
39.0,Female,2,Human Resources Manager,11.0,120000.0,Canada,Black,0
32.0,Male,1,Operations Manager,6.0,75000.0,USA,Asian,0
28.0,Female,0,Sales Associate,1.0,30000.0,Australia,Australian,0
43.0,Male,3,Data Scientist,16.0,160000.0,Australia,White,0
27.0,Male,1,Software Developer,3.0,60000.0,Canada,Asian,0
35.0,Female,2,Marketing Coordinator,8.0,85000.0,UK,Asian,0
30.0,Male,1,Operations Manager,5.0,70000.0,Australia,Australian,0
26.0,Female,2,Human Resources Coordinator,3.0,50000.0,USA,White,0
41.0,Male,3,Data Scientist,13.0,140000.0,Australia,Asian,0
33.0,Female,1,Human Resources Manager,6.0,75000.0,Canada,Asian,0
27.0,Male,0,Sales Associate,2.0,35000.0,Canada,Asian,0
38.0,Female,2,Marketing Manager,10.0,110000.0,UK,Welsh,0
29.0,Male,1,Software Engineer,4.0,65000.0,UK,White,0
46.0,Male,3,Data Scientist,18.0,180000.0,UK,Asian,0
26.0,Female,1,Software Developer,1.0,35000.0,Australia,White,0
39.0,Female,2,Human Resources Manager,11.0,120000.0,UK,Asian,0
32.0,Male,1,Operations Manager,6.0,75000.0,USA,African American,0
28.0,Female,0,Sales Associate,1.0,30000.0,UK,Welsh,0
43.0,Male,3,Data Scientist,16.0,160000.0,UK,Welsh,0
27.0,Male,1,Software Developer,3.0,60000.0,China,Chinese,0
35.0,Female,2,Marketing Coordinator,8.0,85000.0,China,White,0
30.0,Male,1,Operations Manager,5.0,70000.0,China,Chinese,0
26.0,Female,2,Human Resources Coordinator,3.0,50000.0,Canada,Black,0
41.0,Male,3,Data Scientist,13.0,140000.0,Canada,Black,0
33.0,Female,1,Human Resources Manager,6.0,75000.0,Australia,Australian,0
27.0,Male,0,Sales Associate,2.0,35000.0,Australia,Asian,0
38.0,Female,2,Marketing Manager,10.0,110000.0,Canada,Black,0
29.0,Male,1,Software Engineer,4.0,65000.0,China,Chinese,0
46.0,Male,3,Data Scientist,18.0,180000.0,UK,Asian,0
26.0,Female,1,Software Developer,1.0,35000.0,Canada,White,0
39.0,Female,2,Human Resources Manager,11.0,120000.0,China,Korean,0
32.0,Male,1,Operations Manager,6.0,75000.0,USA,Asian,0
28.0,Female,0,Sales Associate,1.0,30000.0,USA,African American,0
43.0,Male,3,Data Scientist,16.0,160000.0,Canada,Asian,0
27.0,Male,1,Software Developer,3.0,60000.0,UK,Asian,0
35.0,Female,2,Marketing Coordinator,8.0,85000.0,UK,Welsh,0
30.0,Male,1,Operations Manager,5.0,70000.0,UK,Welsh,0
26.0,Female,2,Human Resources Coordinator,3.0,50000.0,China,White,0
41.0,Male,3,Data Scientist,13.0,140000.0,Canada,Black,0
33.0,Female,1,Human Resources Manager,6.0,75000.0,Canada,White,0
27.0,Male,0,Sales Associate,2.0,35000.0,UK,White,0
38.0,Female,2,Marketing Manager,10.0,110000.0,UK,Mixed,0
29.0,Male,1,Software Engineer,4.0,65000.0,Canada,Asian,0
46.0,Male,3,Data Scientist,18.0,180000.0,China,White,0
26.0,Female,1,Software Developer,1.0,35000.0,Australia,White,0
39.0,Female,2,Human Resources Manager,11.0,120000.0,Australia,Australian,0
32.0,Male,1,Operations Manager,6.0,75000.0,Canada,Black,0
28.0,Female,0,Sales Associate,1.0,30000.0,Canada,White,0
43.0,Male,3,Data Scientist,16.0,160000.0,Australia,White,0
27.0,Male,1,Software Developer,3.0,60000.0,China,Korean,0
24.0,Male,1,Software Engineer,2.0,55000.0,Canada,Asian,0
32.0,Female,2,Marketing Manager,7.0,90000.0,UK,Asian,0
45.0,Male,3,Data Scientist,16.0,160000.0,Australia,Asian,0
28.0,Female,1,Human Resources Coordinator,4.0,60000.0,Canada,White,0
22.0,Male,0,Sales Associate,1.0,25000.0,USA,African American,0
29.0,Female,2,Software Developer,5.0,70000.0,Australia,Asian,0
36.0,Male,1,Operations Manager,8.0,100000.0,Australia,Asian,0
27.0,Female,1,Marketing Coordinator,3.0,45000.0,UK,Asian,0
42.0,Male,3,Data Scientist,14.0,140000.0,Australia,Asian,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,Canada,Black,0
25.0,Male,0,Sales Associate,2.0,30000.0,USA,African American,0
39.0,Female,2,Marketing Manager,11.0,120000.0,Canada,Black,0
30.0,Male,1,Software Engineer,4.0,65000.0,Canada,White,0
47.0,Male,3,Data Scientist,19.0,190000.0,Australia,Australian,0
25.0,Female,1,Software Developer,1.0,35000.0,China,Korean,0
40.0,Female,2,Human Resources Manager,12.0,130000.0,China,Chinese,0
33.0,Male,1,Operations Manager,7.0,85000.0,Australia,Asian,0
29.0,Female,0,Sales Associate,1.0,25000.0,Australia,Asian,0
44.0,Male,3,Data Scientist,15.0,150000.0,China,White,0
28.0,Male,1,Software Developer,3.0,60000.0,Australia,Australian,0
36.0,Female,2,Marketing Coordinator,9.0,100000.0,USA,Asian,0
31.0,Male,1,Operations Manager,6.0,75000.0,Canada,White,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Australia,White,0
42.0,Male,3,Data Scientist,14.0,140000.0,China,Korean,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,Canada,Black,0
26.0,Male,0,Sales Associate,2.0,30000.0,China,Chinese,0
39.0,Female,2,Marketing Manager,11.0,120000.0,UK,White,0
30.0,Male,1,Software Engineer,4.0,65000.0,China,Korean,0
47.0,Male,3,Data Scientist,19.0,190000.0,Australia,White,0
25.0,Female,1,Software Developer,1.0,35000.0,Australia,Australian,0
40.0,Female,2,Human Resources Manager,12.0,130000.0,China,White,0
33.0,Male,1,Operations Manager,7.0,85000.0,UK,Welsh,0
29.0,Female,0,Sales Associate,1.0,25000.0,Australia,Australian,0
44.0,Male,3,Data Scientist,15.0,150000.0,Canada,White,0
28.0,Male,1,Software Developer,3.0,60000.0,China,Chinese,0
36.0,Female,2,Marketing Coordinator,9.0,100000.0,China,Chinese,0
31.0,Male,1,Operations Manager,6.0,75000.0,USA,Asian,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,USA,Hispanic,0
42.0,Male,3,Data Scientist,14.0,140000.0,Canada,White,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,Australia,White,0
26.0,Male,0,Sales Associate,2.0,30000.0,USA,White,0
39.0,Female,2,Marketing Manager,11.0,120000.0,China,Korean,0
30.0,Male,1,Software Engineer,4.0,65000.0,China,White,0
47.0,Male,3,Data Scientist,19.0,190000.0,Australia,Australian,0
25.0,Female,1,Software Developer,1.0,35000.0,Australia,Asian,0
40.0,Female,2,Human Resources Manager,12.0,130000.0,China,Chinese,0
33.0,Male,1,Operations Manager,7.0,85000.0,Canada,Asian,0
29.0,Female,0,Sales Associate,1.0,25000.0,Canada,Asian,0
44.0,Male,3,Data Scientist,15.0,150000.0,China,White,0
28.0,Male,1,Software Developer,3.0,60000.0,USA,Hispanic,0
36.0,Female,2,Marketing Coordinator,9.0,100000.0,UK,Asian,0
31.0,Male,1,Operations Manager,6.0,75000.0,China,Korean,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Canada,Black,0
42.0,Male,3,Data Scientist,14.0,140000.0,Canada,Black,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,USA,Asian,0
26.0,Male,0,Sales Associate,2.0,30000.0,Australia,Australian,0
39.0,Female,2,Marketing Manager,11.0,120000.0,USA,Hispanic,0
30.0,Male,1,Software Engineer,4.0,65000.0,UK,Asian,0
47.0,Male,3,Data Scientist,19.0,190000.0,Canada,Asian,0
25.0,Female,1,Software Developer,1.0,35000.0,USA,Hispanic,0
40.0,Female,2,Human Resources Manager,12.0,130000.0,UK,White,0
33.0,Male,1,Operations Manager,7.0,85000.0,Canada,Asian,0
29.0,Female,0,Sales Associate,1.0,25000.0,UK,White,0
44.0,Male,3,Data Scientist,15.0,150000.0,USA,African American,0
28.0,Male,1,Software Developer,3.0,60000.0,China,White,0
36.0,Female,2,Marketing Coordinator,9.0,100000.0,USA,White,0
31.0,Male,1,Operations Manager,6.0,75000.0,Australia,Asian,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Australia,Australian,0
42.0,Male,3,Data Scientist,14.0,140000.0,USA,White,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,Canada,Black,0
26.0,Male,0,Sales Associate,2.0,30000.0,Australia,Australian,0
39.0,Female,2,Marketing Manager,11.0,120000.0,USA,White,0
30.0,Male,1,Software Engineer,4.0,65000.0,UK,Mixed,0
47.0,Male,3,Data Scientist,19.0,190000.0,Canada,Asian,0
25.0,Female,1,Software Developer,1.0,35000.0,Canada,Asian,0
40.0,Female,2,Human Resources Manager,12.0,130000.0,China,Korean,0
33.0,Male,1,Operations Manager,7.0,85000.0,USA,White,0
29.0,Female,0,Sales Associate,1.0,25000.0,Australia,Australian,0
44.0,Male,3,Data Scientist,15.0,150000.0,USA,Hispanic,0
28.0,Male,1,Software Developer,3.0,60000.0,Australia,White,0
36.0,Female,2,Marketing Coordinator,9.0,100000.0,Canada,Asian,0
31.0,Male,1,Operations Manager,6.0,75000.0,Australia,Australian,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,USA,White,0
42.0,Male,3,Data Scientist,14.0,140000.0,Canada,Black,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,UK,Asian,0
26.0,Male,0,Sales Associate,2.0,30000.0,USA,African American,0
39.0,Female,2,Marketing Manager,11.0,120000.0,China,Chinese,0
30.0,Male,1,Software Engineer,4.0,65000.0,China,Chinese,0
47.0,Male,3,Data Scientist,19.0,190000.0,UK,White,0
25.0,Female,1,Software Developer,1.0,35000.0,UK,Asian,0
40.0,Female,2,Human Resources Manager,12.0,130000.0,USA,White,0
33.0,Male,1,Operations Manager,7.0,85000.0,UK,Welsh,0
29.0,Female,0,Sales Associate,1.0,25000.0,USA,White,0
44.0,Male,3,Data Scientist,15.0,150000.0,Australia,Australian,0
28.0,Male,1,Software Developer,3.0,60000.0,China,Chinese,0
36.0,Female,2,Marketing Coordinator,9.0,100000.0,USA,Asian,0
31.0,Male,1,Operations Manager,6.0,75000.0,China,Chinese,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Australia,Australian,0
42.0,Male,3,Data Scientist,14.0,140000.0,Australia,White,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,China,Korean,0
26.0,Male,0,Sales Associate,2.0,30000.0,UK,Welsh,0
39.0,Female,2,Marketing Manager,11.0,120000.0,China,White,0
30.0,Male,1,Software Engineer,4.0,65000.0,China,White,0
47.0,Male,3,Data Scientist,19.0,190000.0,Australia,White,0
25.0,Female,1,Software Developer,1.0,35000.0,Australia,White,0
40.0,Female,2,Human Resources Manager,12.0,130000.0,UK,Asian,0
33.0,Male,1,Operations Manager,7.0,85000.0,USA,Asian,0
29.0,Female,0,Sales Associate,1.0,25000.0,USA,African American,0
44.0,Male,3,Data Scientist,15.0,150000.0,Australia,White,0
28.0,Male,1,Software Developer,3.0,60000.0,UK,Mixed,0
36.0,Female,2,Marketing Coordinator,9.0,100000.0,China,Chinese,0
31.0,Male,1,Operations Manager,6.0,75000.0,USA,White,0
27.0,Female,2,Human Resources Coordinator,3.0,50000.0,Australia,Asian,0
42.0,Male,3,Data Scientist,14.0,140000.0,USA,African American,0
34.0,Female,1,Human Resources Manager,6.0,75000.0,China,Chinese,0
26.0,Male,0,Sales Associate,2.0,30000.0,Canada,White,0
39.0,Female,2,Marketing Manager,11.0,120000.0,USA,African American,0
30.0,Male,1,Software Engineer,4.0,65000.0,USA,Asian,0
47.0,Male,3,Data Scientist,19.0,190000.0,Australia,White,0
25.0,Female,1,Software Developer,1.0,35000.0,Canada,White,0
40.0,Female,2,Human Resources Manager,12.0,130000.0,China,White,0
33.0,Male,1,Operations Manager,7.0,85000.0,Australia,Asian,0
29.0,Female,0,Sales Associate,1.0,25000.0,USA,White,0
44.0,Male,3,Data Scientist,15.0,150000.0,USA,African American,0
28.0,Male,1,Software Developer,3.0,60000.0,China,Korean,0
31.0,Male,1,Software Engineer,5.0,80000.0,UK,Mixed,0
27.0,Female,2,Marketing Manager,3.0,60000.0,UK,White,0
38.0,Male,3,Data Scientist,12.0,130000.0,China,Korean,0
29.0,Female,1,Human Resources Coordinator,2.0,45000.0,China,Chinese,0
23.0,Male,0,Sales Associate,1.0,25000.0,USA,Asian,0
32.0,Female,2,Software Developer,7.0,90000.0,USA,African American,0
44.0,Male,1,Operations Manager,18.0,170000.0,USA,Hispanic,0
