ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
1212,1973,Graduation,Married,52845.0,1.0,0.0,13-08-2013,7.0,384,25.0,292,130.0,41.0,64.0,3.0,8.0,8.0,6.0,6.0,1,0,0,0,0,0,3.0,11.0,0
9097,1956,Graduation,Divorced,46086.0,0.0,1.0,03-11-2013,34.0,244,8.0,32,7.0,2.0,50.0,4.0,3.0,1.0,8.0,4.0,0,0,0,0,0,0,3.0,11.0,0
10473,1956,PhD,Widow,78028.0,0.0,1.0,10-09-2012,38.0,158,19.0,288,25.0,0.0,38.0,1.0,6.0,4.0,9.0,7.0,0,1,1,0,0,0,3.0,11.0,1
7962,1987,PhD,Single,95169.0,0.0,0.0,09-10-2013,1.0,1285,21.0,449,106.0,20.0,20.0,1.0,4.0,3.0,4.0,1.0,0,0,1,1,0,0,3.0,11.0,1
9984,1981,2n Cycle,Married,56337.0,1.0,1.0,27-03-2013,25.0,349,16.0,144,28.0,5.0,182.0,5.0,8.0,5.0,4.0,8.0,1,0,0,1,0,0,3.0,11.0,1
5527,1987,Graduation,Together,22434.0,1.0,0.0,13-02-2013,25.0,4,12.0,11,3.0,13.0,15.0,2.0,2.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
6374,1954,PhD,Married,36930.0,0.0,1.0,17-05-2013,50.0,223,2.0,31,0.0,2.0,39.0,5.0,5.0,2.0,4.0,8.0,0,0,0,0,0,0,3.0,11.0,0
7453,1954,Graduation,Single,36130.0,0.0,1.0,02-02-2013,46.0,157,43.0,127,68.0,56.0,37.0,6.0,3.0,8.0,4.0,4.0,1,0,0,0,0,0,3.0,11.0,1
8952,1953,Master,Married,65569.0,0.0,1.0,05-11-2012,96.0,397,46.0,288,20.0,38.0,70.0,2.0,6.0,5.0,10.0,3.0,0,0,0,0,0,0,3.0,11.0,0
241,1952,Graduation,Together,83844.0,0.0,0.0,12-05-2013,57.0,901,31.0,345,75.0,31.0,191.0,1.0,4.0,4.0,11.0,1.0,0,0,1,0,0,0,3.0,11.0,0
8975,1968,Graduation,Married,19514.0,1.0,1.0,26-01-2014,47.0,14,3.0,21,2.0,1.0,28.0,4.0,3.0,1.0,2.0,8.0,1,0,0,0,0,0,3.0,11.0,0
6119,1963,PhD,Single,36736.0,1.0,1.0,10-05-2013,52.0,10,0.0,3,0.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,0,0,0,0,0,0,3.0,11.0,0
5236,1979,Graduation,Together,77568.0,0.0,1.0,25-08-2012,30.0,1230,0.0,396,232.0,178.0,158.0,1.0,10.0,2.0,8.0,5.0,0,1,1,1,0,0,3.0,11.0,0
5723,1976,PhD,Together,49187.0,0.0,1.0,11-01-2014,63.0,81,1.0,31,2.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,0,0,0,0,0,0,3.0,11.0,0
1710,1978,Graduation,Single,30168.0,1.0,0.0,07-03-2013,51.0,154,20.0,66,0.0,12.0,27.0,7.0,6.0,1.0,4.0,9.0,0,0,0,0,0,0,3.0,11.0,0
1970,1968,Master,Together,34053.0,0.0,1.0,10-09-2012,14.0,63,0.0,21,7.0,0.0,12.0,1.0,3.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
5313,1971,Master,Married,38196.0,1.0,1.0,18-04-2014,20.0,30,0.0,11,0.0,0.0,3.0,3.0,2.0,0.0,4.0,5.0,0,0,0,0,0,0,3.0,11.0,0
10634,1951,Master,Married,59412.0,0.0,0.0,19-04-2014,56.0,90,67.0,165,30.0,43.0,11.0,1.0,4.0,2.0,8.0,3.0,0,0,0,0,0,0,3.0,11.0,0
7010,1965,2n Cycle,Married,70924.0,0.0,0.0,07-04-2014,41.0,635,114.0,254,132.0,152.0,76.0,1.0,6.0,6.0,7.0,3.0,0,0,1,0,0,0,3.0,11.0,0
8562,1969,Graduation,Together,54165.0,0.0,0.0,28-05-2013,72.0,127,4.0,73,15.0,6.0,11.0,1.0,2.0,1.0,7.0,2.0,0,0,0,0,0,0,3.0,11.0,0
3158,1973,Graduation,Married,32300.0,1.0,0.0,03-01-2013,1.0,13,3.0,6,6.0,5.0,6.0,1.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
4436,1976,Graduation,Single,20180.0,0.0,0.0,20-02-2013,27.0,18,42.0,24,15.0,20.0,18.0,1.0,2.0,1.0,4.0,7.0,0,0,0,0,0,0,3.0,11.0,0
5287,1973,Graduation,Married,34961.0,1.0,0.0,19-06-2014,77.0,45,2.0,26,4.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
2445,1974,PhD,Together,28440.0,1.0,0.0,07-07-2013,87.0,38,1.0,24,0.0,0.0,0.0,1.0,2.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
6059,1953,PhD,Together,64504.0,1.0,2.0,04-03-2013,81.0,986,36.0,168,16.0,0.0,108.0,7.0,11.0,3.0,4.0,7.0,0,0,0,0,0,0,3.0,11.0,1
4550,1966,Master,Together,33564.0,0.0,1.0,24-06-2014,51.0,61,0.0,3,0.0,0.0,7.0,1.0,1.0,1.0,3.0,5.0,0,0,0,0,0,0,3.0,11.0,0
4240,1978,Graduation,Married,17345.0,1.0,0.0,03-11-2012,79.0,4,9.0,16,17.0,0.0,12.0,2.0,2.0,1.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,0
8911,1967,PhD,Married,56320.0,0.0,1.0,08-04-2013,11.0,201,53.0,172,116.0,77.0,83.0,3.0,5.0,4.0,9.0,4.0,0,0,0,0,0,0,3.0,11.0,0
3706,1978,Graduation,Single,28647.0,1.0,0.0,21-08-2013,54.0,19,8.0,29,0.0,12.0,26.0,1.0,2.0,2.0,2.0,7.0,1,0,0,0,0,0,3.0,11.0,1
3628,1987,Basic,Single,15038.0,1.0,0.0,29-01-2013,93.0,4,8.0,11,19.0,12.0,26.0,2.0,2.0,1.0,2.0,9.0,0,0,0,0,0,0,3.0,11.0,0
10175,1958,PhD,Divorced,32173.0,0.0,1.0,01-08-2013,0.0,18,0.0,2,0.0,0.0,2.0,1.0,1.0,0.0,3.0,4.0,0,0,0,0,0,0,3.0,11.0,0
8985,1964,2n Cycle,Together,68316.0,0.0,1.0,04-11-2012,54.0,806,80.0,161,120.0,11.0,33.0,5.0,10.0,7.0,10.0,6.0,0,0,0,0,0,0,3.0,11.0,0
5204,1971,Graduation,Together,74538.0,0.0,0.0,29-06-2013,21.0,380,98.0,733,110.0,112.0,28.0,1.0,8.0,8.0,5.0,3.0,0,0,1,0,0,0,3.0,11.0,1
9220,1971,Graduation,Single,91700.0,0.0,0.0,17-01-2013,58.0,576,172.0,961,125.0,115.0,19.0,1.0,8.0,6.0,5.0,3.0,0,0,0,0,0,0,3.0,11.0,1
9888,1969,Graduation,Together,68695.0,0.0,0.0,25-06-2014,3.0,458,81.0,356,106.0,50.0,40.0,1.0,4.0,4.0,7.0,2.0,0,0,0,0,0,0,3.0,11.0,0
5263,1977,2n Cycle,Married,31056.0,1.0,0.0,22-01-2013,99.0,5,10.0,13,3.0,8.0,16.0,1.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
1020,1973,Graduation,Married,79593.0,0.0,0.0,12-05-2014,70.0,350,60.0,568,110.0,133.0,145.0,1.0,5.0,6.0,7.0,2.0,0,0,1,0,0,0,3.0,11.0,0
9503,1980,Graduation,Single,28071.0,0.0,0.0,29-08-2012,65.0,39,33.0,130,41.0,26.0,44.0,2.0,5.0,1.0,5.0,8.0,0,0,0,0,0,0,3.0,11.0,0
10613,1958,PhD,Together,37334.0,1.0,1.0,26-02-2014,44.0,26,1.0,16,2.0,2.0,15.0,4.0,3.0,0.0,4.0,4.0,0,0,0,0,0,0,3.0,11.0,0
67,1972,Master,Single,46423.0,1.0,1.0,18-09-2013,6.0,68,0.0,16,0.0,0.0,8.0,3.0,2.0,0.0,4.0,7.0,0,0,0,0,0,0,3.0,11.0,0
6019,1971,PhD,Married,37126.0,1.0,0.0,30-03-2014,9.0,45,3.0,9,4.0,4.0,7.0,1.0,1.0,2.0,2.0,6.0,1,0,0,0,0,0,3.0,11.0,1
5863,1953,Graduation,Married,47703.0,0.0,1.0,29-05-2013,95.0,359,0.0,134,13.0,26.0,123.0,4.0,6.0,3.0,8.0,5.0,0,0,0,0,0,0,3.0,11.0,0
3717,1959,Graduation,Married,61180.0,0.0,1.0,23-04-2014,70.0,403,24.0,29,6.0,24.0,218.0,2.0,5.0,5.0,6.0,3.0,1,0,0,0,0,0,3.0,11.0,0
6730,1954,Graduation,Married,38998.0,1.0,1.0,03-11-2012,92.0,34,1.0,14,0.0,0.0,5.0,3.0,2.0,0.0,3.0,8.0,0,0,0,0,0,1,3.0,11.0,0
10749,1991,Graduation,Single,8028.0,0.0,0.0,18-09-2012,62.0,73,18.0,66,7.0,12.0,2.0,15.0,0.0,1.0,0.0,19.0,0,0,0,0,0,0,3.0,11.0,0
4998,1962,Graduation,Together,76081.0,0.0,0.0,23-05-2014,85.0,292,30.0,415,63.0,33.0,200.0,1.0,4.0,5.0,4.0,2.0,0,0,0,1,0,0,3.0,11.0,0
6287,1986,Graduation,Together,34728.0,1.0,0.0,30-07-2013,2.0,14,0.0,16,0.0,0.0,6.0,1.0,1.0,1.0,2.0,6.0,0,0,0,0,0,0,3.0,11.0,1
5985,1965,Master,Single,33168.0,0.0,1.0,13-10-2012,0.0,80,1.0,37,0.0,1.0,3.0,3.0,2.0,1.0,4.0,7.0,0,0,0,0,0,0,3.0,11.0,0
4754,1966,Master,Married,33585.0,0.0,1.0,25-09-2013,91.0,30,11.0,33,13.0,6.0,29.0,1.0,2.0,0.0,4.0,4.0,0,0,0,0,0,0,3.0,11.0,0
4002,1960,PhD,Married,77037.0,0.0,1.0,13-10-2013,3.0,463,96.0,333,168.0,53.0,10.0,1.0,7.0,7.0,12.0,3.0,0,0,0,0,0,0,3.0,11.0,0
8870,1984,Graduation,Together,35196.0,1.0,0.0,13-11-2012,68.0,75,12.0,141,43.0,39.0,187.0,6.0,6.0,1.0,5.0,8.0,0,0,0,0,0,0,3.0,11.0,1
966,1966,Graduation,Married,44529.0,0.0,1.0,05-07-2013,98.0,538,13.0,91,17.0,6.0,26.0,6.0,6.0,2.0,11.0,5.0,0,1,0,0,0,0,3.0,11.0,0
4767,1965,2n Cycle,Married,70924.0,0.0,0.0,07-04-2014,41.0,635,114.0,254,132.0,152.0,76.0,1.0,6.0,6.0,7.0,3.0,0,0,1,0,0,0,3.0,11.0,0
9725,1966,PhD,Together,28764.0,1.0,1.0,05-06-2014,16.0,8,0.0,3,0.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,1,0,0,0,0,0,3.0,11.0,0
4475,1949,PhD,Married,69098.0,0.0,0.0,16-02-2013,82.0,1315,22.0,780,145.0,0.0,178.0,1.0,7.0,8.0,9.0,5.0,0,0,0,0,0,0,3.0,11.0,0
5740,1970,2n Cycle,Divorced,25959.0,1.0,1.0,14-02-2013,1.0,4,2.0,12,7.0,5.0,26.0,2.0,1.0,2.0,2.0,6.0,0,0,0,0,0,0,3.0,11.0,1
5731,1983,Master,Married,27100.0,1.0,0.0,05-04-2013,64.0,12,0.0,13,2.0,0.0,10.0,1.0,1.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
7290,1985,Graduation,Single,70596.0,0.0,0.0,05-10-2012,68.0,347,44.0,534,17.0,0.0,26.0,1.0,3.0,5.0,12.0,2.0,0,0,0,0,0,0,3.0,11.0,0
3846,1974,Graduation,Married,42557.0,0.0,1.0,29-08-2012,98.0,192,5.0,53,0.0,5.0,15.0,4.0,6.0,1.0,4.0,8.0,0,0,0,0,0,0,3.0,11.0,0
8104,1951,PhD,Married,53312.0,0.0,0.0,09-08-2013,32.0,241,0.0,12,0.0,0.0,25.0,1.0,5.0,1.0,5.0,7.0,0,0,0,0,0,0,3.0,11.0,0
4507,1952,Graduation,Single,72228.0,0.0,0.0,27-11-2012,87.0,631,28.0,491,30.0,14.0,56.0,1.0,6.0,7.0,8.0,3.0,0,0,0,0,0,0,3.0,11.0,0
11013,1987,Graduation,Together,67605.0,0.0,0.0,31-03-2013,84.0,336,28.0,282,184.0,54.0,54.0,1.0,2.0,8.0,6.0,1.0,0,0,0,0,0,0,3.0,11.0,0
4491,1949,Master,Married,62845.0,1.0,1.0,01-10-2012,3.0,1099,0.0,45,0.0,0.0,34.0,11.0,3.0,4.0,10.0,8.0,0,1,0,0,0,0,3.0,11.0,0
3759,1958,Graduation,Together,65196.0,0.0,2.0,25-07-2013,34.0,743,19.0,181,12.0,0.0,200.0,2.0,7.0,6.0,11.0,5.0,1,0,0,0,0,0,3.0,11.0,0
1162,1987,PhD,Single,42000.0,0.0,0.0,10-01-2013,23.0,124,83.0,267,85.0,59.0,35.0,2.0,5.0,2.0,11.0,5.0,0,0,0,0,0,0,3.0,11.0,1
2055,1973,PhD,Divorced,35860.0,1.0,1.0,19-05-2014,37.0,15,0.0,8,4.0,2.0,20.0,2.0,1.0,1.0,2.0,5.0,1,0,0,0,0,0,3.0,11.0,0
10766,1964,PhD,Married,65526.0,0.0,1.0,11-04-2014,22.0,397,19.0,69,12.0,0.0,9.0,1.0,4.0,4.0,8.0,2.0,0,0,0,0,0,0,3.0,11.0,0
4415,1961,Graduation,Married,16860.0,1.0,1.0,12-09-2012,19.0,10,4.0,4,3.0,3.0,14.0,3.0,1.0,1.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
3005,1992,Graduation,Single,83528.0,0.0,0.0,01-05-2014,7.0,530,117.0,678,134.0,44.0,147.0,1.0,4.0,10.0,8.0,1.0,1,0,0,1,0,0,3.0,11.0,1
2223,1965,2n Cycle,Divorced,64176.0,0.0,1.0,03-08-2012,52.0,1215,33.0,249,64.0,116.0,149.0,8.0,8.0,9.0,8.0,6.0,0,0,0,0,0,0,3.0,11.0,0
4817,1956,Graduation,Divorced,22304.0,0.0,0.0,04-08-2012,91.0,3,2.0,7,0.0,4.0,2.0,1.0,1.0,0.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,0
2875,1978,Graduation,Married,67023.0,0.0,0.0,04-03-2014,93.0,444,44.0,382,11.0,8.0,17.0,1.0,3.0,7.0,13.0,2.0,0,0,0,0,0,1,3.0,11.0,0
10536,1971,PhD,Together,32892.0,1.0,0.0,25-05-2014,78.0,26,0.0,15,2.0,1.0,2.0,2.0,3.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
11112,1966,Graduation,Together,70713.0,0.0,1.0,03-12-2012,23.0,736,114.0,279,82.0,76.0,190.0,6.0,5.0,6.0,8.0,3.0,0,0,0,0,0,0,3.0,11.0,0
3807,1955,Graduation,Together,59925.0,0.0,1.0,30-11-2012,83.0,473,21.0,176,19.0,21.0,56.0,3.0,9.0,2.0,9.0,6.0,0,0,0,0,0,0,3.0,11.0,0
9197,1953,Graduation,Married,39722.0,0.0,1.0,24-02-2014,92.0,32,0.0,5,2.0,0.0,8.0,2.0,2.0,0.0,3.0,5.0,0,0,0,0,0,0,3.0,11.0,0
10832,1958,Graduation,Together,46610.0,0.0,0.0,18-07-2013,4.0,288,10.0,30,4.0,10.0,125.0,1.0,6.0,1.0,6.0,6.0,0,0,0,0,0,0,3.0,11.0,0
6421,1961,Graduation,Together,88347.0,0.0,0.0,03-07-2013,32.0,1050,178.0,555,77.0,138.0,118.0,1.0,4.0,7.0,9.0,1.0,0,0,0,1,0,0,3.0,11.0,0
4207,1981,PhD,Married,87171.0,0.0,0.0,01-05-2013,27.0,1001,44.0,107,58.0,44.0,44.0,1.0,6.0,7.0,11.0,2.0,1,0,1,0,0,0,3.0,11.0,0
577,1976,2n Cycle,Together,26907.0,1.0,1.0,20-08-2013,10.0,9,1.0,7,0.0,3.0,2.0,2.0,1.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
10855,1968,Master,Single,50014.0,1.0,0.0,22-01-2014,9.0,234,14.0,77,19.0,10.0,42.0,2.0,4.0,1.0,8.0,5.0,0,0,0,0,0,0,3.0,11.0,0
3081,1978,PhD,Married,41014.0,1.0,0.0,22-04-2013,65.0,7,2.0,6,2.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,0,0,0,0,0,0,3.0,11.0,0
3535,1965,Graduation,Single,66294.0,0.0,0.0,17-03-2014,68.0,251,108.0,334,65.0,92.0,117.0,1.0,4.0,3.0,5.0,2.0,0,0,0,0,0,0,3.0,11.0,0
247,1971,Graduation,Married,36715.0,1.0,0.0,17-11-2012,16.0,172,10.0,125,21.0,13.0,16.0,6.0,7.0,2.0,4.0,9.0,0,0,0,0,0,0,3.0,11.0,1
8707,1956,Graduation,Married,79456.0,0.0,0.0,22-08-2012,12.0,565,42.0,548,64.0,83.0,99.0,1.0,5.0,6.0,4.0,3.0,0,0,0,0,0,0,3.0,11.0,1
9523,1982,Graduation,Together,40479.0,1.0,0.0,17-08-2013,95.0,5,0.0,8,2.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0,0,0,0,0,0,3.0,11.0,0
6072,1970,Master,Single,75345.0,0.0,0.0,02-02-2013,16.0,918,57.0,842,99.0,38.0,133.0,1.0,5.0,8.0,6.0,3.0,0,0,0,1,0,0,3.0,11.0,1
6295,1977,Graduation,Married,54233.0,0.0,1.0,04-02-2013,46.0,652,8.0,158,21.0,0.0,142.0,4.0,11.0,6.0,5.0,8.0,0,0,0,0,0,0,3.0,11.0,0
10914,1970,Graduation,Single,24163.0,1.0,1.0,12-10-2013,3.0,4,1.0,7,2.0,1.0,2.0,2.0,1.0,0.0,3.0,4.0,0,0,0,0,0,0,3.0,11.0,0
1509,1958,PhD,Together,84460.0,0.0,0.0,04-01-2013,80.0,152,27.0,103,106.0,54.0,81.0,0.0,9.0,9.0,4.0,5.0,0,1,1,1,1,0,3.0,11.0,1
5577,1983,Graduation,Together,43776.0,1.0,0.0,03-05-2014,77.0,8,0.0,9,2.0,1.0,3.0,1.0,1.0,0.0,2.0,6.0,0,0,0,0,0,0,3.0,11.0,0
7348,1958,PhD,Single,71691.0,0.0,0.0,17-03-2014,0.0,336,130.0,411,240.0,32.0,43.0,1.0,4.0,7.0,5.0,2.0,0,0,0,0,0,0,3.0,11.0,1
1127,1973,PhD,Married,85844.0,0.0,0.0,29-05-2014,62.0,938,19.0,843,25.0,95.0,38.0,1.0,6.0,6.0,7.0,2.0,0,0,1,0,0,0,3.0,11.0,0
1833,1974,PhD,Single,39190.0,1.0,0.0,26-04-2014,91.0,68,8.0,18,19.0,8.0,12.0,2.0,2.0,1.0,4.0,5.0,0,0,0,0,0,0,3.0,11.0,0
4944,1959,Graduation,Together,71367.0,0.0,0.0,23-08-2013,24.0,227,23.0,389,42.0,21.0,75.0,1.0,4.0,5.0,7.0,2.0,0,0,0,0,0,0,3.0,11.0,0
9080,1972,PhD,Single,38578.0,1.0,1.0,22-06-2013,2.0,38,4.0,22,3.0,3.0,3.0,3.0,3.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
6466,1965,PhD,Married,57236.0,1.0,1.0,12-03-2014,22.0,105,0.0,9,2.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,0,0,0,0,0,0,3.0,11.0,0
9964,1979,Graduation,Single,61825.0,0.0,1.0,07-08-2013,56.0,162,50.0,100,55.0,30.0,27.0,1.0,4.0,2.0,8.0,4.0,0,0,0,0,0,0,3.0,11.0,0
4790,1958,Graduation,Divorced,79803.0,0.0,1.0,02-06-2014,54.0,574,8.0,216,21.0,16.0,33.0,1.0,4.0,3.0,5.0,1.0,0,0,0,0,0,0,3.0,11.0,0
10245,1986,2n Cycle,Single,80910.0,0.0,0.0,31-10-2012,71.0,160,80.0,369,67.0,39.0,41.0,1.0,3.0,3.0,8.0,1.0,0,0,0,0,0,0,3.0,11.0,0
1109,1982,Master,Together,27590.0,1.0,0.0,23-04-2013,38.0,6,0.0,5,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0,0,0,0,0,0,3.0,11.0,0
6001,1979,Graduation,Married,56775.0,0.0,1.0,02-01-2013,62.0,614,35.0,160,58.0,35.0,35.0,2.0,5.0,8.0,10.0,5.0,0,0,0,0,0,0,3.0,11.0,0
5538,1975,Graduation,Divorced,83829.0,0.0,0.0,08-10-2013,78.0,897,161.0,430,186.0,161.0,27.0,0.0,4.0,7.0,6.0,1.0,1,0,1,1,0,0,3.0,11.0,1
10552,1979,2n Cycle,Married,54210.0,0.0,1.0,20-05-2013,18.0,70,54.0,109,80.0,9.0,45.0,2.0,4.0,1.0,7.0,5.0,0,0,0,0,0,0,3.0,11.0,0
1545,1986,Graduation,Married,38508.0,1.0,0.0,02-08-2013,95.0,120,19.0,206,25.0,19.0,54.0,6.0,7.0,2.0,5.0,8.0,0,0,0,0,0,0,3.0,11.0,0
7409,1970,Graduation,Together,53187.0,1.0,0.0,26-10-2013,66.0,211,2.0,30,7.0,7.0,10.0,2.0,4.0,1.0,6.0,5.0,0,0,0,0,0,0,3.0,11.0,0
4444,1972,Graduation,Married,30023.0,1.0,0.0,24-03-2014,28.0,11,0.0,16,7.0,6.0,21.0,1.0,2.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
146,1960,PhD,Single,76045.0,0.0,0.0,15-11-2013,78.0,760,53.0,400,17.0,93.0,0.0,1.0,4.0,5.0,11.0,2.0,0,0,0,1,0,0,3.0,11.0,0
6271,1952,PhD,Married,50870.0,0.0,1.0,19-06-2014,13.0,53,0.0,8,0.0,0.0,2.0,1.0,2.0,0.0,3.0,5.0,0,0,0,0,0,0,3.0,11.0,0
10065,1970,2n Cycle,Married,15315.0,0.0,0.0,03-08-2013,27.0,7,4.0,13,15.0,8.0,17.0,2.0,2.0,0.0,4.0,5.0,0,0,0,0,0,0,3.0,11.0,0
4741,1974,2n Cycle,Married,65463.0,1.0,0.0,30-01-2014,17.0,391,32.0,70,21.0,32.0,16.0,2.0,6.0,2.0,9.0,5.0,0,1,0,0,0,0,3.0,11.0,0
246,1965,Graduation,Married,66480.0,1.0,1.0,31-05-2014,71.0,199,9.0,57,20.0,21.0,6.0,7.0,4.0,1.0,7.0,4.0,0,0,0,0,0,0,3.0,11.0,0
375,1954,Graduation,Divorced,76773.0,0.0,0.0,25-02-2013,79.0,516,56.0,449,86.0,33.0,16.0,1.0,2.0,2.0,11.0,1.0,0,0,0,0,0,0,3.0,11.0,0
1524,1983,2n Cycle,Single,81698.0,0.0,0.0,01-03-2013,1.0,709,45.0,115,30.0,160.0,45.0,1.0,8.0,2.0,5.0,5.0,0,0,0,1,0,0,3.0,11.0,1
10022,1973,PhD,Single,54466.0,1.0,1.0,09-02-2014,78.0,12,0.0,4,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0,0,0,0,0,0,3.0,11.0,0
7451,1960,Master,Single,98777.0,0.0,0.0,17-02-2014,23.0,1000,19.0,711,125.0,115.0,38.0,0.0,4.0,6.0,9.0,1.0,0,1,0,0,0,0,3.0,11.0,0
11010,1984,PhD,Single,16269.0,1.0,0.0,30-08-2013,75.0,19,3.0,18,3.0,1.0,0.0,3.0,3.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
4356,1971,Graduation,Together,71819.0,0.0,1.0,28-08-2013,70.0,1224,28.0,140,0.0,14.0,168.0,3.0,3.0,3.0,5.0,6.0,0,1,1,0,0,0,3.0,11.0,0
3885,1983,PhD,Married,33569.0,1.0,0.0,16-10-2013,10.0,16,2.0,18,3.0,0.0,24.0,1.0,1.0,1.0,2.0,8.0,1,0,0,0,0,0,3.0,11.0,1
1175,1983,Master,Married,36262.0,0.0,0.0,20-09-2013,24.0,88,39.0,54,64.0,28.0,153.0,1.0,3.0,5.0,3.0,6.0,1,0,0,0,0,0,3.0,11.0,1
880,1966,Basic,Together,22634.0,0.0,0.0,16-01-2013,47.0,2,23.0,11,8.0,6.0,46.0,1.0,2.0,1.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,0
2320,1978,2n Cycle,Married,47025.0,0.0,1.0,12-09-2013,98.0,508,11.0,59,23.0,5.0,29.0,5.0,11.0,1.0,6.0,9.0,0,0,0,0,0,0,3.0,11.0,0
850,1968,Graduation,Single,70566.0,0.0,1.0,06-10-2013,4.0,381,28.0,215,84.0,28.0,21.0,2.0,6.0,5.0,9.0,3.0,0,0,0,0,0,0,3.0,11.0,0
4713,1979,PhD,Married,31605.0,1.0,0.0,22-11-2012,15.0,74,0.0,42,2.0,1.0,6.0,2.0,2.0,1.0,4.0,7.0,0,0,0,0,0,0,3.0,11.0,0
675,1973,Master,Divorced,52034.0,1.0,1.0,17-05-2013,67.0,146,0.0,93,7.0,13.0,73.0,5.0,4.0,2.0,5.0,7.0,0,0,0,0,0,0,3.0,11.0,0
5025,1979,Graduation,Single,48526.0,1.0,0.0,24-12-2013,32.0,23,17.0,23,43.0,20.0,9.0,1.0,2.0,1.0,4.0,3.0,0,0,0,0,0,0,3.0,11.0,0
2308,1954,Graduation,Married,46734.0,0.0,1.0,18-11-2012,40.0,110,5.0,137,26.0,23.0,29.0,2.0,6.0,1.0,5.0,7.0,0,0,0,0,0,0,3.0,11.0,0
5995,1962,Graduation,Divorced,39552.0,1.0,1.0,18-12-2012,54.0,165,3.0,147,4.0,24.0,41.0,7.0,6.0,2.0,5.0,8.0,0,0,0,0,0,0,3.0,11.0,1
6749,1966,Graduation,Single,86358.0,1.0,1.0,08-08-2012,78.0,957,47.0,494,82.0,47.0,95.0,4.0,5.0,3.0,6.0,8.0,0,0,0,0,0,0,3.0,11.0,0
1010,1977,Graduation,Together,46931.0,2.0,1.0,24-04-2014,94.0,41,0.0,17,3.0,1.0,16.0,2.0,1.0,1.0,3.0,3.0,0,0,0,0,0,0,3.0,11.0,0
8977,1985,Basic,Single,16581.0,0.0,0.0,12-01-2013,51.0,1,3.0,4,2.0,3.0,11.0,1.0,0.0,0.0,3.0,4.0,0,0,0,0,0,0,3.0,11.0,0
4756,1952,2n Cycle,Divorced,63998.0,0.0,0.0,20-12-2013,42.0,176,29.0,818,0.0,33.0,112.0,1.0,7.0,6.0,11.0,4.0,0,0,0,0,0,0,3.0,11.0,1
3412,1951,Master,Married,67381.0,0.0,1.0,15-01-2013,67.0,815,8.0,53,11.0,0.0,70.0,4.0,2.0,2.0,9.0,7.0,0,1,0,0,0,0,3.0,11.0,0
606,1967,Graduation,Single,25930.0,1.0,1.0,10-10-2013,87.0,6,1.0,2,2.0,0.0,4.0,1.0,1.0,0.0,2.0,7.0,0,0,0,0,0,0,3.0,11.0,0
5961,1978,Graduation,Married,42693.0,1.0,0.0,07-06-2014,29.0,8,4.0,20,6.0,3.0,16.0,1.0,1.0,0.0,3.0,5.0,0,0,0,0,0,0,3.0,11.0,0
2975,1976,Graduation,Together,85606.0,0.0,1.0,12-11-2012,89.0,717,42.0,864,219.0,30.0,84.0,2.0,6.0,7.0,9.0,3.0,0,0,0,1,0,0,3.0,11.0,0
2894,1985,Graduation,Single,72903.0,0.0,0.0,29-10-2013,74.0,1067,138.0,750,0.0,19.0,39.0,1.0,7.0,5.0,8.0,4.0,0,1,1,1,0,0,3.0,11.0,1
